customer p1x p1y p2x p2y p3x p3y p4x p4y
1 0.0 40.0 1.0 40.0 0.0 39.0 1.0 39.0
2 1.0 40.0 2.0 40.0 1.0 39.0 2.0 39.0
3 2.0 40.0 3.0 40.0 2.0 39.0 3.0 39.0
4 3.0 40.0 4.0 40.0 3.0 39.0 4.0 39.0
5 4.0 40.0 5.0 40.0 4.0 39.0 5.0 39.0
6 5.0 40.0 6.0 40.0 5.0 39.0 6.0 39.0
7 6.0 40.0 7.0 40.0 6.0 39.0 7.0 39.0
8 7.0 40.0 8.0 40.0 7.0 39.0 8.0 39.0
9 8.0 40.0 9.0 40.0 8.0 39.0 9.0 39.0
10 9.0 40.0 10.0 40.0 9.0 39.0 10.0 39.0
11 10.0 40.0 11.0 40.0 10.0 39.0 11.0 39.0
12 11.0 40.0 12.0 40.0 11.0 39.0 12.0 39.0
13 12.0 40.0 13.0 40.0 12.0 39.0 13.0 39.0
14 13.0 40.0 14.0 40.0 13.0 39.0 14.0 39.0
15 14.0 40.0 15.0 40.0 14.0 39.0 15.0 39.0
16 15.0 40.0 16.0 40.0 15.0 39.0 16.0 39.0
17 16.0 40.0 17.0 40.0 16.0 39.0 17.0 39.0
18 17.0 40.0 18.0 40.0 17.0 39.0 18.0 39.0
19 18.0 40.0 19.0 40.0 18.0 39.0 19.0 39.0
20 19.0 40.0 20.0 40.0 19.0 39.0 20.0 39.0
21 20.0 40.0 21.0 40.0 20.0 39.0 21.0 39.0
22 21.0 40.0 22.0 40.0 21.0 39.0 22.0 39.0
23 22.0 40.0 23.0 40.0 22.0 39.0 23.0 39.0
24 23.0 40.0 24.0 40.0 23.0 39.0 24.0 39.0
25 24.0 40.0 25.0 40.0 24.0 39.0 25.0 39.0
26 25.0 40.0 26.0 40.0 25.0 39.0 26.0 39.0
27 26.0 40.0 27.0 40.0 26.0 39.0 27.0 39.0
28 27.0 40.0 28.0 40.0 27.0 39.0 28.0 39.0
29 28.0 40.0 29.0 40.0 28.0 39.0 29.0 39.0
30 29.0 40.0 30.0 40.0 29.0 39.0 30.0 39.0
31 30.0 40.0 31.0 40.0 30.0 39.0 31.0 39.0
32 31.0 40.0 32.0 40.0 31.0 39.0 32.0 39.0
33 32.0 40.0 33.0 40.0 32.0 39.0 33.0 39.0
34 33.0 40.0 34.0 40.0 33.0 39.0 34.0 39.0
35 34.0 40.0 35.0 40.0 34.0 39.0 35.0 39.0
36 35.0 40.0 36.0 40.0 35.0 39.0 36.0 39.0
37 36.0 40.0 37.0 40.0 36.0 39.0 37.0 39.0
38 37.0 40.0 38.0 40.0 37.0 39.0 38.0 39.0
39 38.0 40.0 39.0 40.0 38.0 39.0 39.0 39.0
40 39.0 40.0 40.0 40.0 39.0 39.0 40.0 39.0
41 0.0 39.0 1.0 39.0 0.0 38.0 1.0 38.0
42 1.0 39.0 2.0 39.0 1.0 38.0 2.0 38.0
43 2.0 39.0 3.0 39.0 2.0 38.0 3.0 38.0
44 3.0 39.0 4.0 39.0 3.0 38.0 4.0 38.0
45 4.0 39.0 5.0 39.0 4.0 38.0 5.0 38.0
46 5.0 39.0 6.0 39.0 5.0 38.0 6.0 38.0
47 6.0 39.0 7.0 39.0 6.0 38.0 7.0 38.0
48 7.0 39.0 8.0 39.0 7.0 38.0 8.0 38.0
49 8.0 39.0 9.0 39.0 8.0 38.0 9.0 38.0
50 9.0 39.0 10.0 39.0 9.0 38.0 10.0 38.0
51 10.0 39.0 11.0 39.0 10.0 38.0 11.0 38.0
52 11.0 39.0 12.0 39.0 11.0 38.0 12.0 38.0
53 12.0 39.0 13.0 39.0 12.0 38.0 13.0 38.0
54 13.0 39.0 14.0 39.0 13.0 38.0 14.0 38.0
55 14.0 39.0 15.0 39.0 14.0 38.0 15.0 38.0
56 15.0 39.0 16.0 39.0 15.0 38.0 16.0 38.0
57 16.0 39.0 17.0 39.0 16.0 38.0 17.0 38.0
58 17.0 39.0 18.0 39.0 17.0 38.0 18.0 38.0
59 18.0 39.0 19.0 39.0 18.0 38.0 19.0 38.0
60 19.0 39.0 20.0 39.0 19.0 38.0 20.0 38.0
61 20.0 39.0 21.0 39.0 20.0 38.0 21.0 38.0
62 21.0 39.0 22.0 39.0 21.0 38.0 22.0 38.0
63 22.0 39.0 23.0 39.0 22.0 38.0 23.0 38.0
64 23.0 39.0 24.0 39.0 23.0 38.0 24.0 38.0
65 24.0 39.0 25.0 39.0 24.0 38.0 25.0 38.0
66 25.0 39.0 26.0 39.0 25.0 38.0 26.0 38.0
67 26.0 39.0 27.0 39.0 26.0 38.0 27.0 38.0
68 27.0 39.0 28.0 39.0 27.0 38.0 28.0 38.0
69 28.0 39.0 29.0 39.0 28.0 38.0 29.0 38.0
70 29.0 39.0 30.0 39.0 29.0 38.0 30.0 38.0
71 30.0 39.0 31.0 39.0 30.0 38.0 31.0 38.0
72 31.0 39.0 32.0 39.0 31.0 38.0 32.0 38.0
73 32.0 39.0 33.0 39.0 32.0 38.0 33.0 38.0
74 33.0 39.0 34.0 39.0 33.0 38.0 34.0 38.0
75 34.0 39.0 35.0 39.0 34.0 38.0 35.0 38.0
76 35.0 39.0 36.0 39.0 35.0 38.0 36.0 38.0
77 36.0 39.0 37.0 39.0 36.0 38.0 37.0 38.0
78 37.0 39.0 38.0 39.0 37.0 38.0 38.0 38.0
79 38.0 39.0 39.0 39.0 38.0 38.0 39.0 38.0
80 39.0 39.0 40.0 39.0 39.0 38.0 40.0 38.0
81 0.0 38.0 1.0 38.0 0.0 37.0 1.0 37.0
82 1.0 38.0 2.0 38.0 1.0 37.0 2.0 37.0
83 2.0 38.0 3.0 38.0 2.0 37.0 3.0 37.0
84 3.0 38.0 4.0 38.0 3.0 37.0 4.0 37.0
85 4.0 38.0 5.0 38.0 4.0 37.0 5.0 37.0
86 5.0 38.0 6.0 38.0 5.0 37.0 6.0 37.0
87 6.0 38.0 7.0 38.0 6.0 37.0 7.0 37.0
88 7.0 38.0 8.0 38.0 7.0 37.0 8.0 37.0
89 8.0 38.0 9.0 38.0 8.0 37.0 9.0 37.0
90 9.0 38.0 10.0 38.0 9.0 37.0 10.0 37.0
91 10.0 38.0 11.0 38.0 10.0 37.0 11.0 37.0
92 11.0 38.0 12.0 38.0 11.0 37.0 12.0 37.0
93 12.0 38.0 13.0 38.0 12.0 37.0 13.0 37.0
94 13.0 38.0 14.0 38.0 13.0 37.0 14.0 37.0
95 14.0 38.0 15.0 38.0 14.0 37.0 15.0 37.0
96 15.0 38.0 16.0 38.0 15.0 37.0 16.0 37.0
97 16.0 38.0 17.0 38.0 16.0 37.0 17.0 37.0
98 17.0 38.0 18.0 38.0 17.0 37.0 18.0 37.0
99 18.0 38.0 19.0 38.0 18.0 37.0 19.0 37.0
100 19.0 38.0 20.0 38.0 19.0 37.0 20.0 37.0
101 20.0 38.0 21.0 38.0 20.0 37.0 21.0 37.0
102 21.0 38.0 22.0 38.0 21.0 37.0 22.0 37.0
103 22.0 38.0 23.0 38.0 22.0 37.0 23.0 37.0
104 23.0 38.0 24.0 38.0 23.0 37.0 24.0 37.0
105 24.0 38.0 25.0 38.0 24.0 37.0 25.0 37.0
106 25.0 38.0 26.0 38.0 25.0 37.0 26.0 37.0
107 26.0 38.0 27.0 38.0 26.0 37.0 27.0 37.0
108 27.0 38.0 28.0 38.0 27.0 37.0 28.0 37.0
109 28.0 38.0 29.0 38.0 28.0 37.0 29.0 37.0
110 29.0 38.0 30.0 38.0 29.0 37.0 30.0 37.0
111 30.0 38.0 31.0 38.0 30.0 37.0 31.0 37.0
112 31.0 38.0 32.0 38.0 31.0 37.0 32.0 37.0
113 32.0 38.0 33.0 38.0 32.0 37.0 33.0 37.0
114 33.0 38.0 34.0 38.0 33.0 37.0 34.0 37.0
115 34.0 38.0 35.0 38.0 34.0 37.0 35.0 37.0
116 35.0 38.0 36.0 38.0 35.0 37.0 36.0 37.0
117 36.0 38.0 37.0 38.0 36.0 37.0 37.0 37.0
118 37.0 38.0 38.0 38.0 37.0 37.0 38.0 37.0
119 38.0 38.0 39.0 38.0 38.0 37.0 39.0 37.0
120 39.0 38.0 40.0 38.0 39.0 37.0 40.0 37.0
121 0.0 37.0 1.0 37.0 0.0 36.0 1.0 36.0
122 1.0 37.0 2.0 37.0 1.0 36.0 2.0 36.0
123 2.0 37.0 3.0 37.0 2.0 36.0 3.0 36.0
124 3.0 37.0 4.0 37.0 3.0 36.0 4.0 36.0
125 4.0 37.0 5.0 37.0 4.0 36.0 5.0 36.0
126 5.0 37.0 6.0 37.0 5.0 36.0 6.0 36.0
127 6.0 37.0 7.0 37.0 6.0 36.0 7.0 36.0
128 7.0 37.0 8.0 37.0 7.0 36.0 8.0 36.0
129 8.0 37.0 9.0 37.0 8.0 36.0 9.0 36.0
130 9.0 37.0 10.0 37.0 9.0 36.0 10.0 36.0
131 10.0 37.0 11.0 37.0 10.0 36.0 11.0 36.0
132 11.0 37.0 12.0 37.0 11.0 36.0 12.0 36.0
133 12.0 37.0 13.0 37.0 12.0 36.0 13.0 36.0
134 13.0 37.0 14.0 37.0 13.0 36.0 14.0 36.0
135 14.0 37.0 15.0 37.0 14.0 36.0 15.0 36.0
136 15.0 37.0 16.0 37.0 15.0 36.0 16.0 36.0
137 16.0 37.0 17.0 37.0 16.0 36.0 17.0 36.0
138 17.0 37.0 18.0 37.0 17.0 36.0 18.0 36.0
139 18.0 37.0 19.0 37.0 18.0 36.0 19.0 36.0
140 19.0 37.0 20.0 37.0 19.0 36.0 20.0 36.0
141 20.0 37.0 21.0 37.0 20.0 36.0 21.0 36.0
142 21.0 37.0 22.0 37.0 21.0 36.0 22.0 36.0
143 22.0 37.0 23.0 37.0 22.0 36.0 23.0 36.0
144 23.0 37.0 24.0 37.0 23.0 36.0 24.0 36.0
145 24.0 37.0 25.0 37.0 24.0 36.0 25.0 36.0
146 25.0 37.0 26.0 37.0 25.0 36.0 26.0 36.0
147 26.0 37.0 27.0 37.0 26.0 36.0 27.0 36.0
148 27.0 37.0 28.0 37.0 27.0 36.0 28.0 36.0
149 28.0 37.0 29.0 37.0 28.0 36.0 29.0 36.0
150 29.0 37.0 30.0 37.0 29.0 36.0 30.0 36.0
151 30.0 37.0 31.0 37.0 30.0 36.0 31.0 36.0
152 31.0 37.0 32.0 37.0 31.0 36.0 32.0 36.0
153 32.0 37.0 33.0 37.0 32.0 36.0 33.0 36.0
154 33.0 37.0 34.0 37.0 33.0 36.0 34.0 36.0
155 34.0 37.0 35.0 37.0 34.0 36.0 35.0 36.0
156 35.0 37.0 36.0 37.0 35.0 36.0 36.0 36.0
157 36.0 37.0 37.0 37.0 36.0 36.0 37.0 36.0
158 37.0 37.0 38.0 37.0 37.0 36.0 38.0 36.0
159 38.0 37.0 39.0 37.0 38.0 36.0 39.0 36.0
160 39.0 37.0 40.0 37.0 39.0 36.0 40.0 36.0
161 0.0 36.0 1.0 36.0 0.0 35.0 1.0 35.0
162 1.0 36.0 2.0 36.0 1.0 35.0 2.0 35.0
163 2.0 36.0 3.0 36.0 2.0 35.0 3.0 35.0
164 3.0 36.0 4.0 36.0 3.0 35.0 4.0 35.0
165 4.0 36.0 5.0 36.0 4.0 35.0 5.0 35.0
166 5.0 36.0 6.0 36.0 5.0 35.0 6.0 35.0
167 6.0 36.0 7.0 36.0 6.0 35.0 7.0 35.0
168 7.0 36.0 8.0 36.0 7.0 35.0 8.0 35.0
169 8.0 36.0 9.0 36.0 8.0 35.0 9.0 35.0
170 9.0 36.0 10.0 36.0 9.0 35.0 10.0 35.0
171 10.0 36.0 11.0 36.0 10.0 35.0 11.0 35.0
172 11.0 36.0 12.0 36.0 11.0 35.0 12.0 35.0
173 12.0 36.0 13.0 36.0 12.0 35.0 13.0 35.0
174 13.0 36.0 14.0 36.0 13.0 35.0 14.0 35.0
175 14.0 36.0 15.0 36.0 14.0 35.0 15.0 35.0
176 15.0 36.0 16.0 36.0 15.0 35.0 16.0 35.0
177 16.0 36.0 17.0 36.0 16.0 35.0 17.0 35.0
178 17.0 36.0 18.0 36.0 17.0 35.0 18.0 35.0
179 18.0 36.0 19.0 36.0 18.0 35.0 19.0 35.0
180 19.0 36.0 20.0 36.0 19.0 35.0 20.0 35.0
181 20.0 36.0 21.0 36.0 20.0 35.0 21.0 35.0
182 21.0 36.0 22.0 36.0 21.0 35.0 22.0 35.0
183 22.0 36.0 23.0 36.0 22.0 35.0 23.0 35.0
184 23.0 36.0 24.0 36.0 23.0 35.0 24.0 35.0
185 24.0 36.0 25.0 36.0 24.0 35.0 25.0 35.0
186 25.0 36.0 26.0 36.0 25.0 35.0 26.0 35.0
187 26.0 36.0 27.0 36.0 26.0 35.0 27.0 35.0
188 27.0 36.0 28.0 36.0 27.0 35.0 28.0 35.0
189 28.0 36.0 29.0 36.0 28.0 35.0 29.0 35.0
190 29.0 36.0 30.0 36.0 29.0 35.0 30.0 35.0
191 30.0 36.0 31.0 36.0 30.0 35.0 31.0 35.0
192 31.0 36.0 32.0 36.0 31.0 35.0 32.0 35.0
193 32.0 36.0 33.0 36.0 32.0 35.0 33.0 35.0
194 33.0 36.0 34.0 36.0 33.0 35.0 34.0 35.0
195 34.0 36.0 35.0 36.0 34.0 35.0 35.0 35.0
196 35.0 36.0 36.0 36.0 35.0 35.0 36.0 35.0
197 36.0 36.0 37.0 36.0 36.0 35.0 37.0 35.0
198 37.0 36.0 38.0 36.0 37.0 35.0 38.0 35.0
199 38.0 36.0 39.0 36.0 38.0 35.0 39.0 35.0
200 39.0 36.0 40.0 36.0 39.0 35.0 40.0 35.0
201 0.0 35.0 1.0 35.0 0.0 34.0 1.0 34.0
202 1.0 35.0 2.0 35.0 1.0 34.0 2.0 34.0
203 2.0 35.0 3.0 35.0 2.0 34.0 3.0 34.0
204 3.0 35.0 4.0 35.0 3.0 34.0 4.0 34.0
205 4.0 35.0 5.0 35.0 4.0 34.0 5.0 34.0
206 5.0 35.0 6.0 35.0 5.0 34.0 6.0 34.0
207 6.0 35.0 7.0 35.0 6.0 34.0 7.0 34.0
208 7.0 35.0 8.0 35.0 7.0 34.0 8.0 34.0
209 8.0 35.0 9.0 35.0 8.0 34.0 9.0 34.0
210 9.0 35.0 10.0 35.0 9.0 34.0 10.0 34.0
211 10.0 35.0 11.0 35.0 10.0 34.0 11.0 34.0
212 11.0 35.0 12.0 35.0 11.0 34.0 12.0 34.0
213 12.0 35.0 13.0 35.0 12.0 34.0 13.0 34.0
214 13.0 35.0 14.0 35.0 13.0 34.0 14.0 34.0
215 14.0 35.0 15.0 35.0 14.0 34.0 15.0 34.0
216 15.0 35.0 16.0 35.0 15.0 34.0 16.0 34.0
217 16.0 35.0 17.0 35.0 16.0 34.0 17.0 34.0
218 17.0 35.0 18.0 35.0 17.0 34.0 18.0 34.0
219 18.0 35.0 19.0 35.0 18.0 34.0 19.0 34.0
220 19.0 35.0 20.0 35.0 19.0 34.0 20.0 34.0
221 20.0 35.0 21.0 35.0 20.0 34.0 21.0 34.0
222 21.0 35.0 22.0 35.0 21.0 34.0 22.0 34.0
223 22.0 35.0 23.0 35.0 22.0 34.0 23.0 34.0
224 23.0 35.0 24.0 35.0 23.0 34.0 24.0 34.0
225 24.0 35.0 25.0 35.0 24.0 34.0 25.0 34.0
226 25.0 35.0 26.0 35.0 25.0 34.0 26.0 34.0
227 26.0 35.0 27.0 35.0 26.0 34.0 27.0 34.0
228 27.0 35.0 28.0 35.0 27.0 34.0 28.0 34.0
229 28.0 35.0 29.0 35.0 28.0 34.0 29.0 34.0
230 29.0 35.0 30.0 35.0 29.0 34.0 30.0 34.0
231 30.0 35.0 31.0 35.0 30.0 34.0 31.0 34.0
232 31.0 35.0 32.0 35.0 31.0 34.0 32.0 34.0
233 32.0 35.0 33.0 35.0 32.0 34.0 33.0 34.0
234 33.0 35.0 34.0 35.0 33.0 34.0 34.0 34.0
235 34.0 35.0 35.0 35.0 34.0 34.0 35.0 34.0
236 35.0 35.0 36.0 35.0 35.0 34.0 36.0 34.0
237 36.0 35.0 37.0 35.0 36.0 34.0 37.0 34.0
238 37.0 35.0 38.0 35.0 37.0 34.0 38.0 34.0
239 38.0 35.0 39.0 35.0 38.0 34.0 39.0 34.0
240 39.0 35.0 40.0 35.0 39.0 34.0 40.0 34.0
241 0.0 34.0 1.0 34.0 0.0 33.0 1.0 33.0
242 1.0 34.0 2.0 34.0 1.0 33.0 2.0 33.0
243 2.0 34.0 3.0 34.0 2.0 33.0 3.0 33.0
244 3.0 34.0 4.0 34.0 3.0 33.0 4.0 33.0
245 4.0 34.0 5.0 34.0 4.0 33.0 5.0 33.0
246 5.0 34.0 6.0 34.0 5.0 33.0 6.0 33.0
247 6.0 34.0 7.0 34.0 6.0 33.0 7.0 33.0
248 7.0 34.0 8.0 34.0 7.0 33.0 8.0 33.0
249 8.0 34.0 9.0 34.0 8.0 33.0 9.0 33.0
250 9.0 34.0 10.0 34.0 9.0 33.0 10.0 33.0
251 10.0 34.0 11.0 34.0 10.0 33.0 11.0 33.0
252 11.0 34.0 12.0 34.0 11.0 33.0 12.0 33.0
253 12.0 34.0 13.0 34.0 12.0 33.0 13.0 33.0
254 13.0 34.0 14.0 34.0 13.0 33.0 14.0 33.0
255 14.0 34.0 15.0 34.0 14.0 33.0 15.0 33.0
256 15.0 34.0 16.0 34.0 15.0 33.0 16.0 33.0
257 16.0 34.0 17.0 34.0 16.0 33.0 17.0 33.0
258 17.0 34.0 18.0 34.0 17.0 33.0 18.0 33.0
259 18.0 34.0 19.0 34.0 18.0 33.0 19.0 33.0
260 19.0 34.0 20.0 34.0 19.0 33.0 20.0 33.0
