subarea p1x p1y p2x p2y p3x p3y p4x p4y
1 0.0 40.0 2.0 40.0 0.0 38.0 2.0 38.0
2 2.0 40.0 4.0 40.0 2.0 38.0 4.0 38.0
3 4.0 40.0 6.0 40.0 4.0 38.0 6.0 38.0
4 6.0 40.0 8.0 40.0 6.0 38.0 8.0 38.0
5 8.0 40.0 10.0 40.0 8.0 38.0 10.0 38.0
6 10.0 40.0 12.0 40.0 10.0 38.0 12.0 38.0
7 12.0 40.0 14.0 40.0 12.0 38.0 14.0 38.0
8 14.0 40.0 16.0 40.0 14.0 38.0 16.0 38.0
9 16.0 40.0 18.0 40.0 16.0 38.0 18.0 38.0
10 18.0 40.0 20.0 40.0 18.0 38.0 20.0 38.0
11 20.0 40.0 22.0 40.0 20.0 38.0 22.0 38.0
12 22.0 40.0 24.0 40.0 22.0 38.0 24.0 38.0
13 24.0 40.0 26.0 40.0 24.0 38.0 26.0 38.0
14 26.0 40.0 28.0 40.0 26.0 38.0 28.0 38.0
15 28.0 40.0 30.0 40.0 28.0 38.0 30.0 38.0
16 30.0 40.0 32.0 40.0 30.0 38.0 32.0 38.0
17 32.0 40.0 34.0 40.0 32.0 38.0 34.0 38.0
18 34.0 40.0 36.0 40.0 34.0 38.0 36.0 38.0
19 36.0 40.0 38.0 40.0 36.0 38.0 38.0 38.0
20 38.0 40.0 40.0 40.0 38.0 38.0 40.0 38.0
21 0.0 38.0 2.0 38.0 0.0 36.0 2.0 36.0
22 2.0 38.0 4.0 38.0 2.0 36.0 4.0 36.0
23 4.0 38.0 6.0 38.0 4.0 36.0 6.0 36.0
24 6.0 38.0 8.0 38.0 6.0 36.0 8.0 36.0
25 8.0 38.0 10.0 38.0 8.0 36.0 10.0 36.0
26 10.0 38.0 12.0 38.0 10.0 36.0 12.0 36.0
27 12.0 38.0 14.0 38.0 12.0 36.0 14.0 36.0
28 14.0 38.0 16.0 38.0 14.0 36.0 16.0 36.0
29 16.0 38.0 18.0 38.0 16.0 36.0 18.0 36.0
30 18.0 38.0 20.0 38.0 18.0 36.0 20.0 36.0
31 20.0 38.0 22.0 38.0 20.0 36.0 22.0 36.0
32 22.0 38.0 24.0 38.0 22.0 36.0 24.0 36.0
33 24.0 38.0 26.0 38.0 24.0 36.0 26.0 36.0
34 26.0 38.0 28.0 38.0 26.0 36.0 28.0 36.0
35 28.0 38.0 30.0 38.0 28.0 36.0 30.0 36.0
36 30.0 38.0 32.0 38.0 30.0 36.0 32.0 36.0
37 32.0 38.0 34.0 38.0 32.0 36.0 34.0 36.0
38 34.0 38.0 36.0 38.0 34.0 36.0 36.0 36.0
39 36.0 38.0 38.0 38.0 36.0 36.0 38.0 36.0
40 38.0 38.0 40.0 38.0 38.0 36.0 40.0 36.0
41 0.0 36.0 2.0 36.0 0.0 34.0 2.0 34.0
42 2.0 36.0 4.0 36.0 2.0 34.0 4.0 34.0
43 4.0 36.0 6.0 36.0 4.0 34.0 6.0 34.0
44 6.0 36.0 8.0 36.0 6.0 34.0 8.0 34.0
45 8.0 36.0 10.0 36.0 8.0 34.0 10.0 34.0
46 10.0 36.0 12.0 36.0 10.0 34.0 12.0 34.0
47 12.0 36.0 14.0 36.0 12.0 34.0 14.0 34.0
48 14.0 36.0 16.0 36.0 14.0 34.0 16.0 34.0
49 16.0 36.0 18.0 36.0 16.0 34.0 18.0 34.0
50 18.0 36.0 20.0 36.0 18.0 34.0 20.0 34.0
51 20.0 36.0 22.0 36.0 20.0 34.0 22.0 34.0
52 22.0 36.0 24.0 36.0 22.0 34.0 24.0 34.0
53 24.0 36.0 26.0 36.0 24.0 34.0 26.0 34.0
54 26.0 36.0 28.0 36.0 26.0 34.0 28.0 34.0
55 28.0 36.0 30.0 36.0 28.0 34.0 30.0 34.0
56 30.0 36.0 32.0 36.0 30.0 34.0 32.0 34.0
57 32.0 36.0 34.0 36.0 32.0 34.0 34.0 34.0
58 34.0 36.0 36.0 36.0 34.0 34.0 36.0 34.0
59 36.0 36.0 38.0 36.0 36.0 34.0 38.0 34.0
60 38.0 36.0 40.0 36.0 38.0 34.0 40.0 34.0
61 0.0 34.0 2.0 34.0 0.0 32.0 2.0 32.0
62 2.0 34.0 4.0 34.0 2.0 32.0 4.0 32.0
63 4.0 34.0 6.0 34.0 4.0 32.0 6.0 32.0
64 6.0 34.0 8.0 34.0 6.0 32.0 8.0 32.0
65 8.0 34.0 10.0 34.0 8.0 32.0 10.0 32.0
66 10.0 34.0 12.0 34.0 10.0 32.0 12.0 32.0
67 12.0 34.0 14.0 34.0 12.0 32.0 14.0 32.0
68 14.0 34.0 16.0 34.0 14.0 32.0 16.0 32.0
69 16.0 34.0 18.0 34.0 16.0 32.0 18.0 32.0
70 18.0 34.0 20.0 34.0 18.0 32.0 20.0 32.0
71 20.0 34.0 22.0 34.0 20.0 32.0 22.0 32.0
72 22.0 34.0 24.0 34.0 22.0 32.0 24.0 32.0
73 24.0 34.0 26.0 34.0 24.0 32.0 26.0 32.0
74 26.0 34.0 28.0 34.0 26.0 32.0 28.0 32.0
75 28.0 34.0 30.0 34.0 28.0 32.0 30.0 32.0
76 30.0 34.0 32.0 34.0 30.0 32.0 32.0 32.0
77 32.0 34.0 34.0 34.0 32.0 32.0 34.0 32.0
78 34.0 34.0 36.0 34.0 34.0 32.0 36.0 32.0
79 36.0 34.0 38.0 34.0 36.0 32.0 38.0 32.0
80 38.0 34.0 40.0 34.0 38.0 32.0 40.0 32.0
81 0.0 32.0 2.0 32.0 0.0 30.0 2.0 30.0
82 2.0 32.0 4.0 32.0 2.0 30.0 4.0 30.0
83 4.0 32.0 6.0 32.0 4.0 30.0 6.0 30.0
84 6.0 32.0 8.0 32.0 6.0 30.0 8.0 30.0
85 8.0 32.0 10.0 32.0 8.0 30.0 10.0 30.0
86 10.0 32.0 12.0 32.0 10.0 30.0 12.0 30.0
87 12.0 32.0 14.0 32.0 12.0 30.0 14.0 30.0
88 14.0 32.0 16.0 32.0 14.0 30.0 16.0 30.0
89 16.0 32.0 18.0 32.0 16.0 30.0 18.0 30.0
90 18.0 32.0 20.0 32.0 18.0 30.0 20.0 30.0
91 20.0 32.0 22.0 32.0 20.0 30.0 22.0 30.0
92 22.0 32.0 24.0 32.0 22.0 30.0 24.0 30.0
93 24.0 32.0 26.0 32.0 24.0 30.0 26.0 30.0
94 26.0 32.0 28.0 32.0 26.0 30.0 28.0 30.0
95 28.0 32.0 30.0 32.0 28.0 30.0 30.0 30.0
96 30.0 32.0 32.0 32.0 30.0 30.0 32.0 30.0
97 32.0 32.0 34.0 32.0 32.0 30.0 34.0 30.0
98 34.0 32.0 36.0 32.0 34.0 30.0 36.0 30.0
99 36.0 32.0 38.0 32.0 36.0 30.0 38.0 30.0
100 38.0 32.0 40.0 32.0 38.0 30.0 40.0 30.0
101 0.0 30.0 2.0 30.0 0.0 28.0 2.0 28.0
102 2.0 30.0 4.0 30.0 2.0 28.0 4.0 28.0
103 4.0 30.0 6.0 30.0 4.0 28.0 6.0 28.0
104 6.0 30.0 8.0 30.0 6.0 28.0 8.0 28.0
105 8.0 30.0 10.0 30.0 8.0 28.0 10.0 28.0
106 10.0 30.0 12.0 30.0 10.0 28.0 12.0 28.0
107 12.0 30.0 14.0 30.0 12.0 28.0 14.0 28.0
108 14.0 30.0 16.0 30.0 14.0 28.0 16.0 28.0
109 16.0 30.0 18.0 30.0 16.0 28.0 18.0 28.0
110 18.0 30.0 20.0 30.0 18.0 28.0 20.0 28.0
111 20.0 30.0 22.0 30.0 20.0 28.0 22.0 28.0
112 22.0 30.0 24.0 30.0 22.0 28.0 24.0 28.0
113 24.0 30.0 26.0 30.0 24.0 28.0 26.0 28.0
114 26.0 30.0 28.0 30.0 26.0 28.0 28.0 28.0
115 28.0 30.0 30.0 30.0 28.0 28.0 30.0 28.0
116 30.0 30.0 32.0 30.0 30.0 28.0 32.0 28.0
117 32.0 30.0 34.0 30.0 32.0 28.0 34.0 28.0
118 34.0 30.0 36.0 30.0 34.0 28.0 36.0 28.0
119 36.0 30.0 38.0 30.0 36.0 28.0 38.0 28.0
120 38.0 30.0 40.0 30.0 38.0 28.0 40.0 28.0
121 0.0 28.0 2.0 28.0 0.0 26.0 2.0 26.0
122 2.0 28.0 4.0 28.0 2.0 26.0 4.0 26.0
123 4.0 28.0 6.0 28.0 4.0 26.0 6.0 26.0
124 6.0 28.0 8.0 28.0 6.0 26.0 8.0 26.0
125 8.0 28.0 10.0 28.0 8.0 26.0 10.0 26.0
126 10.0 28.0 12.0 28.0 10.0 26.0 12.0 26.0
127 12.0 28.0 14.0 28.0 12.0 26.0 14.0 26.0
128 14.0 28.0 16.0 28.0 14.0 26.0 16.0 26.0
129 16.0 28.0 18.0 28.0 16.0 26.0 18.0 26.0
130 18.0 28.0 20.0 28.0 18.0 26.0 20.0 26.0
131 20.0 28.0 22.0 28.0 20.0 26.0 22.0 26.0
132 22.0 28.0 24.0 28.0 22.0 26.0 24.0 26.0
133 24.0 28.0 26.0 28.0 24.0 26.0 26.0 26.0
134 26.0 28.0 28.0 28.0 26.0 26.0 28.0 26.0
135 28.0 28.0 30.0 28.0 28.0 26.0 30.0 26.0
136 30.0 28.0 32.0 28.0 30.0 26.0 32.0 26.0
137 32.0 28.0 34.0 28.0 32.0 26.0 34.0 26.0
138 34.0 28.0 36.0 28.0 34.0 26.0 36.0 26.0
139 36.0 28.0 38.0 28.0 36.0 26.0 38.0 26.0
140 38.0 28.0 40.0 28.0 38.0 26.0 40.0 26.0
141 0.0 26.0 2.0 26.0 0.0 24.0 2.0 24.0
142 2.0 26.0 4.0 26.0 2.0 24.0 4.0 24.0
143 4.0 26.0 6.0 26.0 4.0 24.0 6.0 24.0
144 6.0 26.0 8.0 26.0 6.0 24.0 8.0 24.0
145 8.0 26.0 10.0 26.0 8.0 24.0 10.0 24.0
146 10.0 26.0 12.0 26.0 10.0 24.0 12.0 24.0
147 12.0 26.0 14.0 26.0 12.0 24.0 14.0 24.0
148 14.0 26.0 16.0 26.0 14.0 24.0 16.0 24.0
149 16.0 26.0 18.0 26.0 16.0 24.0 18.0 24.0
150 18.0 26.0 20.0 26.0 18.0 24.0 20.0 24.0
151 20.0 26.0 22.0 26.0 20.0 24.0 22.0 24.0
152 22.0 26.0 24.0 26.0 22.0 24.0 24.0 24.0
153 24.0 26.0 26.0 26.0 24.0 24.0 26.0 24.0
154 26.0 26.0 28.0 26.0 26.0 24.0 28.0 24.0
155 28.0 26.0 30.0 26.0 28.0 24.0 30.0 24.0
156 30.0 26.0 32.0 26.0 30.0 24.0 32.0 24.0
157 32.0 26.0 34.0 26.0 32.0 24.0 34.0 24.0
