location capacity Xf Yf
1 37.2 9.815 37.462
2 14.88 15.478 2.759
3 7.44 30.882 8.366
4 22.32 16.26 38.096
5 29.76 20.196 0.909
6 22.32 35.593 32.023
7 14.88 39.678 16.521
8 14.88 16.249 38.638
9 37.2 30.203 30.629
10 14.88 8.207 13.318
11 29.76 5.898 13.084
12 7.44 0.998 31.094
13 29.76 36.838 20.816
14 14.88 27.667 38.347
15 22.32 22.406 30.691
16 37.2 32.334 3.958
17 22.32 36.916 12.219
18 22.32 23.067 23.343
19 14.88 24.328 26.819
20 29.76 31.426 7.64
21 14.88 15.025 24.86
22 29.76 22.57 10.99
23 22.32 22.295 23.211
24 22.32 17.04 26.922
25 7.44 14.645 38.023
26 37.2 8.572 15.897
27 7.44 26.356 36.601
28 22.32 11.64 12.566
29 22.32 2.719 28.174
30 22.32 16.395 26.174
31 14.88 14.268 31.507
32 14.88 20.94 22.478
33 14.88 0.907 11.477
34 22.32 32.556 20.123
35 7.44 23.08 32.857
36 22.32 13.411 34.855
37 22.32 15.04 2.56
38 7.44 34.935 24.464
39 7.44 26.48 25.471
40 7.44 9.449 18.155
41 7.44 10.027 12.413
42 29.76 36.041 6.976
43 37.2 35.685 31.263
44 37.2 23.865 25.403
45 37.2 26.022 12.729
46 29.76 11.989 9.597
47 7.44 9.089 2.057
48 7.44 11.81 28.135
49 14.88 9.683 24.698
50 37.2 36.253 1.109
51 7.44 20.568 22.324
52 7.44 22.562 38.258
53 14.88 3.97 25.928
54 7.44 27.648 22.722
55 14.88 24.779 35.248
56 14.88 8.462 16.487
57 22.32 14.932 3.811
58 7.44 37.058 31.456
59 14.88 12.644 18.264
60 29.76 39.477 2.54
61 29.76 39.341 25.602
62 7.44 3.593 11.472
63 22.32 9.483 24.305
64 22.32 5.119 6.21
65 7.44 16.775 15.114
66 14.88 28.792 36.314
67 37.2 14.07 11.862
68 14.88 23.94 5.067
69 14.88 3.967 27.216
70 22.32 31.429 0.641
71 22.32 14.812 34.695
72 29.76 24.788 22.946
73 37.2 16.127 6.924
74 7.44 29.052 15.265
75 29.76 6.649 3.276
76 7.44 8.547 39.36
77 14.88 32.574 32.446
78 14.88 4.975 11.625
79 37.2 30.703 12.271
80 14.88 26.005 24.194
81 7.44 23.595 14.571
82 37.2 12.774 36.605
83 22.32 35.774 18.831
84 14.88 31.845 32.789
85 29.76 20.324 9.925
86 22.32 6.998 5.722
87 14.88 22.822 23.001
88 22.32 9.477 0.86
89 29.76 31.258 20.518
90 7.44 31.488 18.948
91 29.76 21.963 7.005
92 22.32 36.763 8.19
93 14.88 28.776 7.815
94 37.2 34.383 16.432
95 14.88 6.495 19.872
96 22.32 35.943 34.228
97 7.44 34.378 10.477
98 7.44 12.144 32.093
99 29.76 13.049 21.713
100 37.2 27.54 22.098
101 7.44 14.33 9.484
102 29.76 14.426 24.861
103 29.76 24.84 20.824
104 14.88 20.304 0.397
105 14.88 9.637 20.919
106 14.88 6.845 8.278
107 29.76 14.236 29.293
108 14.88 29.915 4.203
109 14.88 37.797 16.145
110 7.44 13.647 5.481
111 22.32 36.083 9.567
112 29.76 25.488 8.604
113 29.76 38.877 12.961
114 37.2 25.1 15.239
115 37.2 23.769 0.481
116 22.32 38.629 22.637
117 29.76 25.017 28.544
118 22.32 21.045 33.472
119 22.32 28.86 29.285
120 22.32 6.522 22.014
121 14.88 24.422 25.425
122 7.44 30.739 0.57
123 37.2 34.671 32.03
124 22.32 7.416 3.676
125 37.2 21.39 20.85
126 37.2 15.045 34.284
127 29.76 31.039 2.65
128 22.32 30.439 20.014
129 37.2 25.154 10.237
130 37.2 3.76 21.198
131 14.88 29.92 38.562
132 29.76 39.565 23.394
133 22.32 13.744 11.388
134 37.2 16.405 36.94
135 14.88 16.715 4.969
136 29.76 36.782 11.025
137 22.32 10.46 18.529
138 37.2 29.559 26.618
