location capacity Xf Yf
1 7.928 0.0 0.0
2 2.643 0.0 0.0
3 7.928 0.0 0.0
4 7.928 0.0 0.0
5 2.643 0.0 0.0
6 2.643 0.0 0.0
7 7.928 0.0 0.0
8 5.285 0.0 0.0
9 5.285 0.0 0.0
10 2.643 0.0 0.0
11 2.643 0.0 0.0
12 5.285 0.0 0.0
13 2.643 0.0 0.0
14 5.285 0.0 0.0
15 5.285 0.0 0.0
16 7.928 0.0 0.0
17 2.643 0.0 0.0
18 5.285 0.0 0.0
19 2.643 0.0 0.0
20 7.928 0.0 0.0
21 2.643 0.0 0.0
22 7.928 0.0 0.0
23 5.285 0.0 0.0
24 7.928 0.0 0.0
25 2.643 0.0 0.0
26 5.285 0.0 0.0
27 5.285 0.0 0.0
28 5.285 0.0 0.0
29 5.285 0.0 0.0
30 5.285 0.0 0.0
31 7.928 0.0 0.0
32 7.928 0.0 0.0
33 5.285 0.0 0.0
34 7.928 0.0 0.0
35 7.928 0.0 0.0
36 5.285 0.0 0.0
37 5.285 0.0 0.0
38 2.643 0.0 0.0
39 2.643 0.0 0.0
40 2.643 0.0 0.0
41 2.643 0.0 0.0
42 2.643 0.0 0.0
43 7.928 0.0 0.0
44 2.643 0.0 0.0
45 5.285 0.0 0.0
46 5.285 0.0 0.0
47 5.285 0.0 0.0
48 2.643 0.0 0.0
49 5.285 0.0 0.0
50 2.643 0.0 0.0
51 7.928 0.0 0.0
52 2.643 0.0 0.0
53 5.285 0.0 0.0
54 5.285 0.0 0.0
55 2.643 0.0 0.0
56 5.285 0.0 0.0
57 7.928 0.0 0.0
58 7.928 0.0 0.0
59 2.643 0.0 0.0
60 5.285 0.0 0.0
61 5.285 0.0 0.0
62 5.285 0.0 0.0
63 2.643 0.0 0.0
64 7.928 0.0 0.0
65 7.928 0.0 0.0
66 5.285 0.0 0.0
67 2.643 0.0 0.0
68 7.928 0.0 0.0
69 2.643 0.0 0.0
70 5.285 0.0 0.0
71 5.285 0.0 0.0
72 5.285 0.0 0.0
73 2.643 0.0 0.0
74 2.643 0.0 0.0
75 5.285 0.0 0.0
76 2.643 0.0 0.0
77 5.285 0.0 0.0
78 7.928 0.0 0.0
79 7.928 0.0 0.0
80 5.285 0.0 0.0
81 7.928 0.0 0.0
82 7.928 0.0 0.0
83 7.928 0.0 0.0
84 2.643 0.0 0.0
85 5.285 0.0 0.0
86 5.285 0.0 0.0
87 5.285 0.0 0.0
88 5.285 0.0 0.0
89 5.285 0.0 0.0
90 7.928 0.0 0.0
91 7.928 0.0 0.0
92 5.285 0.0 0.0
93 7.928 0.0 0.0
94 7.928 0.0 0.0
95 2.643 0.0 0.0
96 7.928 0.0 0.0
97 7.928 0.0 0.0
98 5.285 0.0 0.0
99 2.643 0.0 0.0
100 2.643 0.0 0.0
101 2.643 0.0 0.0
102 2.643 0.0 0.0
103 7.928 0.0 0.0
104 2.643 0.0 0.0
105 2.643 0.0 0.0
106 5.285 0.0 0.0
107 5.285 0.0 0.0
108 7.928 0.0 0.0
109 7.928 0.0 0.0
110 7.928 0.0 0.0
111 5.285 0.0 0.0
112 2.643 0.0 0.0
113 2.643 0.0 0.0
114 5.285 0.0 0.0
115 5.285 0.0 0.0
116 2.643 0.0 0.0
117 2.643 0.0 0.0
118 2.643 0.0 0.0
119 2.643 0.0 0.0
120 5.285 0.0 0.0
121 5.285 0.0 0.0
122 7.928 0.0 0.0
123 2.643 0.0 0.0
124 2.643 0.0 0.0
125 5.285 0.0 0.0
126 5.285 0.0 0.0
127 2.643 0.0 0.0
128 7.928 0.0 0.0
