customer p1x p1y p2x p2y p3x p3y p4x p4y
1 0.0 24.0 1.0 24.0 0.0 23.0 1.0 23.0
2 1.0 24.0 2.0 24.0 1.0 23.0 2.0 23.0
3 2.0 24.0 3.0 24.0 2.0 23.0 3.0 23.0
4 3.0 24.0 4.0 24.0 3.0 23.0 4.0 23.0
5 4.0 24.0 5.0 24.0 4.0 23.0 5.0 23.0
6 5.0 24.0 6.0 24.0 5.0 23.0 6.0 23.0
7 6.0 24.0 7.0 24.0 6.0 23.0 7.0 23.0
8 7.0 24.0 8.0 24.0 7.0 23.0 8.0 23.0
9 8.0 24.0 9.0 24.0 8.0 23.0 9.0 23.0
10 9.0 24.0 10.0 24.0 9.0 23.0 10.0 23.0
11 10.0 24.0 11.0 24.0 10.0 23.0 11.0 23.0
12 11.0 24.0 12.0 24.0 11.0 23.0 12.0 23.0
13 12.0 24.0 13.0 24.0 12.0 23.0 13.0 23.0
14 13.0 24.0 14.0 24.0 13.0 23.0 14.0 23.0
15 14.0 24.0 15.0 24.0 14.0 23.0 15.0 23.0
16 15.0 24.0 16.0 24.0 15.0 23.0 16.0 23.0
17 16.0 24.0 17.0 24.0 16.0 23.0 17.0 23.0
18 17.0 24.0 18.0 24.0 17.0 23.0 18.0 23.0
19 18.0 24.0 19.0 24.0 18.0 23.0 19.0 23.0
20 19.0 24.0 20.0 24.0 19.0 23.0 20.0 23.0
21 20.0 24.0 21.0 24.0 20.0 23.0 21.0 23.0
22 21.0 24.0 22.0 24.0 21.0 23.0 22.0 23.0
23 22.0 24.0 23.0 24.0 22.0 23.0 23.0 23.0
24 23.0 24.0 24.0 24.0 23.0 23.0 24.0 23.0
25 0.0 23.0 1.0 23.0 0.0 22.0 1.0 22.0
26 1.0 23.0 2.0 23.0 1.0 22.0 2.0 22.0
27 2.0 23.0 3.0 23.0 2.0 22.0 3.0 22.0
28 3.0 23.0 4.0 23.0 3.0 22.0 4.0 22.0
29 4.0 23.0 5.0 23.0 4.0 22.0 5.0 22.0
30 5.0 23.0 6.0 23.0 5.0 22.0 6.0 22.0
31 6.0 23.0 7.0 23.0 6.0 22.0 7.0 22.0
32 7.0 23.0 8.0 23.0 7.0 22.0 8.0 22.0
33 8.0 23.0 9.0 23.0 8.0 22.0 9.0 22.0
34 9.0 23.0 10.0 23.0 9.0 22.0 10.0 22.0
35 10.0 23.0 11.0 23.0 10.0 22.0 11.0 22.0
36 11.0 23.0 12.0 23.0 11.0 22.0 12.0 22.0
37 12.0 23.0 13.0 23.0 12.0 22.0 13.0 22.0
38 13.0 23.0 14.0 23.0 13.0 22.0 14.0 22.0
39 14.0 23.0 15.0 23.0 14.0 22.0 15.0 22.0
40 15.0 23.0 16.0 23.0 15.0 22.0 16.0 22.0
41 16.0 23.0 17.0 23.0 16.0 22.0 17.0 22.0
42 17.0 23.0 18.0 23.0 17.0 22.0 18.0 22.0
43 18.0 23.0 19.0 23.0 18.0 22.0 19.0 22.0
44 19.0 23.0 20.0 23.0 19.0 22.0 20.0 22.0
45 20.0 23.0 21.0 23.0 20.0 22.0 21.0 22.0
46 21.0 23.0 22.0 23.0 21.0 22.0 22.0 22.0
47 22.0 23.0 23.0 23.0 22.0 22.0 23.0 22.0
48 23.0 23.0 24.0 23.0 23.0 22.0 24.0 22.0
49 0.0 22.0 1.0 22.0 0.0 21.0 1.0 21.0
50 1.0 22.0 2.0 22.0 1.0 21.0 2.0 21.0
51 2.0 22.0 3.0 22.0 2.0 21.0 3.0 21.0
52 3.0 22.0 4.0 22.0 3.0 21.0 4.0 21.0
53 4.0 22.0 5.0 22.0 4.0 21.0 5.0 21.0
54 5.0 22.0 6.0 22.0 5.0 21.0 6.0 21.0
55 6.0 22.0 7.0 22.0 6.0 21.0 7.0 21.0
56 7.0 22.0 8.0 22.0 7.0 21.0 8.0 21.0
57 8.0 22.0 9.0 22.0 8.0 21.0 9.0 21.0
58 9.0 22.0 10.0 22.0 9.0 21.0 10.0 21.0
59 10.0 22.0 11.0 22.0 10.0 21.0 11.0 21.0
60 11.0 22.0 12.0 22.0 11.0 21.0 12.0 21.0
