location capacity Xf Yf
1 454.45 2.86 5.82
2 227.22 12.58 20.24
3 454.45 22.11 14.58
4 568.06 5.05 6.24
5 113.61 15.85 12.39
6 113.61 6.84 18.5
7 454.45 8.81 5.2
8 340.84 16.9 13.88
9 340.84 3.51 5.82
10 113.61 18.68 2.38
11 113.61 1.32 20.63
12 340.84 0.82 3.48
13 113.61 19.55 17.82
14 340.84 13.95 2.49
15 227.22 9.68 20.57
16 568.06 13.91 16.77
17 227.22 18.28 14.23
18 227.22 5.37 17.85
19 113.61 16.72 3.14
20 568.06 22.4 11.62
21 113.61 21.39 0.74
22 568.06 10.38 12.57
23 340.84 9.41 13.89
24 568.06 13.71 5.82
25 113.61 5.81 8.09
26 340.84 4.24 22.93
27 340.84 15.07 14.85
28 340.84 9.37 2.36
29 340.84 0.56 22.8
30 340.84 23.69 0.64
31 568.06 10.49 3.26
32 454.45 21.44 7.66
33 227.22 7.59 17.93
34 454.45 3.1 12.33
35 454.45 7.19 2.94
36 340.84 2.46 0.8
37 340.84 19.77 6.09
38 227.22 17.37 18.12
39 227.22 9.39 19.25
40 113.61 20.03 11.02
41 113.61 4.75 2.93
42 227.22 22.55 20.61
43 568.06 1.11 11.86
44 113.61 9.12 21.21
45 340.84 5.16 5.93
46 340.84 15.94 17.61
47 340.84 17.95 19.18
48 113.61 4.59 7.09
49 340.84 0.88 19.11
50 113.61 4.12 23.74
51 454.45 7.45 1.85
52 227.22 5.38 22.81
53 227.22 21.77 11.97
54 340.84 17.01 13.27
55 113.61 12.03 22.33
56 227.22 3.99 18.0
57 568.06 21.56 22.66
58 454.45 11.05 12.41
59 113.61 5.22 23.31
60 340.84 8.83 19.13
61 227.22 23.41 8.61
62 340.84 23.18 22.86
63 227.22 9.94 2.0
64 568.06 12.45 12.59
65 568.06 22.3 16.11
66 340.84 7.56 6.11
67 113.61 21.3 0.5
68 454.45 18.33 4.84
69 113.61 10.76 3.33
70 227.22 20.82 2.89
71 340.84 18.19 16.62
72 227.22 17.14 4.14
73 113.61 13.93 10.53
74 227.22 2.28 1.78
75 340.84 4.03 20.24
76 113.61 21.88 3.45
77 454.45 21.76 2.48
78 454.45 2.68 9.45
79 454.45 23.79 9.08
80 340.84 15.74 16.66
81 454.45 19.95 14.89
82 454.45 15.69 9.87
83 568.06 16.75 4.63
84 113.61 4.16 7.2
85 340.84 17.4 16.72
86 340.84 21.36 16.37
87 340.84 15.3 20.52
88 340.84 5.72 8.49
89 454.45 19.79 19.18
90 568.06 1.61 22.74
91 454.45 15.01 15.91
92 454.45 0.35 15.76
93 568.06 11.61 12.0
94 568.06 23.1 11.11
95 113.61 13.12 7.44
96 454.45 18.74 8.51
97 454.45 4.11 16.7
98 340.84 3.57 18.26
99 227.22 1.19 18.29
100 113.61 10.97 10.05
101 227.22 14.34 2.53
102 227.22 17.75 14.98
103 568.06 21.94 11.17
104 113.61 17.59 14.32
105 113.61 7.55 0.39
106 340.84 3.39 18.42
107 454.45 13.79 17.38
108 568.06 13.45 6.92
109 454.45 1.2 0.47
110 568.06 22.16 9.9
111 227.22 1.01 19.13
112 227.22 22.97 21.46
113 113.61 7.17 8.6
114 454.45 2.55 4.2
115 340.84 14.11 3.88
116 113.61 0.98 20.31
117 113.61 8.2 8.56
118 113.61 1.5 22.76
119 227.22 1.72 22.2
120 340.84 2.85 21.16
121 340.84 23.56 3.47
122 568.06 18.62 17.59
123 227.22 7.93 0.29
124 227.22 20.68 19.74
125 340.84 2.79 18.29
126 340.84 18.49 15.77
127 227.22 3.54 18.65
128 454.45 20.11 23.75
129 568.06 11.21 12.93
130 454.45 20.34 8.75
131 454.45 3.06 5.6
132 454.45 21.58 23.56
133 113.61 4.25 13.88
134 113.61 15.8 12.69
135 227.22 22.94 1.76
136 227.22 21.7 14.75
137 340.84 20.16 5.91
138 454.45 1.62 18.86
139 227.22 17.9 9.59
140 568.06 20.28 3.48
141 340.84 3.95 13.89
142 568.06 23.58 5.24
143 454.45 19.59 19.6
144 340.84 13.07 1.64
145 227.22 16.57 4.83
146 113.61 12.87 22.11
147 113.61 0.64 10.94
148 568.06 10.78 9.08
149 227.22 2.79 0.38
150 113.61 17.9 4.3
151 113.61 4.98 4.29
152 113.61 8.69 5.78
153 340.84 0.73 9.85
154 113.61 7.95 22.89
155 340.84 19.35 21.5
156 568.06 0.67 2.89
157 227.22 9.18 6.61
158 454.45 16.42 3.34
159 227.22 14.14 12.49
160 340.84 15.05 1.73
161 454.45 16.19 21.83
162 227.22 22.48 20.85
163 113.61 14.63 4.25
164 113.61 12.77 23.55
165 340.84 15.12 9.46
166 568.06 2.6 13.0
167 454.45 20.83 21.05
168 340.84 13.02 11.58
169 113.61 10.44 11.91
170 113.61 12.9 13.45
171 113.61 22.55 14.84
172 454.45 6.33 14.25
173 340.84 20.63 11.49
174 340.84 14.08 0.23
175 227.22 11.4 11.95
176 113.61 0.49 15.32
177 340.84 7.03 0.67
178 113.61 10.61 10.47
179 454.45 4.89 5.19
180 568.06 9.85 22.38
181 113.61 10.25 1.84
182 227.22 17.4 9.03
183 568.06 19.37 8.2
184 227.22 0.44 18.96
185 454.45 21.0 22.51
186 340.84 2.39 5.23
187 340.84 2.86 8.89
188 340.84 22.17 9.72
189 227.22 14.85 7.91
190 568.06 16.59 18.14
191 340.84 13.12 15.08
192 454.45 22.98 0.25
193 454.45 3.19 11.45
194 454.45 10.8 7.15
195 227.22 23.08 19.33
196 227.22 10.31 17.74
197 568.06 10.44 6.51
198 340.84 22.9 6.45
199 454.45 6.92 1.33
200 568.06 18.3 1.23
201 568.06 13.88 14.46
202 227.22 11.67 19.74
203 227.22 7.47 0.42
204 227.22 0.56 5.46
205 340.84 10.89 22.88
206 227.22 14.21 12.12
207 340.84 5.05 18.26
208 227.22 4.07 3.39
209 568.06 23.74 18.24
210 340.84 7.9 16.53
211 340.84 20.55 3.68
212 454.45 7.92 7.53
213 227.22 21.16 8.68
214 568.06 3.54 10.3
215 113.61 9.9 4.88
216 227.22 14.29 18.55
217 113.61 17.53 12.29
218 568.06 11.32 7.34
219 227.22 7.74 9.52
220 454.45 14.74 9.77
221 454.45 3.43 0.42
222 113.61 13.31 6.4
223 568.06 20.33 16.55
224 340.84 20.14 8.03
225 227.22 7.81 7.46
226 113.61 2.95 11.93
227 340.84 14.47 3.39
228 568.06 11.05 14.85
229 340.84 16.56 1.51
230 568.06 1.99 9.05
231 227.22 23.48 10.81
232 340.84 8.46 19.9
233 454.45 7.28 5.93
234 568.06 1.29 12.7
235 454.45 21.93 5.29
236 568.06 23.18 2.8
237 454.45 18.49 10.44
238 227.22 2.55 22.76
239 113.61 17.0 7.16
240 568.06 11.04 9.09
241 568.06 10.43 18.93
242 227.22 0.22 4.74
243 113.61 21.95 19.33
244 568.06 23.69 7.26
245 227.22 8.11 6.34
246 568.06 0.27 12.98
247 454.45 0.46 13.0
248 340.84 10.37 19.57
249 227.22 2.26 7.1
250 227.22 10.98 10.75
251 340.84 8.54 4.84
252 454.45 6.35 23.31
253 568.06 22.2 15.21
254 113.61 10.88 7.65
255 113.61 15.76 10.89
256 340.84 14.17 5.98
257 568.06 17.25 13.28
258 454.45 1.29 1.48
259 113.61 16.4 21.83
260 227.22 19.92 14.55
261 454.45 15.25 15.7
262 227.22 20.45 20.81
263 568.06 23.45 3.47
264 113.61 10.22 21.2
265 568.06 19.4 18.31
266 340.84 20.16 13.27
267 454.45 16.85 3.21
268 227.22 11.79 19.32
269 340.84 0.52 10.26
270 340.84 11.33 13.15
271 454.45 4.37 8.8
272 568.06 22.98 8.39
273 340.84 9.06 22.11
274 227.22 7.07 2.74
275 340.84 23.61 19.22
276 340.84 8.06 5.3
