location capacity Xf Yf
1 95.13 3.246 1.965
2 47.57 8.371 17.659
3 95.13 9.052 14.887
4 118.92 1.388 22.988
5 23.78 23.24 17.56
6 23.78 12.727 3.597
7 95.13 7.286 14.252
8 71.35 11.384 11.081
9 71.35 12.636 16.629
10 23.78 15.483 23.095
11 23.78 4.741 5.519
12 71.35 12.19 1.143
13 23.78 9.825 6.182
14 71.35 7.062 15.747
15 47.57 13.668 5.622
16 118.92 3.529 21.993
17 47.57 16.334 0.677
18 47.57 17.377 11.016
19 23.78 5.143 12.867
20 118.92 4.543 1.197
21 23.78 16.404 18.446
22 118.92 20.801 11.423
23 71.35 20.389 20.862
24 118.92 0.614 1.764
25 23.78 21.363 22.793
26 71.35 2.754 2.979
27 71.35 13.984 17.71
28 71.35 23.764 13.133
29 71.35 21.722 8.897
30 71.35 3.932 13.586
31 118.92 23.196 3.071
32 95.13 2.008 1.442
33 47.57 6.458 6.235
34 95.13 20.998 21.831
35 95.13 17.013 5.54
36 71.35 4.473 0.654
37 71.35 10.229 6.046
38 47.57 15.859 6.672
39 47.57 5.795 15.444
40 23.78 21.165 2.938
41 23.78 3.245 20.788
42 47.57 21.503 13.106
43 118.92 3.583 11.68
44 23.78 17.09 14.967
45 71.35 12.37 17.126
46 71.35 11.864 12.076
47 71.35 10.26 5.979
48 23.78 1.003 7.289
49 71.35 10.18 20.079
50 23.78 0.767 4.07
51 95.13 9.366 19.637
52 47.57 14.387 16.233
53 47.57 9.718 6.115
54 71.35 23.48 12.597
55 23.78 13.239 3.26
56 47.57 7.481 0.599
57 118.92 8.583 23.508
58 95.13 2.382 15.123
59 23.78 4.051 2.563
60 71.35 7.259 16.416
61 47.57 2.747 15.615
62 71.35 11.241 16.798
63 47.57 4.696 1.037
64 118.92 10.89 11.434
65 118.92 14.479 3.711
66 71.35 23.578 13.511
67 23.78 17.985 9.081
68 95.13 19.459 8.671
69 23.78 6.068 14.779
70 47.57 16.088 10.415
71 71.35 9.864 11.263
72 47.57 16.667 23.576
73 23.78 23.475 22.607
74 47.57 23.629 21.659
75 71.35 22.119 22.808
76 23.78 17.271 9.625
77 95.13 12.779 1.258
78 95.13 2.309 2.718
79 95.13 16.132 21.109
80 71.35 14.358 1.178
81 95.13 8.754 20.686
82 95.13 21.678 6.023
83 118.92 16.9 13.86
84 23.78 6.813 14.108
85 71.35 5.445 20.864
86 71.35 6.073 2.76
87 71.35 4.094 10.429
88 71.35 11.67 6.606
89 95.13 4.969 22.055
90 118.92 23.55 8.088
91 95.13 0.963 19.895
92 95.13 7.5 6.585
93 118.92 15.558 1.355
94 118.92 19.694 9.712
95 23.78 20.739 12.462
96 95.13 22.115 10.816
97 95.13 15.549 20.679
98 71.35 3.919 22.581
99 47.57 3.113 13.579
100 23.78 10.924 16.895
101 47.57 7.112 17.364
102 47.57 6.502 12.152
103 118.92 7.848 11.75
104 23.78 8.488 14.172
105 23.78 16.224 15.446
106 71.35 21.486 21.812
107 95.13 6.577 5.245
108 118.92 21.929 18.073
109 95.13 20.491 9.306
110 118.92 19.979 3.086
111 47.57 15.543 5.605
112 47.57 2.975 0.424
113 23.78 6.377 4.915
114 95.13 16.832 3.245
115 71.35 3.011 18.157
116 23.78 17.137 1.743
117 23.78 17.035 13.239
118 23.78 20.151 9.942
119 47.57 22.164 5.044
120 71.35 15.585 11.576
121 71.35 17.345 3.483
122 118.92 2.972 21.871
123 47.57 10.983 8.288
124 47.57 0.716 18.469
125 71.35 13.078 0.968
126 71.35 5.984 1.288
127 47.57 22.987 21.318
128 95.13 11.326 18.083
129 118.92 13.225 6.206
130 95.13 14.077 11.046
131 95.13 0.232 13.89
132 95.13 19.025 18.463
133 23.78 10.468 17.758
134 23.78 1.841 15.835
135 47.57 8.784 7.251
136 47.57 17.825 18.892
137 71.35 8.825 22.894
138 95.13 9.865 22.955
139 47.57 1.903 8.3
140 118.92 6.306 17.022
141 71.35 8.462 11.893
142 118.92 0.221 21.837
143 95.13 21.483 5.276
144 71.35 17.455 1.46
145 47.57 6.808 12.836
146 23.78 8.963 18.805
147 23.78 8.08 17.607
148 118.92 18.629 12.162
149 47.57 6.411 1.729
150 23.78 2.7 23.567
151 23.78 1.605 19.347
152 23.78 2.6 5.862
153 71.35 21.625 0.337
154 23.78 12.647 7.707
155 71.35 23.729 10.813
156 118.92 1.027 8.086
157 47.57 12.704 23.249
158 95.13 10.948 5.67
159 47.57 9.857 0.326
160 71.35 13.607 7.751
161 95.13 22.841 18.694
162 47.57 20.318 15.963
163 23.78 9.191 17.929
164 23.78 16.964 3.058
165 71.35 10.6 11.085
166 118.92 13.396 10.852
167 95.13 4.56 21.292
168 71.35 19.402 7.563
169 23.78 7.007 10.283
170 23.78 18.722 10.467
171 23.78 15.897 6.973
172 95.13 23.006 9.653
173 71.35 2.908 17.494
174 71.35 13.294 21.807
175 47.57 17.178 2.209
176 23.78 13.418 19.156
177 71.35 18.787 12.383
178 23.78 10.727 4.864
179 95.13 15.781 20.815
180 118.92 17.345 8.549
181 23.78 9.323 15.403
182 47.57 8.878 21.265
183 118.92 23.532 12.886
184 47.57 4.714 17.181
185 95.13 10.155 17.44
186 71.35 2.601 12.29
187 71.35 22.712 8.828
188 71.35 14.561 13.115
189 47.57 11.182 1.651
190 118.92 11.31 0.714
191 71.35 8.03 13.667
192 95.13 17.539 15.944
193 95.13 1.487 10.993
194 95.13 0.501 8.273
195 47.57 19.913 20.412
196 47.57 1.301 12.874
197 118.92 19.549 12.107
198 71.35 14.979 2.902
199 95.13 15.682 17.453
200 118.92 15.842 22.972
201 118.92 15.457 19.651
202 47.57 16.746 17.952
203 47.57 4.437 9.565
204 47.57 4.974 18.07
205 71.35 22.234 2.963
206 47.57 20.72 21.969
207 71.35 23.189 3.23
208 47.57 10.965 13.78
209 118.92 7.196 13.354
210 71.35 16.23 8.37
211 71.35 19.627 18.921
212 95.13 13.816 14.416
213 47.57 19.429 21.582
214 118.92 14.228 1.448
215 23.78 10.679 6.983
216 47.57 21.507 23.558
217 23.78 10.888 18.155
218 118.92 11.431 21.243
219 47.57 14.837 8.487
220 95.13 22.716 21.634
221 95.13 17.916 17.828
222 23.78 15.754 17.941
223 118.92 13.599 17.645
224 71.35 10.143 2.782
225 47.57 1.551 21.1
226 23.78 16.003 11.344
227 71.35 17.19 6.242
228 118.92 2.35 12.305
229 71.35 3.582 3.43
230 118.92 12.664 9.641
231 47.57 13.021 3.664
232 71.35 0.561 21.189
233 95.13 2.289 2.892
234 118.92 8.201 6.417
235 95.13 18.093 12.803
236 118.92 19.878 7.951
237 95.13 7.564 12.34
238 47.57 13.438 20.331
239 23.78 21.13 7.647
240 118.92 7.529 5.495
241 118.92 21.17 9.384
242 47.57 21.823 20.633
243 23.78 23.734 15.637
244 118.92 4.692 22.257
245 47.57 22.818 5.173
246 118.92 9.857 18.938
247 95.13 17.218 6.092
248 71.35 15.196 9.826
249 47.57 16.452 1.221
250 47.57 3.639 9.36
251 71.35 19.322 13.537
252 95.13 7.062 9.849
253 118.92 21.354 0.331
254 23.78 14.703 12.059
255 23.78 3.511 1.154
256 71.35 0.36 21.653
257 118.92 19.447 4.18
258 95.13 3.516 19.358
259 23.78 5.76 6.733
260 47.57 16.668 3.876
261 95.13 8.708 18.75
262 47.57 4.422 14.39
263 118.92 22.947 2.647
264 23.78 4.896 0.537
265 118.92 6.549 6.226
266 71.35 17.275 19.24
267 95.13 22.28 6.533
268 47.57 13.893 16.608
269 71.35 20.92 15.223
270 71.35 6.829 13.26
271 95.13 22.618 15.979
272 118.92 19.247 6.993
273 71.35 7.648 13.589
274 47.57 5.129 6.098
275 71.35 11.648 16.461
276 71.35 12.834 1.975
277 71.35 10.844 22.976
278 23.78 22.866 0.954
279 95.13 5.052 16.291
280 71.35 11.539 21.397
281 23.78 4.088 7.294
282 118.92 0.897 3.043
283 47.57 17.189 11.966
284 95.13 15.747 9.78
285 71.35 13.136 21.009
286 118.92 21.738 2.852
287 71.35 23.163 5.447
288 23.78 12.438 10.869
289 95.13 1.0 19.435
290 47.57 4.198 11.643
291 23.78 15.075 0.38
292 71.35 13.32 8.747
293 118.92 3.64 13.842
294 71.35 8.901 22.028
295 95.13 20.77 0.395
296 71.35 2.489 0.876
297 118.92 5.023 3.877
298 47.57 5.305 12.812
299 118.92 0.247 6.47
300 23.78 15.254 16.773
301 71.35 11.349 9.009
302 47.57 17.362 8.131
303 47.57 20.442 15.889
304 23.78 15.189 10.859
305 118.92 19.252 16.151
306 47.57 6.987 4.767
307 47.57 10.669 18.291
308 118.92 16.879 1.397
309 118.92 5.809 2.03
310 47.57 12.72 10.137
311 95.13 6.373 1.474
312 47.57 11.827 14.604
313 118.92 17.842 7.557
314 95.13 5.351 10.214
315 71.35 20.504 22.844
316 95.13 5.644 6.719
317 23.78 11.267 12.524
318 118.92 11.446 12.869
319 23.78 10.168 19.288
320 47.57 4.676 2.03
321 71.35 6.679 13.903
322 47.57 15.615 22.879
323 47.57 22.287 20.594
324 95.13 22.425 10.94
325 23.78 11.401 1.426
326 23.78 23.208 4.709
327 95.13 4.538 19.71
328 47.57 13.025 19.629
329 95.13 2.816 21.077
330 23.78 14.816 23.196
331 47.57 0.332 9.797
332 71.35 7.221 16.859
333 118.92 17.389 17.874
334 47.57 19.958 7.845
335 118.92 5.407 8.829
336 23.78 11.595 17.943
337 47.57 19.431 6.826
338 71.35 1.098 23.335
339 95.13 3.446 8.821
340 23.78 2.352 10.38
341 23.78 20.723 5.053
342 71.35 3.577 3.099
343 95.13 19.192 12.69
344 23.78 4.305 0.831
345 118.92 8.145 1.521
346 118.92 6.76 9.092
347 95.13 10.381 5.351
348 95.13 21.175 16.695
349 23.78 18.337 14.584
350 47.57 23.183 6.514
351 47.57 4.27 11.327
352 118.92 17.346 18.431
353 23.78 5.09 1.526
354 118.92 18.035 14.123
355 118.92 21.821 15.063
356 47.57 0.228 2.014
357 23.78 8.197 15.942
358 71.35 11.503 19.095
359 71.35 9.232 2.834
360 95.13 8.973 10.516
361 23.78 13.931 4.759
362 118.92 0.945 7.371
363 118.92 14.325 0.452
364 118.92 7.906 0.229
365 118.92 14.546 0.991
366 71.35 20.676 4.714
367 71.35 17.287 10.201
368 95.13 4.024 20.007
369 118.92 12.365 17.351
370 23.78 5.045 17.975
371 23.78 11.99 15.604
372 118.92 11.069 2.356
373 71.35 16.83 9.882
374 71.35 2.03 2.014
375 95.13 8.744 11.124
376 118.92 11.908 3.867
377 71.35 7.264 18.172
378 71.35 17.502 1.592
379 118.92 7.388 5.737
380 95.13 14.812 11.195
381 23.78 21.34 22.219
382 95.13 5.694 19.919
383 71.35 20.848 22.601
384 71.35 5.232 23.433
385 23.78 13.606 17.786
386 23.78 2.144 0.352
387 71.35 11.074 4.49
388 23.78 3.08 7.073
389 95.13 5.979 0.254
390 71.35 14.413 15.163
391 23.78 0.952 15.752
392 47.57 23.755 16.126
393 71.35 11.568 15.006
394 47.57 14.782 15.643
395 71.35 19.326 22.998
396 23.78 8.568 19.792
397 23.78 22.744 3.578
398 95.13 12.689 11.432
399 23.78 18.632 9.767
400 47.57 2.995 14.191
