location capacity Xf Yf
1 8.954 3.246 1.965
2 12.437 8.371 17.659
3 11.369 9.052 14.887
4 4.3 1.388 22.988
5 6.289 23.24 17.56
6 12.047 12.727 3.597
7 12.667 7.286 14.252
8 7.811 11.384 11.081
9 7.632 12.636 16.629
10 5.031 15.483 23.095
11 9.647 4.741 5.519
12 12.614 12.19 1.143
13 9.305 9.825 6.182
14 5.04 7.062 15.747
15 11.703 13.668 5.622
16 6.175 3.529 21.993
17 12.333 16.334 0.677
18 3.878 17.377 11.016
19 4.93 5.143 12.867
20 7.594 4.543 1.197
21 12.93 16.404 18.446
22 10.63 20.801 11.423
23 6.088 20.389 20.862
24 5.65 0.614 1.764
25 7.918 21.363 22.793
26 6.202 2.754 2.979
27 3.524 13.984 17.71
28 6.884 23.764 13.133
29 8.407 21.722 8.897
30 4.812 3.932 13.586
31 3.807 23.196 3.071
32 6.047 2.008 1.442
33 7.084 6.458 6.235
34 10.706 20.998 21.831
35 2.649 17.013 5.54
36 7.696 4.473 0.654
37 12.305 10.229 6.046
38 2.984 15.859 6.672
39 7.408 5.795 15.444
40 11.5 21.165 2.938
41 7.684 3.245 20.788
42 10.264 21.503 13.106
43 8.586 3.583 11.68
44 5.388 17.09 14.967
45 10.758 12.37 17.126
46 4.792 11.864 12.076
47 6.879 10.26 5.979
48 11.398 1.003 7.289
49 4.813 10.18 20.079
50 9.345 0.767 4.07
51 12.857 9.366 19.637
52 11.518 14.387 16.233
53 12.953 9.718 6.115
54 11.609 23.48 12.597
55 13.153 13.239 3.26
56 12.273 7.481 0.599
57 5.563 8.583 23.508
58 7.737 2.382 15.123
59 12.95 4.051 2.563
60 4.951 7.259 16.416
61 9.452 2.747 15.615
62 3.132 11.241 16.798
63 7.381 4.696 1.037
64 6.801 10.89 11.434
65 9.013 14.479 3.711
66 10.041 23.578 13.511
67 12.438 17.985 9.081
68 7.264 19.459 8.671
69 4.889 6.068 14.779
70 10.044 16.088 10.415
71 3.767 9.864 11.263
72 4.796 16.667 23.576
73 11.509 23.475 22.607
74 3.958 23.629 21.659
75 8.318 22.119 22.808
76 11.36 17.271 9.625
77 9.434 12.779 1.258
78 10.803 2.309 2.718
79 2.969 16.132 21.109
80 11.95 14.358 1.178
81 3.099 8.754 20.686
82 5.303 21.678 6.023
83 12.693 16.9 13.86
84 4.359 6.813 14.108
85 4.343 5.445 20.864
86 8.276 6.073 2.76
87 6.592 4.094 10.429
88 12.877 11.67 6.606
89 12.941 4.969 22.055
90 10.87 23.55 8.088
91 5.661 0.963 19.895
92 6.894 7.5 6.585
93 6.865 15.558 1.355
94 12.072 19.694 9.712
95 11.987 20.739 12.462
96 7.599 22.115 10.816
97 6.953 15.549 20.679
98 11.638 3.919 22.581
99 6.197 3.113 13.579
100 10.86 10.924 16.895
101 3.062 7.112 17.364
102 6.906 6.502 12.152
103 7.13 7.848 11.75
104 3.264 8.488 14.172
105 9.758 16.224 15.446
106 10.352 21.486 21.812
107 7.691 6.577 5.245
108 9.766 21.929 18.073
109 10.706 20.491 9.306
110 6.614 19.979 3.086
111 5.069 15.543 5.605
112 10.609 2.975 0.424
113 7.447 6.377 4.915
114 8.832 16.832 3.245
115 3.069 3.011 18.157
116 11.879 17.137 1.743
117 3.459 17.035 13.239
118 3.711 20.151 9.942
119 2.942 22.164 5.044
120 8.019 15.585 11.576
121 9.475 17.345 3.483
122 4.27 2.972 21.871
123 12.978 10.983 8.288
124 5.404 0.716 18.469
125 10.621 13.078 0.968
126 9.983 5.984 1.288
127 6.697 22.987 21.318
128 3.798 11.326 18.083
129 11.361 13.225 6.206
130 3.882 14.077 11.046
131 11.712 0.232 13.89
132 13.185 19.025 18.463
133 3.281 10.468 17.758
134 3.902 1.841 15.835
135 10.875 8.784 7.251
136 9.173 17.825 18.892
137 6.02 8.825 22.894
138 6.671 9.865 22.955
139 12.782 1.903 8.3
140 12.262 6.306 17.022
141 8.414 8.462 11.893
142 3.881 0.221 21.837
143 4.795 21.483 5.276
144 4.04 17.455 1.46
145 3.629 6.808 12.836
146 9.334 8.963 18.805
147 6.333 8.08 17.607
148 4.191 18.629 12.162
149 10.921 6.411 1.729
150 5.601 2.7 23.567
151 3.426 1.605 19.347
152 10.254 2.6 5.862
153 6.545 21.625 0.337
154 11.121 12.647 7.707
155 10.677 23.729 10.813
156 2.897 1.027 8.086
157 6.867 12.704 23.249
158 12.592 10.948 5.67
159 6.299 9.857 0.326
160 6.499 13.607 7.751
161 2.769 22.841 18.694
162 3.31 20.318 15.963
163 2.753 9.191 17.929
164 10.245 16.964 3.058
165 11.433 10.6 11.085
166 9.117 13.396 10.852
167 10.259 4.56 21.292
168 7.263 19.402 7.563
169 3.731 7.007 10.283
170 3.317 18.722 10.467
171 7.285 15.897 6.973
172 3.838 23.006 9.653
173 10.532 2.908 17.494
174 12.715 13.294 21.807
175 11.173 17.178 2.209
176 11.266 13.418 19.156
177 12.353 18.787 12.383
178 3.686 10.727 4.864
179 2.841 15.781 20.815
180 9.114 17.345 8.549
181 8.048 9.323 15.403
182 3.472 8.878 21.265
183 12.438 23.532 12.886
184 12.874 4.714 17.181
185 5.234 10.155 17.44
186 2.965 2.601 12.29
187 3.989 22.712 8.828
188 7.608 14.561 13.115
189 3.02 11.182 1.651
190 5.518 11.31 0.714
191 8.473 8.03 13.667
192 4.085 17.539 15.944
193 6.147 1.487 10.993
194 9.504 0.501 8.273
195 11.19 19.913 20.412
196 2.974 1.301 12.874
197 3.779 19.549 12.107
198 3.558 14.979 2.902
199 3.578 15.682 17.453
200 12.469 15.842 22.972
201 7.093 15.457 19.651
202 3.401 16.746 17.952
203 6.887 4.437 9.565
204 11.386 4.974 18.07
205 8.534 22.234 2.963
206 4.508 20.72 21.969
207 4.039 23.189 3.23
208 12.609 10.965 13.78
209 11.092 7.196 13.354
210 5.375 16.23 8.37
211 6.631 19.627 18.921
212 3.931 13.816 14.416
213 7.866 19.429 21.582
214 8.599 14.228 1.448
215 7.515 10.679 6.983
216 4.915 21.507 23.558
217 10.255 10.888 18.155
218 5.001 11.431 21.243
219 7.682 14.837 8.487
220 12.36 22.716 21.634
221 7.355 17.916 17.828
222 13.151 15.754 17.941
223 3.895 13.599 17.645
224 10.305 10.143 2.782
225 12.344 1.551 21.1
226 4.737 16.003 11.344
227 9.443 17.19 6.242
228 4.357 2.35 12.305
229 11.934 3.582 3.43
230 8.033 12.664 9.641
231 10.423 13.021 3.664
232 4.307 0.561 21.189
233 11.626 2.289 2.892
234 10.035 8.201 6.417
235 12.547 18.093 12.803
236 12.044 19.878 7.951
237 11.191 7.564 12.34
238 11.666 13.438 20.331
239 5.674 21.13 7.647
240 12.7 7.529 5.495
241 2.646 21.17 9.384
242 8.003 21.823 20.633
243 7.26 23.734 15.637
244 5.884 4.692 22.257
245 9.57 22.818 5.173
246 7.304 9.857 18.938
247 9.255 17.218 6.092
248 5.162 15.196 9.826
249 9.89 16.452 1.221
250 2.663 3.639 9.36
251 12.486 19.322 13.537
252 6.267 7.062 9.849
253 10.617 21.354 0.331
254 3.681 14.703 12.059
255 10.46 3.511 1.154
256 11.654 0.36 21.653
257 4.074 19.447 4.18
258 4.63 3.516 19.358
259 9.177 5.76 6.733
260 10.338 16.668 3.876
261 12.571 8.708 18.75
262 10.658 4.422 14.39
263 2.648 22.947 2.647
264 8.5 4.896 0.537
265 10.501 6.549 6.226
266 12.814 17.275 19.24
267 10.601 22.28 6.533
268 5.578 13.893 16.608
269 10.884 20.92 15.223
270 4.769 6.829 13.26
271 12.399 22.618 15.979
272 7.043 19.247 6.993
273 3.549 7.648 13.589
274 10.792 5.129 6.098
275 12.194 11.648 16.461
276 10.091 12.834 1.975
277 5.927 10.844 22.976
278 11.992 22.866 0.954
279 6.372 5.052 16.291
280 6.595 11.539 21.397
281 10.367 4.088 7.294
282 8.074 0.897 3.043
283 3.255 17.189 11.966
284 12.619 15.747 9.78
285 3.464 13.136 21.009
286 8.384 21.738 2.852
287 5.847 23.163 5.447
288 5.089 12.438 10.869
289 12.999 1.0 19.435
290 12.479 4.198 11.643
291 6.831 15.075 0.38
292 12.403 13.32 8.747
293 9.777 3.64 13.842
294 8.58 8.901 22.028
295 4.446 20.77 0.395
296 11.559 2.489 0.876
297 8.869 5.023 3.877
298 8.493 5.305 12.812
299 6.906 0.247 6.47
300 10.917 15.254 16.773
301 8.806 11.349 9.009
302 4.644 17.362 8.131
303 5.629 20.442 15.889
304 11.457 15.189 10.859
305 3.945 19.252 16.151
306 11.535 6.987 4.767
307 4.427 10.669 18.291
308 11.34 16.879 1.397
309 6.081 5.809 2.03
310 7.206 12.72 10.137
311 10.817 6.373 1.474
312 12.712 11.827 14.604
313 4.989 17.842 7.557
314 11.79 5.351 10.214
315 11.51 20.504 22.844
316 3.094 5.644 6.719
317 7.755 11.267 12.524
318 10.798 11.446 12.869
319 10.166 10.168 19.288
320 8.873 4.676 2.03
321 2.664 6.679 13.903
322 7.757 15.615 22.879
323 6.849 22.287 20.594
324 10.666 22.425 10.94
325 8.526 11.401 1.426
326 5.174 23.208 4.709
327 4.19 4.538 19.71
328 10.006 13.025 19.629
329 7.88 2.816 21.077
330 13.204 14.816 23.196
331 3.481 0.332 9.797
332 10.105 7.221 16.859
333 12.558 17.389 17.874
334 10.491 19.958 7.845
335 9.586 5.407 8.829
336 7.516 11.595 17.943
337 11.164 19.431 6.826
338 12.612 1.098 23.335
339 8.292 3.446 8.821
340 12.611 2.352 10.38
341 5.938 20.723 5.053
342 10.767 3.577 3.099
343 6.118 19.192 12.69
344 12.822 4.305 0.831
345 6.359 8.145 1.521
346 8.179 6.76 9.092
347 4.969 10.381 5.351
348 9.227 21.175 16.695
349 9.939 18.337 14.584
350 3.902 23.183 6.514
351 5.95 4.27 11.327
352 9.515 17.346 18.431
353 12.85 5.09 1.526
354 3.971 18.035 14.123
355 5.962 21.821 15.063
356 7.661 0.228 2.014
357 7.06 8.197 15.942
358 11.582 11.503 19.095
359 5.973 9.232 2.834
360 5.555 8.973 10.516
361 10.594 13.931 4.759
362 4.543 0.945 7.371
363 5.281 14.325 0.452
364 12.842 7.906 0.229
365 9.332 14.546 0.991
366 13.047 20.676 4.714
367 8.887 17.287 10.201
368 12.771 4.024 20.007
369 8.115 12.365 17.351
370 8.105 5.045 17.975
371 11.542 11.99 15.604
372 4.774 11.069 2.356
373 8.681 16.83 9.882
374 3.653 2.03 2.014
375 7.549 8.744 11.124
376 9.611 11.908 3.867
377 8.729 7.264 18.172
378 7.551 17.502 1.592
379 3.914 7.388 5.737
380 13.042 14.812 11.195
381 12.059 21.34 22.219
382 4.371 5.694 19.919
383 4.392 20.848 22.601
384 6.89 5.232 23.433
385 11.163 13.606 17.786
386 8.575 2.144 0.352
387 8.901 11.074 4.49
388 2.969 3.08 7.073
389 10.903 5.979 0.254
390 10.418 14.413 15.163
391 9.654 0.952 15.752
392 12.017 23.755 16.126
393 5.639 11.568 15.006
394 5.325 14.782 15.643
395 11.428 19.326 22.998
396 7.617 8.568 19.792
397 9.064 22.744 3.578
398 8.106 12.689 11.432
399 6.87 18.632 9.767
400 6.543 2.995 14.191
401 7.193 12.025 15.53
402 4.305 7.967 15.167
403 7.671 6.695 1.109
404 4.887 4.251 13.663
405 2.683 10.707 16.89
406 12.653 14.803 10.734
407 2.824 13.761 19.624
408 10.368 0.408 2.472
409 10.308 9.896 22.453
410 3.891 14.877 23.396
411 8.644 22.13 2.541
412 2.905 15.293 19.887
413 9.087 6.92 5.1
414 8.611 11.229 10.397
415 2.965 1.279 21.615
416 9.834 20.921 23.405
417 7.111 2.987 15.039
418 6.634 3.908 17.784
419 12.764 3.161 23.719
420 12.739 10.141 2.105
421 10.226 17.624 8.73
422 4.045 2.598 10.415
423 4.979 6.262 2.55
424 12.854 22.923 20.318
425 2.709 12.455 0.377
426 3.66 11.6 3.354
427 4.227 2.572 3.696
428 6.685 20.139 19.37
429 6.877 3.045 9.376
430 4.635 3.558 21.532
431 5.575 17.065 4.069
432 5.546 8.476 2.872
433 6.976 8.902 9.459
434 11.27 8.447 21.84
435 9.926 0.211 22.414
436 7.499 11.515 0.435
437 5.825 10.556 21.356
438 12.847 16.671 1.45
439 5.565 22.143 23.363
440 10.96 10.122 8.455
441 5.172 22.889 3.983
442 9.77 9.568 22.106
443 4.673 23.679 5.747
444 4.561 9.134 22.363
445 3.674 12.887 14.265
446 8.537 20.71 2.256
447 12.584 1.928 20.558
448 9.863 22.61 13.518
449 2.941 5.149 21.465
450 6.118 21.827 7.245
451 4.988 18.66 22.761
452 7.442 3.341 13.343
453 2.951 9.95 9.209
454 7.943 17.874 12.443
455 4.988 12.015 18.143
456 7.388 9.259 19.141
457 12.033 5.499 4.759
458 8.507 18.497 11.116
459 4.304 5.342 4.685
460 13.103 8.655 8.248
461 2.651 5.855 22.298
462 5.088 16.297 5.351
463 2.787 19.3 22.848
464 5.062 17.997 18.876
465 7.577 13.637 0.389
466 3.123 4.591 8.528
467 8.404 6.665 21.132
468 2.708 12.102 10.3
469 9.059 8.534 5.575
470 12.975 18.245 22.959
471 2.772 13.189 2.548
472 9.944 11.61 12.458
473 7.829 17.732 6.404
474 12.359 19.974 3.071
475 8.476 9.4 22.826
476 7.308 7.028 3.029
477 2.846 7.43 8.667
478 8.741 6.501 14.768
479 4.959 1.871 17.508
480 5.586 4.887 6.952
481 5.409 9.556 2.515
482 5.066 21.82 21.551
483 5.12 11.716 22.47
484 7.964 18.633 18.426
485 4.038 3.573 1.629
486 4.94 10.411 9.185
487 9.536 23.541 18.19
488 9.029 17.301 16.67
489 9.063 6.928 11.126
