customer weight Xc Yc
1 1.0 0.5 35.5
2 1.0 1.5 35.5
3 1.0 2.5 35.5
4 1.0 3.5 35.5
5 1.0 4.5 35.5
6 1.0 5.5 35.5
7 1.071 6.5 35.5
8 1.542 7.5 35.5
9 2.417 8.5 35.5
10 2.569 9.5 35.5
11 1.636 10.5 35.5
12 1.531 11.5 35.5
13 1.624 12.5 35.5
14 1.64 13.5 35.5
15 1.907 14.5 35.5
16 2.057 15.5 35.5
17 1.483 16.5 35.5
18 1.953 17.5 35.5
19 1.358 18.5 35.5
20 1.499 19.5 35.5
21 1.31 20.5 35.5
22 1.612 21.5 35.5
23 1.732 22.5 35.5
24 1.601 23.5 35.5
25 1.587 24.5 35.5
26 1.006 25.5 35.5
27 1.0 26.5 35.5
28 1.0 27.5 35.5
29 1.0 28.5 35.5
30 1.0 29.5 35.5
31 1.0 30.5 35.5
32 1.0 31.5 35.5
33 1.0 32.5 35.5
34 1.0 33.5 35.5
35 1.0 34.5 35.5
36 1.0 35.5 35.5
37 1.0 0.5 34.5
38 1.0 1.5 34.5
39 1.0 2.5 34.5
40 1.267 3.5 34.5
41 1.0 4.5 34.5
42 1.0 5.5 34.5
43 1.0 6.5 34.5
44 1.833 7.5 34.5
45 2.173 8.5 34.5
46 2.928 9.5 34.5
47 1.661 10.5 34.5
48 1.651 11.5 34.5
49 1.679 12.5 34.5
50 1.911 13.5 34.5
51 1.755 14.5 34.5
52 1.175 15.5 34.5
53 2.879 16.5 34.5
54 1.845 17.5 34.5
55 2.031 18.5 34.5
56 2.255 19.5 34.5
57 2.393 20.5 34.5
58 1.745 21.5 34.5
59 1.318 22.5 34.5
60 1.0 23.5 34.5
61 1.286 24.5 34.5
62 1.0 25.5 34.5
63 1.0 26.5 34.5
64 1.0 27.5 34.5
65 1.0 28.5 34.5
66 1.0 29.5 34.5
67 1.0 30.5 34.5
68 1.0 31.5 34.5
69 1.0 32.5 34.5
70 1.0 33.5 34.5
71 1.0 34.5 34.5
72 1.0 35.5 34.5
73 1.0 0.5 33.5
74 1.0 1.5 33.5
75 1.0 2.5 33.5
76 1.0 3.5 33.5
77 1.272 4.5 33.5
78 1.221 5.5 33.5
79 1.239 6.5 33.5
80 1.0 7.5 33.5
81 2.377 8.5 33.5
82 2.252 9.5 33.5
83 3.142 10.5 33.5
84 2.246 11.5 33.5
85 2.73 12.5 33.5
86 2.148 13.5 33.5
87 2.15 14.5 33.5
88 2.15 15.5 33.5
89 1.913 16.5 33.5
90 2.95 17.5 33.5
91 2.243 18.5 33.5
92 2.188 19.5 33.5
93 2.518 20.5 33.5
94 1.314 21.5 33.5
95 1.726 22.5 33.5
96 1.483 23.5 33.5
97 1.057 24.5 33.5
98 1.0 25.5 33.5
99 1.0 26.5 33.5
100 1.0 27.5 33.5
101 1.0 28.5 33.5
102 1.0 29.5 33.5
103 1.0 30.5 33.5
104 1.0 31.5 33.5
105 1.0 32.5 33.5
106 1.0 33.5 33.5
107 1.0 34.5 33.5
108 1.0 35.5 33.5
109 1.0 0.5 32.5
110 1.0 1.5 32.5
111 1.0 2.5 32.5
112 1.0 3.5 32.5
113 1.113 4.5 32.5
114 1.315 5.5 32.5
115 1.356 6.5 32.5
116 2.109 7.5 32.5
117 1.182 8.5 32.5
118 2.817 9.5 32.5
119 3.491 10.5 32.5
120 2.885 11.5 32.5
121 2.961 12.5 32.5
122 2.848 13.5 32.5
123 2.912 14.5 32.5
124 3.298 15.5 32.5
125 3.2 16.5 32.5
126 3.261 17.5 32.5
127 1.923 18.5 32.5
128 3.113 19.5 32.5
129 1.694 20.5 32.5
130 1.924 21.5 32.5
131 1.207 22.5 32.5
132 1.0 23.5 32.5
133 1.0 24.5 32.5
134 1.165 25.5 32.5
135 1.036 26.5 32.5
136 1.001 27.5 32.5
137 1.0 28.5 32.5
138 1.0 29.5 32.5
139 1.0 30.5 32.5
140 1.0 31.5 32.5
141 1.0 32.5 32.5
142 1.0 33.5 32.5
143 1.0 34.5 32.5
144 1.0 35.5 32.5
145 1.0 0.5 31.5
146 1.0 1.5 31.5
147 1.0 2.5 31.5
148 1.0 3.5 31.5
149 1.126 4.5 31.5
150 1.0 5.5 31.5
151 1.503 6.5 31.5
152 1.516 7.5 31.5
153 1.966 8.5 31.5
154 2.05 9.5 31.5
155 4.424 10.5 31.5
156 3.064 11.5 31.5
157 3.688 12.5 31.5
158 3.009 13.5 31.5
159 3.513 14.5 31.5
160 3.457 15.5 31.5
161 4.113 16.5 31.5
162 2.353 17.5 31.5
