customer p1x p1y p2x p2y p3x p3y p4x p4y
1 0.0 36.0 1.0 36.0 0.0 35.0 1.0 35.0
2 1.0 36.0 2.0 36.0 1.0 35.0 2.0 35.0
3 2.0 36.0 3.0 36.0 2.0 35.0 3.0 35.0
4 3.0 36.0 4.0 36.0 3.0 35.0 4.0 35.0
5 4.0 36.0 5.0 36.0 4.0 35.0 5.0 35.0
6 5.0 36.0 6.0 36.0 5.0 35.0 6.0 35.0
7 6.0 36.0 7.0 36.0 6.0 35.0 7.0 35.0
8 7.0 36.0 8.0 36.0 7.0 35.0 8.0 35.0
9 8.0 36.0 9.0 36.0 8.0 35.0 9.0 35.0
10 9.0 36.0 10.0 36.0 9.0 35.0 10.0 35.0
11 10.0 36.0 11.0 36.0 10.0 35.0 11.0 35.0
12 11.0 36.0 12.0 36.0 11.0 35.0 12.0 35.0
13 12.0 36.0 13.0 36.0 12.0 35.0 13.0 35.0
14 13.0 36.0 14.0 36.0 13.0 35.0 14.0 35.0
15 14.0 36.0 15.0 36.0 14.0 35.0 15.0 35.0
16 15.0 36.0 16.0 36.0 15.0 35.0 16.0 35.0
17 16.0 36.0 17.0 36.0 16.0 35.0 17.0 35.0
18 17.0 36.0 18.0 36.0 17.0 35.0 18.0 35.0
19 18.0 36.0 19.0 36.0 18.0 35.0 19.0 35.0
20 19.0 36.0 20.0 36.0 19.0 35.0 20.0 35.0
21 20.0 36.0 21.0 36.0 20.0 35.0 21.0 35.0
22 21.0 36.0 22.0 36.0 21.0 35.0 22.0 35.0
23 22.0 36.0 23.0 36.0 22.0 35.0 23.0 35.0
24 23.0 36.0 24.0 36.0 23.0 35.0 24.0 35.0
25 24.0 36.0 25.0 36.0 24.0 35.0 25.0 35.0
26 25.0 36.0 26.0 36.0 25.0 35.0 26.0 35.0
27 26.0 36.0 27.0 36.0 26.0 35.0 27.0 35.0
28 27.0 36.0 28.0 36.0 27.0 35.0 28.0 35.0
29 28.0 36.0 29.0 36.0 28.0 35.0 29.0 35.0
30 29.0 36.0 30.0 36.0 29.0 35.0 30.0 35.0
31 30.0 36.0 31.0 36.0 30.0 35.0 31.0 35.0
32 31.0 36.0 32.0 36.0 31.0 35.0 32.0 35.0
33 32.0 36.0 33.0 36.0 32.0 35.0 33.0 35.0
34 33.0 36.0 34.0 36.0 33.0 35.0 34.0 35.0
35 34.0 36.0 35.0 36.0 34.0 35.0 35.0 35.0
36 35.0 36.0 36.0 36.0 35.0 35.0 36.0 35.0
37 0.0 35.0 1.0 35.0 0.0 34.0 1.0 34.0
38 1.0 35.0 2.0 35.0 1.0 34.0 2.0 34.0
39 2.0 35.0 3.0 35.0 2.0 34.0 3.0 34.0
40 3.0 35.0 4.0 35.0 3.0 34.0 4.0 34.0
41 4.0 35.0 5.0 35.0 4.0 34.0 5.0 34.0
42 5.0 35.0 6.0 35.0 5.0 34.0 6.0 34.0
43 6.0 35.0 7.0 35.0 6.0 34.0 7.0 34.0
44 7.0 35.0 8.0 35.0 7.0 34.0 8.0 34.0
45 8.0 35.0 9.0 35.0 8.0 34.0 9.0 34.0
46 9.0 35.0 10.0 35.0 9.0 34.0 10.0 34.0
47 10.0 35.0 11.0 35.0 10.0 34.0 11.0 34.0
48 11.0 35.0 12.0 35.0 11.0 34.0 12.0 34.0
49 12.0 35.0 13.0 35.0 12.0 34.0 13.0 34.0
50 13.0 35.0 14.0 35.0 13.0 34.0 14.0 34.0
51 14.0 35.0 15.0 35.0 14.0 34.0 15.0 34.0
52 15.0 35.0 16.0 35.0 15.0 34.0 16.0 34.0
