customer p1x p1y p2x p2y p3x p3y p4x p4y
1 0.0 48.0 1.0 48.0 0.0 47.0 1.0 47.0
2 1.0 48.0 2.0 48.0 1.0 47.0 2.0 47.0
3 2.0 48.0 3.0 48.0 2.0 47.0 3.0 47.0
4 3.0 48.0 4.0 48.0 3.0 47.0 4.0 47.0
5 4.0 48.0 5.0 48.0 4.0 47.0 5.0 47.0
6 5.0 48.0 6.0 48.0 5.0 47.0 6.0 47.0
7 6.0 48.0 7.0 48.0 6.0 47.0 7.0 47.0
8 7.0 48.0 8.0 48.0 7.0 47.0 8.0 47.0
9 8.0 48.0 9.0 48.0 8.0 47.0 9.0 47.0
10 9.0 48.0 10.0 48.0 9.0 47.0 10.0 47.0
11 10.0 48.0 11.0 48.0 10.0 47.0 11.0 47.0
12 11.0 48.0 12.0 48.0 11.0 47.0 12.0 47.0
13 12.0 48.0 13.0 48.0 12.0 47.0 13.0 47.0
14 13.0 48.0 14.0 48.0 13.0 47.0 14.0 47.0
15 14.0 48.0 15.0 48.0 14.0 47.0 15.0 47.0
16 15.0 48.0 16.0 48.0 15.0 47.0 16.0 47.0
17 16.0 48.0 17.0 48.0 16.0 47.0 17.0 47.0
18 17.0 48.0 18.0 48.0 17.0 47.0 18.0 47.0
19 18.0 48.0 19.0 48.0 18.0 47.0 19.0 47.0
20 19.0 48.0 20.0 48.0 19.0 47.0 20.0 47.0
21 20.0 48.0 21.0 48.0 20.0 47.0 21.0 47.0
22 21.0 48.0 22.0 48.0 21.0 47.0 22.0 47.0
23 22.0 48.0 23.0 48.0 22.0 47.0 23.0 47.0
24 23.0 48.0 24.0 48.0 23.0 47.0 24.0 47.0
25 24.0 48.0 25.0 48.0 24.0 47.0 25.0 47.0
26 25.0 48.0 26.0 48.0 25.0 47.0 26.0 47.0
27 26.0 48.0 27.0 48.0 26.0 47.0 27.0 47.0
28 27.0 48.0 28.0 48.0 27.0 47.0 28.0 47.0
29 28.0 48.0 29.0 48.0 28.0 47.0 29.0 47.0
30 29.0 48.0 30.0 48.0 29.0 47.0 30.0 47.0
31 30.0 48.0 31.0 48.0 30.0 47.0 31.0 47.0
32 31.0 48.0 32.0 48.0 31.0 47.0 32.0 47.0
33 32.0 48.0 33.0 48.0 32.0 47.0 33.0 47.0
34 33.0 48.0 34.0 48.0 33.0 47.0 34.0 47.0
35 34.0 48.0 35.0 48.0 34.0 47.0 35.0 47.0
36 35.0 48.0 36.0 48.0 35.0 47.0 36.0 47.0
37 36.0 48.0 37.0 48.0 36.0 47.0 37.0 47.0
38 37.0 48.0 38.0 48.0 37.0 47.0 38.0 47.0
39 38.0 48.0 39.0 48.0 38.0 47.0 39.0 47.0
40 39.0 48.0 40.0 48.0 39.0 47.0 40.0 47.0
41 40.0 48.0 41.0 48.0 40.0 47.0 41.0 47.0
42 41.0 48.0 42.0 48.0 41.0 47.0 42.0 47.0
43 42.0 48.0 43.0 48.0 42.0 47.0 43.0 47.0
44 43.0 48.0 44.0 48.0 43.0 47.0 44.0 47.0
45 44.0 48.0 45.0 48.0 44.0 47.0 45.0 47.0
46 45.0 48.0 46.0 48.0 45.0 47.0 46.0 47.0
47 46.0 48.0 47.0 48.0 46.0 47.0 47.0 47.0
48 47.0 48.0 48.0 48.0 47.0 47.0 48.0 47.0
49 0.0 47.0 1.0 47.0 0.0 46.0 1.0 46.0
50 1.0 47.0 2.0 47.0 1.0 46.0 2.0 46.0
51 2.0 47.0 3.0 47.0 2.0 46.0 3.0 46.0
52 3.0 47.0 4.0 47.0 3.0 46.0 4.0 46.0
53 4.0 47.0 5.0 47.0 4.0 46.0 5.0 46.0
54 5.0 47.0 6.0 47.0 5.0 46.0 6.0 46.0
55 6.0 47.0 7.0 47.0 6.0 46.0 7.0 46.0
56 7.0 47.0 8.0 47.0 7.0 46.0 8.0 46.0
57 8.0 47.0 9.0 47.0 8.0 46.0 9.0 46.0
58 9.0 47.0 10.0 47.0 9.0 46.0 10.0 46.0
59 10.0 47.0 11.0 47.0 10.0 46.0 11.0 46.0
60 11.0 47.0 12.0 47.0 11.0 46.0 12.0 46.0
61 12.0 47.0 13.0 47.0 12.0 46.0 13.0 46.0
62 13.0 47.0 14.0 47.0 13.0 46.0 14.0 46.0
63 14.0 47.0 15.0 47.0 14.0 46.0 15.0 46.0
64 15.0 47.0 16.0 47.0 15.0 46.0 16.0 46.0
65 16.0 47.0 17.0 47.0 16.0 46.0 17.0 46.0
66 17.0 47.0 18.0 47.0 17.0 46.0 18.0 46.0
67 18.0 47.0 19.0 47.0 18.0 46.0 19.0 46.0
68 19.0 47.0 20.0 47.0 19.0 46.0 20.0 46.0
69 20.0 47.0 21.0 47.0 20.0 46.0 21.0 46.0
70 21.0 47.0 22.0 47.0 21.0 46.0 22.0 46.0
71 22.0 47.0 23.0 47.0 22.0 46.0 23.0 46.0
72 23.0 47.0 24.0 47.0 23.0 46.0 24.0 46.0
73 24.0 47.0 25.0 47.0 24.0 46.0 25.0 46.0
74 25.0 47.0 26.0 47.0 25.0 46.0 26.0 46.0
75 26.0 47.0 27.0 47.0 26.0 46.0 27.0 46.0
76 27.0 47.0 28.0 47.0 27.0 46.0 28.0 46.0
77 28.0 47.0 29.0 47.0 28.0 46.0 29.0 46.0
78 29.0 47.0 30.0 47.0 29.0 46.0 30.0 46.0
79 30.0 47.0 31.0 47.0 30.0 46.0 31.0 46.0
80 31.0 47.0 32.0 47.0 31.0 46.0 32.0 46.0
81 32.0 47.0 33.0 47.0 32.0 46.0 33.0 46.0
82 33.0 47.0 34.0 47.0 33.0 46.0 34.0 46.0
83 34.0 47.0 35.0 47.0 34.0 46.0 35.0 46.0
84 35.0 47.0 36.0 47.0 35.0 46.0 36.0 46.0
85 36.0 47.0 37.0 47.0 36.0 46.0 37.0 46.0
86 37.0 47.0 38.0 47.0 37.0 46.0 38.0 46.0
87 38.0 47.0 39.0 47.0 38.0 46.0 39.0 46.0
88 39.0 47.0 40.0 47.0 39.0 46.0 40.0 46.0
89 40.0 47.0 41.0 47.0 40.0 46.0 41.0 46.0
90 41.0 47.0 42.0 47.0 41.0 46.0 42.0 46.0
91 42.0 47.0 43.0 47.0 42.0 46.0 43.0 46.0
92 43.0 47.0 44.0 47.0 43.0 46.0 44.0 46.0
