subarea p1x p1y p2x p2y p3x p3y p4x p4y
1 0.0 48.0 2.0 48.0 0.0 46.0 2.0 46.0
2 2.0 48.0 4.0 48.0 2.0 46.0 4.0 46.0
3 4.0 48.0 6.0 48.0 4.0 46.0 6.0 46.0
4 6.0 48.0 8.0 48.0 6.0 46.0 8.0 46.0
5 8.0 48.0 10.0 48.0 8.0 46.0 10.0 46.0
6 10.0 48.0 12.0 48.0 10.0 46.0 12.0 46.0
7 12.0 48.0 14.0 48.0 12.0 46.0 14.0 46.0
8 14.0 48.0 16.0 48.0 14.0 46.0 16.0 46.0
9 16.0 48.0 18.0 48.0 16.0 46.0 18.0 46.0
10 18.0 48.0 20.0 48.0 18.0 46.0 20.0 46.0
11 20.0 48.0 22.0 48.0 20.0 46.0 22.0 46.0
12 22.0 48.0 24.0 48.0 22.0 46.0 24.0 46.0
13 24.0 48.0 26.0 48.0 24.0 46.0 26.0 46.0
14 26.0 48.0 28.0 48.0 26.0 46.0 28.0 46.0
15 28.0 48.0 30.0 48.0 28.0 46.0 30.0 46.0
16 30.0 48.0 32.0 48.0 30.0 46.0 32.0 46.0
17 32.0 48.0 34.0 48.0 32.0 46.0 34.0 46.0
18 34.0 48.0 36.0 48.0 34.0 46.0 36.0 46.0
19 36.0 48.0 38.0 48.0 36.0 46.0 38.0 46.0
20 38.0 48.0 40.0 48.0 38.0 46.0 40.0 46.0
21 40.0 48.0 42.0 48.0 40.0 46.0 42.0 46.0
22 42.0 48.0 44.0 48.0 42.0 46.0 44.0 46.0
23 44.0 48.0 46.0 48.0 44.0 46.0 46.0 46.0
24 46.0 48.0 48.0 48.0 46.0 46.0 48.0 46.0
25 0.0 46.0 2.0 46.0 0.0 44.0 2.0 44.0
26 2.0 46.0 4.0 46.0 2.0 44.0 4.0 44.0
27 4.0 46.0 6.0 46.0 4.0 44.0 6.0 44.0
28 6.0 46.0 8.0 46.0 6.0 44.0 8.0 44.0
29 8.0 46.0 10.0 46.0 8.0 44.0 10.0 44.0
30 10.0 46.0 12.0 46.0 10.0 44.0 12.0 44.0
31 12.0 46.0 14.0 46.0 12.0 44.0 14.0 44.0
32 14.0 46.0 16.0 46.0 14.0 44.0 16.0 44.0
33 16.0 46.0 18.0 46.0 16.0 44.0 18.0 44.0
34 18.0 46.0 20.0 46.0 18.0 44.0 20.0 44.0
35 20.0 46.0 22.0 46.0 20.0 44.0 22.0 44.0
36 22.0 46.0 24.0 46.0 22.0 44.0 24.0 44.0
37 24.0 46.0 26.0 46.0 24.0 44.0 26.0 44.0
38 26.0 46.0 28.0 46.0 26.0 44.0 28.0 44.0
39 28.0 46.0 30.0 46.0 28.0 44.0 30.0 44.0
