location capacity Xf Yf
1 6.391 1.122 45.908
2 8.324 11.592 29.363
3 9.155 32.818 32.053
4 5.624 5.107 15.457
5 4.457 46.103 33.919
6 3.68 32.265 5.572
7 3.472 38.865 35.229
8 2.352 31.371 18.255
9 7.075 6.403 19.23
10 4.322 25.147 12.42
11 8.048 26.348 36.035
12 7.786 19.811 9.358
13 2.417 36.265 28.965
14 9.466 22.157 27.045
15 2.739 40.337 15.299
16 4.042 27.866 23.557
17 8.097 26.434 3.44
18 4.356 29.35 39.817
19 5.672 24.439 3.151
20 8.765 34.325 6.446
21 8.203 1.073 46.114
22 2.971 36.725 23.033
23 2.259 10.514 33.524
24 8.573 36.63 13.877
25 5.897 47.388 44.259
26 7.642 14.02 5.146
27 6.668 41.142 41.424
28 4.606 38.772 25.28
29 5.419 11.584 4.33
30 6.074 43.294 30.733
31 7.975 44.084 11.934
32 7.293 29.91 34.947
33 6.392 7.07 44.964
34 8.821 39.981 35.372
35 7.418 1.984 31.257
36 6.842 40.66 46.42
37 4.534 23.789 31.874
38 8.16 12.823 0.901
39 3.166 36.891 21.838
40 2.424 36.481 39.818
41 6.833 32.472 4.963
42 8.668 1.099 24.318
43 7.132 12.461 46.369
44 4.309 44.472 5.755
45 5.366 42.678 4.457
46 5.468 4.092 45.26
47 6.669 38.509 19.091
48 7.68 19.813 36.575
49 7.292 39.314 5.384
50 5.425 0.661 5.747
51 9.538 43.042 43.707
52 2.822 43.289 9.323
53 8.174 19.625 22.845
54 9.676 43.242 3.417
55 8.435 13.372 6.658
56 5.685 19.779 10.259
57 7.142 36.701 30.977
58 7.974 27.398 45.087
59 2.652 47.316 19.203
60 9.059 44.143 14.399
61 5.983 35.38 27.576
62 7.907 19.151 29.871
63 7.188 8.061 20.9
64 4.508 7.118 16.009
65 7.802 38.868 20.087
66 5.427 15.14 23.173
67 2.136 29.705 47.301
68 2.522 13.192 13.164
69 3.873 8.041 5.87
70 3.016 32.766 42.585
71 2.186 44.867 21.983
72 4.67 39.672 20.594
73 4.503 25.405 28.297
74 2.375 6.117 5.909
75 9.384 13.049 37.449
76 9.162 15.672 29.123
77 2.032 19.053 37.136
78 8.36 17.143 37.728
79 4.416 23.311 0.752
80 4.804 33.101 22.371
81 7.142 31.437 37.65
82 6.846 35.004 46.18
83 4.978 47.083 4.457
84 7.581 41.804 17.366
85 2.313 16.319 37.619
86 4.641 42.696 14.714
87 8.358 34.926 17.648
88 3.573 1.583 22.892
89 4.629 22.979 47.039
90 3.243 42.927 1.478
91 4.793 16.425 8.413
92 2.794 6.878 45.173
93 6.192 38.36 1.702
94 3.083 19.852 24.627
95 8.288 16.979 41.622
96 7.571 46.809 30.331
97 7.632 26.145 41.708
98 1.953 8.477 47.062
99 3.629 31.519 0.9
100 5.175 46.697 19.445
101 4.758 30.117 12.784
102 7.135 33.964 1.996
103 8.354 29.887 43.74
104 3.984 4.158 19.524
105 2.692 13.784 0.54
106 6.35 1.257 5.534
107 5.321 37.997 14.575
108 6.57 5.844 46.947
109 7.764 42.28 32.411
110 8.983 34.693 2.847
111 3.416 38.196 25.426
112 2.593 42.217 14.838
113 8.119 16.103 16.856
114 4.509 38.59 5.156
115 4.048 21.74 42.599
116 7.662 46.936 3.599
117 6.84 47.073 6.455
118 9.324 17.834 23.546
119 2.233 39.298 7.185
120 5.564 9.692 44.886
121 7.133 2.127 33.053
122 8.053 5.864 8.78
123 9.193 10.371 10.47
124 6.391 38.61 40.286
125 2.941 23.035 11.32
126 4.858 31.33 18.529
127 3.062 7.373 23.821
128 6.966 47.04 26.927
129 8.193 21.36 4.563
130 5.906 34.898 23.195
131 2.906 38.224 33.514
132 3.681 41.338 46.116
133 4.232 13.149 29.234
134 6.39 44.615 10.213
135 7.795 37.343 1.494
136 5.67 23.57 46.462
137 7.315 9.912 6.268
138 3.735 18.587 10.006
139 7.354 21.407 1.639
140 7.193 1.194 27.591
141 7.098 12.616 19.711
142 7.251 14.122 43.417
143 2.353 4.924 40.63
144 3.018 5.418 21.48
145 3.327 46.181 40.785
146 8.744 35.718 32.953
147 6.104 27.143 9.3
148 5.423 18.198 19.939
149 2.414 42.204 2.601
150 5.372 29.658 44.333
151 9.632 18.437 4.704
152 7.808 7.874 45.223
153 4.542 47.447 12.544
154 2.062 45.43 44.522
155 2.355 23.641 25.946
156 6.58 6.941 45.483
157 7.908 38.374 2.321
158 6.198 9.091 18.051
159 8.385 20.32 12.533
160 2.719 17.841 1.103
161 5.924 27.201 12.604
162 7.683 32.861 45.756
163 2.101 20.432 26.444
164 8.116 2.515 33.788
165 5.513 43.196 4.851
166 4.802 28.631 26.27
167 8.749 28.569 3.372
168 3.755 38.592 37.006
169 6.134 46.794 11.595
170 2.53 11.399 2.123
171 6.268 38.481 27.379
172 8.364 43.609 14.135
