location capacity Xf Yf
1 36.51 1.122 45.908
2 15.322 11.592 29.363
3 14.132 32.818 32.053
4 9.738 5.107 15.457
5 16.97 46.103 33.919
6 37.376 32.265 5.572
7 33.027 38.865 35.229
8 36.262 31.371 18.255
9 38.136 6.403 19.23
10 36.557 25.147 12.42
11 18.769 26.348 36.035
12 26.941 19.811 9.358
13 22.903 36.265 28.965
14 22.878 22.157 27.045
15 9.878 40.337 15.299
16 30.053 27.866 23.557
17 18.188 26.434 3.44
18 13.598 29.35 39.817
19 23.008 24.439 3.151
20 16.372 34.325 6.446
21 32.004 1.073 46.114
22 14.985 36.725 23.033
23 31.871 10.514 33.524
24 35.453 36.63 13.877
25 32.668 47.388 44.259
26 15.712 14.02 5.146
27 21.381 41.142 41.424
28 28.054 38.772 25.28
29 27.282 11.584 4.33
30 36.074 43.294 30.733
31 27.467 44.084 11.934
32 38.227 29.91 34.947
33 17.571 7.07 44.964
34 18.469 39.981 35.372
35 28.806 1.984 31.257
36 28.738 40.66 46.42
37 35.877 23.789 31.874
38 26.053 12.823 0.901
39 27.476 36.891 21.838
40 15.74 36.481 39.818
41 32.736 32.472 4.963
42 31.704 1.099 24.318
43 17.412 12.461 46.369
44 24.436 44.472 5.755
45 36.686 42.678 4.457
46 26.46 4.092 45.26
47 37.29 38.509 19.091
48 13.596 19.813 36.575
49 20.876 39.314 5.384
50 19.271 0.661 5.747
51 8.549 43.042 43.707
52 34.461 43.289 9.323
53 34.891 19.625 22.845
54 36.399 43.242 3.417
55 30.396 13.372 6.658
56 33.167 19.779 10.259
57 13.566 36.701 30.977
58 37.732 27.398 45.087
59 35.485 47.316 19.203
60 38.542 44.143 14.399
61 14.794 35.38 27.576
62 17.728 19.151 29.871
63 19.82 8.061 20.9
64 22.683 7.118 16.009
65 21.617 38.868 20.087
66 35.987 15.14 23.173
67 32.058 29.705 47.301
68 15.824 13.192 13.164
69 25.854 8.041 5.87
70 23.184 32.766 42.585
71 19.526 44.867 21.983
72 23.928 39.672 20.594
73 14.879 25.405 28.297
74 14.05 6.117 5.909
75 16.9 13.049 37.449
76 14.112 15.672 29.123
77 30.623 19.053 37.136
78 13.464 17.143 37.728
79 13.915 23.311 0.752
80 32.375 33.101 22.371
81 19.564 31.437 37.65
82 25.636 35.004 46.18
83 15.207 47.083 4.457
84 33.572 41.804 17.366
85 17.137 16.319 37.619
86 14.784 42.696 14.714
87 18.117 34.926 17.648
88 16.677 1.583 22.892
89 27.178 22.979 47.039
90 17.588 42.927 1.478
91 31.386 16.425 8.413
92 13.117 6.878 45.173
93 10.964 38.36 1.702
94 11.184 19.852 24.627
95 19.189 16.979 41.622
96 33.826 46.809 30.331
97 38.77 26.145 41.708
98 26.644 8.477 47.062
99 10.511 31.519 0.9
100 17.159 46.697 19.445
101 12.61 30.117 12.784
102 27.975 33.964 1.996
103 8.197 29.887 43.74
104 10.605 4.158 19.524
105 13.347 13.784 0.54
106 8.249 1.257 5.534
107 23.915 37.997 14.575
108 28.121 5.844 46.947
109 19.079 42.28 32.411
110 17.006 34.693 2.847
111 18.703 38.196 25.426
112 30.816 42.217 14.838
113 38.188 16.103 16.856
114 29.612 38.59 5.156
115 20.498 21.74 42.599
116 14.966 46.936 3.599
117 32.07 47.073 6.455
118 35.984 17.834 23.546
119 8.305 39.298 7.185
120 31.786 9.692 44.886
121 35.335 2.127 33.053
122 16.31 5.864 8.78
123 16.063 10.371 10.47
124 12.188 38.61 40.286
125 11.145 23.035 11.32
126 30.046 31.33 18.529
127 37.309 7.373 23.821
128 27.335 47.04 26.927
129 36.162 21.36 4.563
130 33.19 34.898 23.195
131 25.221 38.224 33.514
132 20.708 41.338 46.116
133 10.629 13.149 29.234
134 25.555 44.615 10.213
135 33.621 37.343 1.494
136 32.423 23.57 46.462
137 31.303 9.912 6.268
138 20.684 18.587 10.006
139 14.457 21.407 1.639
140 25.143 1.194 27.591
141 31.307 12.616 19.711
142 18.27 14.122 43.417
143 30.941 4.924 40.63
144 18.337 5.418 21.48
145 24.245 46.181 40.785
146 32.097 35.718 32.953
147 18.73 27.143 9.3
148 30.733 18.198 19.939
149 7.905 42.204 2.601
150 24.886 29.658 44.333
151 10.434 18.437 4.704
152 30.151 7.874 45.223
153 15.859 47.447 12.544
154 14.171 45.43 44.522
155 15.298 23.641 25.946
156 28.84 6.941 45.483
157 9.13 38.374 2.321
158 16.935 9.091 18.051
159 17.205 20.32 12.533
160 28.653 17.841 1.103
161 31.595 27.201 12.604
162 38.548 32.861 45.756
163 22.699 20.432 26.444
164 25.897 2.515 33.788
165 11.585 43.196 4.851
166 28.326 28.631 26.27
167 32.358 28.569 3.372
168 14.487 38.592 37.006
169 9.783 46.794 11.595
170 18.933 11.399 2.123
171 20.067 38.481 27.379
172 33.176 43.609 14.135
173 21.471 10.274 36.959
174 24.623 10.414 31.71
