customer weight Xc Yc
1 1.0 0.5 47.5
2 1.0 1.5 47.5
3 1.0 2.5 47.5
4 1.0 3.5 47.5
5 1.0 4.5 47.5
6 1.0 5.5 47.5
7 1.0 6.5 47.5
8 1.0 7.5 47.5
9 1.0 8.5 47.5
10 1.0 9.5 47.5
11 1.0 10.5 47.5
12 1.0 11.5 47.5
13 1.0 12.5 47.5
14 1.0 13.5 47.5
15 1.044 14.5 47.5
16 1.0 15.5 47.5
17 1.0 16.5 47.5
18 1.0 17.5 47.5
19 1.0 18.5 47.5
20 1.0 19.5 47.5
21 1.0 20.5 47.5
22 1.0 21.5 47.5
23 1.0 22.5 47.5
24 1.0 23.5 47.5
25 1.0 24.5 47.5
26 2.173 25.5 47.5
27 2.058 26.5 47.5
28 1.766 27.5 47.5
29 1.14 28.5 47.5
30 1.47 29.5 47.5
31 1.0 30.5 47.5
32 1.141 31.5 47.5
33 1.308 32.5 47.5
34 1.0 33.5 47.5
35 1.0 34.5 47.5
36 1.06 35.5 47.5
37 1.142 36.5 47.5
38 1.076 37.5 47.5
39 1.0 38.5 47.5
40 1.0 39.5 47.5
41 1.0 40.5 47.5
42 1.0 41.5 47.5
43 1.0 42.5 47.5
44 1.0 43.5 47.5
45 1.0 44.5 47.5
46 1.0 45.5 47.5
47 1.0 46.5 47.5
48 1.0 47.5 47.5
49 1.0 0.5 46.5
50 1.0 1.5 46.5
51 1.0 2.5 46.5
52 1.0 3.5 46.5
53 1.0 4.5 46.5
54 1.0 5.5 46.5
55 1.0 6.5 46.5
56 1.0 7.5 46.5
57 1.0 8.5 46.5
58 1.0 9.5 46.5
59 1.0 10.5 46.5
60 1.0 11.5 46.5
61 1.0 12.5 46.5
62 1.0 13.5 46.5
63 1.0 14.5 46.5
64 1.183 15.5 46.5
65 1.0 16.5 46.5
66 1.0 17.5 46.5
67 1.0 18.5 46.5
68 1.0 19.5 46.5
69 1.0 20.5 46.5
70 1.0 21.5 46.5
71 1.0 22.5 46.5
72 1.0 23.5 46.5
73 1.0 24.5 46.5
74 1.0 25.5 46.5
75 2.284 26.5 46.5
76 2.071 27.5 46.5
77 1.538 28.5 46.5
78 1.001 29.5 46.5
79 1.0 30.5 46.5
80 1.37 31.5 46.5
81 1.0 32.5 46.5
82 1.302 33.5 46.5
83 1.0 34.5 46.5
84 1.287 35.5 46.5
85 1.239 36.5 46.5
86 1.0 37.5 46.5
87 1.0 38.5 46.5
88 1.0 39.5 46.5
89 1.0 40.5 46.5
90 1.0 41.5 46.5
91 1.0 42.5 46.5
92 1.0 43.5 46.5
93 1.0 44.5 46.5
94 1.0 45.5 46.5
95 1.0 46.5 46.5
96 1.0 47.5 46.5
97 1.0 0.5 45.5
98 1.0 1.5 45.5
99 1.0 2.5 45.5
100 1.0 3.5 45.5
101 1.0 4.5 45.5
102 1.0 5.5 45.5
103 1.0 6.5 45.5
104 1.0 7.5 45.5
105 1.0 8.5 45.5
106 1.0 9.5 45.5
107 1.0 10.5 45.5
108 1.0 11.5 45.5
109 1.0 12.5 45.5
110 1.0 13.5 45.5
111 1.0 14.5 45.5
112 1.0 15.5 45.5
113 1.375 16.5 45.5
114 1.0 17.5 45.5
115 1.0 18.5 45.5
116 1.0 19.5 45.5
117 1.0 20.5 45.5
118 1.112 21.5 45.5
119 1.0 22.5 45.5
120 1.0 23.5 45.5
121 1.0 24.5 45.5
122 1.255 25.5 45.5
123 1.248 26.5 45.5
124 2.572 27.5 45.5
125 1.37 28.5 45.5
126 1.75 29.5 45.5
127 1.374 30.5 45.5
128 1.183 31.5 45.5
129 1.181 32.5 45.5
130 1.0 33.5 45.5
131 1.431 34.5 45.5
132 1.0 35.5 45.5
133 1.0 36.5 45.5
134 1.158 37.5 45.5
135 1.109 38.5 45.5
136 1.096 39.5 45.5
137 1.0 40.5 45.5
138 1.0 41.5 45.5
139 1.0 42.5 45.5
140 1.0 43.5 45.5
141 1.0 44.5 45.5
142 1.0 45.5 45.5
143 1.0 46.5 45.5
144 1.0 47.5 45.5
145 1.0 0.5 44.5
146 1.0 1.5 44.5
147 1.0 2.5 44.5
148 1.0 3.5 44.5
149 1.0 4.5 44.5
150 1.0 5.5 44.5
151 1.0 6.5 44.5
152 1.0 7.5 44.5
153 1.0 8.5 44.5
154 1.0 9.5 44.5
155 1.0 10.5 44.5
156 1.0 11.5 44.5
157 1.0 12.5 44.5
158 1.0 13.5 44.5
159 1.0 14.5 44.5
160 1.359 15.5 44.5
161 1.33 16.5 44.5
162 1.577 17.5 44.5
163 1.0 18.5 44.5
164 1.0 19.5 44.5
165 1.0 20.5 44.5
166 1.0 21.5 44.5
167 1.309 22.5 44.5
168 1.015 23.5 44.5
169 1.317 24.5 44.5
170 1.834 25.5 44.5
171 1.138 26.5 44.5
172 2.367 27.5 44.5
173 2.692 28.5 44.5
174 2.168 29.5 44.5
175 1.448 30.5 44.5
176 1.459 31.5 44.5
177 1.332 32.5 44.5
178 1.721 33.5 44.5
179 1.696 34.5 44.5
180 1.668 35.5 44.5
181 1.347 36.5 44.5
182 1.074 37.5 44.5
183 1.0 38.5 44.5
184 1.0 39.5 44.5
185 1.0 40.5 44.5
186 1.0 41.5 44.5
187 1.0 42.5 44.5
188 1.0 43.5 44.5
189 1.0 44.5 44.5
190 1.0 45.5 44.5
191 1.0 46.5 44.5
192 1.0 47.5 44.5
193 1.0 0.5 43.5
194 1.0 1.5 43.5
195 1.0 2.5 43.5
196 1.0 3.5 43.5
197 1.0 4.5 43.5
198 1.0 5.5 43.5
199 1.0 6.5 43.5
200 1.0 7.5 43.5
201 1.0 8.5 43.5
202 1.0 9.5 43.5
203 1.0 10.5 43.5
204 1.0 11.5 43.5
205 1.0 12.5 43.5
206 1.0 13.5 43.5
207 1.038 14.5 43.5
208 1.0 15.5 43.5
209 1.296 16.5 43.5
210 1.809 17.5 43.5
211 1.0 18.5 43.5
212 1.019 19.5 43.5
213 1.0 20.5 43.5
214 1.0 21.5 43.5
215 1.0 22.5 43.5
216 1.971 23.5 43.5
217 1.667 24.5 43.5
218 1.952 25.5 43.5
219 2.134 26.5 43.5
220 1.527 27.5 43.5
221 2.771 28.5 43.5
222 1.904 29.5 43.5
223 1.58 30.5 43.5
224 1.411 31.5 43.5
225 1.557 32.5 43.5
226 1.95 33.5 43.5
227 1.195 34.5 43.5
228 1.392 35.5 43.5
229 1.0 36.5 43.5
230 1.0 37.5 43.5
231 1.0 38.5 43.5
232 1.0 39.5 43.5
233 1.0 40.5 43.5
234 1.0 41.5 43.5
235 1.0 42.5 43.5
236 1.0 43.5 43.5
237 1.0 44.5 43.5
238 1.0 45.5 43.5
239 1.0 46.5 43.5
240 1.0 47.5 43.5
241 1.0 0.5 42.5
242 1.0 1.5 42.5
243 1.0 2.5 42.5
244 1.0 3.5 42.5
245 1.0 4.5 42.5
246 1.0 5.5 42.5
247 1.0 6.5 42.5
248 1.0 7.5 42.5
249 1.0 8.5 42.5
250 1.0 9.5 42.5
251 1.0 10.5 42.5
252 1.0 11.5 42.5
253 1.0 12.5 42.5
254 1.0 13.5 42.5
255 1.0 14.5 42.5
256 1.0 15.5 42.5
257 1.0 16.5 42.5
258 1.298 17.5 42.5
259 1.829 18.5 42.5
260 1.678 19.5 42.5
261 1.515 20.5 42.5
262 1.693 21.5 42.5
263 1.166 22.5 42.5
264 1.0 23.5 42.5
265 2.098 24.5 42.5
266 1.678 25.5 42.5
267 2.527 26.5 42.5
268 2.182 27.5 42.5
269 2.832 28.5 42.5
270 2.117 29.5 42.5
271 2.575 30.5 42.5
272 2.145 31.5 42.5
273 2.102 32.5 42.5
274 1.54 33.5 42.5
275 1.394 34.5 42.5
276 1.163 35.5 42.5
277 1.04 36.5 42.5
278 1.0 37.5 42.5
279 1.0 38.5 42.5
280 1.139 39.5 42.5
281 1.0 40.5 42.5
282 1.0 41.5 42.5
283 1.0 42.5 42.5
284 1.0 43.5 42.5
285 1.0 44.5 42.5
286 1.0 45.5 42.5
287 1.0 46.5 42.5
288 1.0 47.5 42.5
289 1.0 0.5 41.5
290 1.0 1.5 41.5
291 1.0 2.5 41.5
292 1.0 3.5 41.5
293 1.0 4.5 41.5
294 1.0 5.5 41.5
295 1.0 6.5 41.5
