location capacity Xf Yf
1 14.051 2.02 3.71
2 10.978 9.73 4.15
3 15.518 3.8 9.41
4 10.168 10.1 4.47
5 12.182 9.2 1.01
6 12.176 1.38 9.26
7 8.788 1.64 6.49
8 20.684 0.92 11.09
9 9.172 6.71 4.82
10 16.015 1.21 10.68
11 7.53 11.09 5.16
12 11.084 8.2 10.32
13 7.6 7.16 7.89
14 14.582 2.81 4.3
15 8.876 1.07 2.5
16 10.591 8.01 3.79
17 12.083 8.16 1.27
18 10.724 6.02 11.09
19 6.369 7.62 5.25
20 7.622 0.71 8.39
21 20.39 6.07 9.07
22 13.679 2.21 7.18
23 7.465 7.0 10.73
24 22.077 7.56 5.02
25 7.015 5.01 11.41
26 18.47 1.48 5.61
27 6.034 0.73 0.47
28 10.317 4.3 8.25
29 13.957 6.68 7.71
30 21.383 11.43 10.29
31 17.526 4.66 9.49
32 10.398 6.63 3.38
33 9.537 8.66 8.18
34 10.827 7.24 3.15
35 4.614 10.17 10.13
36 9.085 3.23 6.51
37 9.262 5.04 7.34
38 9.706 10.87 8.52
39 9.42 8.1 2.08
40 22.151 7.44 8.25
41 5.508 7.4 5.54
42 7.479 0.26 9.87
43 11.648 4.84 9.12
44 21.006 10.79 4.33
45 6.735 8.22 11.03
46 6.887 9.64 11.17
47 14.31 0.82 9.91
48 12.985 1.63 6.01
49 7.094 11.64 8.46
50 21.71 2.71 0.81
51 15.304 5.8 9.57
52 5.334 6.13 5.98
53 16.113 6.27 8.55
54 18.764 9.04 10.33
55 13.105 2.6 0.41
56 16.535 8.7 9.67
57 18.196 9.66 9.09
58 20.834 1.91 6.58
59 9.794 2.95 4.64
60 21.898 1.17 7.65
61 13.958 0.49 10.55
62 14.093 8.98 1.2
63 17.109 8.99 3.47
64 17.451 5.96 11.64
65 16.951 8.0 7.76
66 4.807 2.55 6.83
67 7.108 10.38 7.58
68 11.313 2.04 2.57
69 20.854 2.7 2.16
70 10.883 4.66 1.14
71 5.332 0.94 0.47
72 10.998 4.87 9.98
73 5.93 2.37 6.13
74 17.564 8.33 10.64
75 11.256 10.36 1.53
76 5.404 2.97 9.26
77 20.885 2.12 6.03
78 19.748 6.24 5.88
79 18.067 0.4 7.92
80 14.347 0.91 6.25
81 5.618 1.47 7.82
82 14.275 6.44 3.59
83 21.355 8.72 2.68
84 16.389 11.08 5.83
85 14.449 7.15 9.26
86 12.29 2.95 10.27
87 4.866 0.82 6.75
88 7.013 0.84 8.75
89 6.343 2.49 3.66
90 15.624 8.92 2.02
91 8.583 7.5 0.5
92 21.331 11.54 11.32
93 20.212 7.43 11.15
94 14.25 6.42 8.17
95 17.418 4.65 9.54
96 8.796 3.36 1.91
97 23.048 6.48 0.64
98 6.269 8.86 3.19
99 20.622 5.87 9.81
100 8.534 2.74 4.75
101 22.809 6.4 10.98
102 18.936 3.79 2.99
103 20.541 6.08 11.62
104 7.156 10.49 2.87
105 5.072 1.2 0.72
106 8.684 2.38 2.67
107 21.107 10.09 1.28
108 6.735 10.8 7.28
109 5.578 8.46 4.26
110 11.552 3.84 5.71
111 10.557 0.52 11.7
112 12.877 6.33 6.05
113 5.702 10.91 2.49
114 19.043 8.54 10.38
115 20.779 5.72 4.8
116 21.349 1.94 11.72
117 14.899 1.26 1.01
118 12.247 2.5 4.69
119 12.401 8.06 6.16
120 22.383 6.05 2.86
121 17.631 2.86 5.15
122 22.854 4.27 10.96
123 14.816 4.31 9.55
124 11.685 11.63 7.46
125 10.261 6.45 8.51
126 7.751 8.44 2.3
127 15.509 7.74 7.83
128 9.447 4.27 8.83
129 20.47 6.31 6.74
130 5.07 4.7 2.14
131 10.723 10.63 1.71
132 8.789 7.4 4.99
133 20.933 7.96 6.35
134 19.729 2.01 10.99
135 10.926 10.02 2.73
136 13.077 3.9 5.18
137 12.872 8.62 1.82
138 8.908 4.73 1.32
139 18.113 1.06 9.37
140 17.508 8.33 9.95
141 17.827 4.26 5.83
142 14.67 4.42 5.32
143 20.746 9.38 0.2
144 14.855 0.31 6.05
145 5.83 8.25 4.08
146 10.866 1.37 1.87
147 16.681 9.89 4.53
148 10.641 3.1 7.78
149 18.693 0.75 5.01
150 7.472 2.75 8.49
151 7.12 8.09 9.81
152 10.409 2.46 5.97
153 23.052 11.22 4.25
154 22.25 2.18 3.58
155 10.061 2.31 11.49
156 17.2 6.77 9.87
157 8.626 4.6 11.18
158 11.465 1.3 2.8
159 20.009 0.49 8.29
160 18.013 6.76 6.01
161 13.255 0.59 4.47
162 18.505 6.33 4.38
163 14.451 8.94 9.41
164 20.433 1.78 4.94
165 9.28 2.55 9.49
166 8.248 7.1 11.37
167 22.217 5.33 3.88
168 5.244 3.19 1.23
169 15.834 9.29 3.88
170 4.77 7.0 6.39
171 21.57 0.79 3.95
172 22.674 10.13 0.81
173 19.257 2.34 11.14
174 6.449 3.49 9.91
175 19.774 5.36 8.9
176 20.157 10.64 11.39
177 13.886 11.56 8.6
178 16.331 0.77 11.53
179 8.801 2.59 6.53
180 15.033 8.82 2.24
181 21.926 10.4 6.26
182 23.044 5.73 11.51
183 21.499 0.75 4.53
184 13.63 2.64 4.18
185 5.882 4.11 10.8
186 8.263 5.92 5.03
187 21.953 9.24 1.7
188 5.735 5.21 10.71
189 7.987 0.59 4.26
190 13.596 5.92 0.68
191 21.836 7.1 3.51
192 5.63 11.45 7.11
193 7.344 9.94 11.51
194 12.448 11.78 2.03
195 18.452 8.73 3.89
196 8.609 4.29 3.27
197 8.009 9.69 3.78
198 6.366 6.37 4.81
199 15.325 11.3 10.43
200 18.565 8.66 0.3
201 8.378 7.3 10.65
202 17.769 11.34 8.52
203 13.888 3.5 4.78
204 22.47 9.19 6.4
205 20.157 11.78 2.12
206 7.872 5.82 0.42
207 11.576 7.68 5.75
208 21.846 6.8 1.51
209 7.678 10.1 8.92
210 7.514 1.69 2.86
211 11.01 8.1 1.08
212 19.221 10.64 9.43
213 12.954 9.11 6.14
214 11.542 9.34 1.68
215 9.039 5.58 6.48
216 15.696 6.45 10.86
