location capacity Xf Yf
1 92.25 2.02 3.71
2 55.35 9.73 4.15
3 92.25 3.8 9.41
4 36.9 10.1 4.47
5 36.9 9.2 1.01
6 92.25 1.38 9.26
7 73.8 1.64 6.49
8 55.35 0.92 11.09
9 55.35 6.71 4.82
10 18.45 1.21 10.68
11 36.9 11.09 5.16
12 73.8 8.2 10.32
13 73.8 7.16 7.89
14 18.45 2.81 4.3
15 73.8 1.07 2.5
16 73.8 8.01 3.79
17 73.8 8.16 1.27
18 18.45 6.02 11.09
19 18.45 7.62 5.25
20 36.9 0.71 8.39
21 73.8 6.07 9.07
22 36.9 2.21 7.18
23 36.9 7.0 10.73
24 73.8 7.56 5.02
25 18.45 5.01 11.41
26 55.35 1.48 5.61
27 73.8 0.73 0.47
28 36.9 4.3 8.25
29 92.25 6.68 7.71
30 92.25 11.43 10.29
31 36.9 4.66 9.49
32 92.25 6.63 3.38
33 92.25 8.66 8.18
34 92.25 7.24 3.15
35 92.25 10.17 10.13
36 18.45 3.23 6.51
37 73.8 5.04 7.34
38 18.45 10.87 8.52
39 18.45 8.1 2.08
40 36.9 7.44 8.25
41 92.25 7.4 5.54
42 73.8 0.26 9.87
43 73.8 4.84 9.12
44 73.8 10.79 4.33
45 92.25 8.22 11.03
46 55.35 9.64 11.17
47 18.45 0.82 9.91
48 55.35 1.63 6.01
49 92.25 11.64 8.46
50 36.9 2.71 0.81
51 92.25 5.8 9.57
52 55.35 6.13 5.98
53 18.45 6.27 8.55
54 18.45 9.04 10.33
55 92.25 2.6 0.41
56 55.35 8.7 9.67
57 18.45 9.66 9.09
58 18.45 1.91 6.58
59 55.35 2.95 4.64
60 18.45 1.17 7.65
61 55.35 0.49 10.55
62 55.35 8.98 1.2
63 18.45 8.99 3.47
64 18.45 5.96 11.64
65 18.45 8.0 7.76
66 73.8 2.55 6.83
67 55.35 10.38 7.58
68 55.35 2.04 2.57
69 36.9 2.7 2.16
70 73.8 4.66 1.14
71 18.45 0.94 0.47
72 36.9 4.87 9.98
73 36.9 2.37 6.13
74 73.8 8.33 10.64
75 55.35 10.36 1.53
76 73.8 2.97 9.26
77 73.8 2.12 6.03
78 18.45 6.24 5.88
79 73.8 0.4 7.92
80 92.25 0.91 6.25
81 92.25 1.47 7.82
82 36.9 6.44 3.59
83 36.9 8.72 2.68
84 18.45 11.08 5.83
85 18.45 7.15 9.26
86 55.35 2.95 10.27
87 73.8 0.82 6.75
88 55.35 0.84 8.75
89 92.25 2.49 3.66
90 55.35 8.92 2.02
91 18.45 7.5 0.5
92 73.8 11.54 11.32
93 92.25 7.43 11.15
94 36.9 6.42 8.17
95 92.25 4.65 9.54
96 73.8 3.36 1.91
97 36.9 6.48 0.64
98 92.25 8.86 3.19
99 92.25 5.87 9.81
100 36.9 2.74 4.75
101 36.9 6.4 10.98
102 73.8 3.79 2.99
103 92.25 6.08 11.62
104 55.35 10.49 2.87
105 73.8 1.2 0.72
106 36.9 2.38 2.67
107 92.25 10.09 1.28
108 73.8 10.8 7.28
109 55.35 8.46 4.26
110 73.8 3.84 5.71
111 92.25 0.52 11.7
112 36.9 6.33 6.05
113 73.8 10.91 2.49
114 18.45 8.54 10.38
115 55.35 5.72 4.8
116 36.9 1.94 11.72
117 55.35 1.26 1.01
118 36.9 2.5 4.69
119 55.35 8.06 6.16
120 92.25 6.05 2.86
121 36.9 2.86 5.15
122 73.8 4.27 10.96
123 73.8 4.31 9.55
124 92.25 11.63 7.46
125 18.45 6.45 8.51
126 18.45 8.44 2.3
127 18.45 7.74 7.83
128 92.25 4.27 8.83
129 73.8 6.31 6.74
130 55.35 4.7 2.14
131 55.35 10.63 1.71
132 73.8 7.4 4.99
133 92.25 7.96 6.35
134 55.35 2.01 10.99
135 55.35 10.02 2.73
136 73.8 3.9 5.18
137 18.45 8.62 1.82
138 73.8 4.73 1.32
139 36.9 1.06 9.37
140 18.45 8.33 9.95
141 36.9 4.26 5.83
142 55.35 4.42 5.32
143 73.8 9.38 0.2
144 73.8 0.31 6.05
145 18.45 8.25 4.08
146 73.8 1.37 1.87
147 55.35 9.89 4.53
148 18.45 3.1 7.78
149 73.8 0.75 5.01
150 92.25 2.75 8.49
151 92.25 8.09 9.81
152 36.9 2.46 5.97
153 73.8 11.22 4.25
154 92.25 2.18 3.58
155 18.45 2.31 11.49
156 55.35 6.77 9.87
157 73.8 4.6 11.18
158 18.45 1.3 2.8
159 55.35 0.49 8.29
160 92.25 6.76 6.01
161 73.8 0.59 4.47
162 36.9 6.33 4.38
163 55.35 8.94 9.41
164 18.45 1.78 4.94
165 92.25 2.55 9.49
166 73.8 7.1 11.37
167 73.8 5.33 3.88
168 55.35 3.19 1.23
169 18.45 9.29 3.88
170 18.45 7.0 6.39
171 18.45 0.79 3.95
172 18.45 10.13 0.81
173 55.35 2.34 11.14
174 92.25 3.49 9.91
175 55.35 5.36 8.9
176 92.25 10.64 11.39
177 36.9 11.56 8.6
178 92.25 0.77 11.53
179 92.25 2.59 6.53
180 55.35 8.82 2.24
181 73.8 10.4 6.26
182 18.45 5.73 11.51
183 18.45 0.75 4.53
184 73.8 2.64 4.18
185 36.9 4.11 10.8
186 92.25 5.92 5.03
187 18.45 9.24 1.7
188 36.9 5.21 10.71
189 55.35 0.59 4.26
190 92.25 5.92 0.68
191 18.45 7.1 3.51
192 36.9 11.45 7.11
193 55.35 9.94 11.51
194 36.9 11.78 2.03
195 73.8 8.73 3.89
196 55.35 4.29 3.27
197 55.35 9.69 3.78
