location capacity Xf Yf
1 7.093 9.163 42.638
2 4.579 38.663 23.044
3 5.711 20.72 4.19
4 7.002 13.19 22.424
5 4.955 34.489 3.171
6 8.164 21.475 36.159
7 8.51 40.163 10.814
8 4.118 34.086 7.767
9 5.904 40.095 36.303
10 5.33 34.979 33.704
11 4.432 3.158 10.211
12 6.786 24.86 42.94
13 5.872 5.544 32.026
14 2.798 35.273 3.555
15 9.298 0.253 35.773
16 4.743 34.012 40.052
17 3.589 9.991 25.946
18 6.394 34.992 5.817
19 8.703 42.152 13.639
20 4.121 22.374 3.968
21 8.912 19.036 22.651
22 8.849 21.022 17.548
23 4.024 40.545 37.873
24 5.795 29.501 15.63
25 10.457 27.986 13.901
26 10.108 3.476 16.218
27 2.912 21.703 2.882
28 2.323 40.499 17.811
29 3.804 40.145 15.188
30 5.966 13.755 29.548
31 3.262 15.063 33.505
32 8.697 11.725 25.208
33 3.216 28.787 0.409
34 2.168 36.374 18.265
35 9.211 26.067 6.488
36 2.246 8.857 33.146
37 7.414 20.176 17.648
38 6.02 13.076 29.02
39 7.997 13.722 39.516
40 2.233 10.017 37.183
41 4.734 21.844 34.952
42 7.024 30.444 6.428
43 7.394 5.18 41.533
44 8.878 40.799 23.756
45 7.04 4.964 21.458
46 9.808 20.849 38.694
47 2.822 11.702 25.6
48 8.577 3.647 10.655
49 7.609 33.452 24.932
50 3.131 41.862 10.869
51 7.183 19.334 15.102
52 7.559 16.368 25.344
53 7.306 37.055 2.421
54 5.396 13.281 15.005
55 8.506 26.019 36.769
56 5.828 12.714 13.05
57 6.656 16.222 22.567
58 5.004 17.033 15.824
59 8.631 23.663 2.613
60 2.618 30.032 3.307
61 9.655 5.881 34.379
62 7.536 1.659 2.606
63 4.944 30.345 6.531
64 8.274 13.823 1.921
65 3.61 10.032 19.965
66 4.417 39.3 25.837
67 8.224 4.021 38.93
68 2.995 16.555 8.771
69 2.828 39.859 14.57
70 5.983 24.392 14.762
71 8.301 38.167 8.629
72 2.531 28.257 30.959
73 4.008 43.591 30.249
74 9.697 36.989 4.941
75 7.038 15.322 10.992
76 9.115 19.196 40.401
77 8.586 2.903 31.886
78 2.797 5.021 6.21
79 6.577 13.404 39.168
80 3.987 24.139 22.819
