customer weight Xc Yc
1 1.0 0.5 43.5
2 1.0 1.5 43.5
3 1.0 2.5 43.5
4 1.0 3.5 43.5
5 1.0 4.5 43.5
6 1.0 5.5 43.5
7 1.0 6.5 43.5
8 1.0 7.5 43.5
9 1.0 8.5 43.5
10 1.0 9.5 43.5
11 1.0 10.5 43.5
12 1.0 11.5 43.5
13 1.0 12.5 43.5
14 1.0 13.5 43.5
15 1.0 14.5 43.5
16 1.0 15.5 43.5
17 1.0 16.5 43.5
18 1.297 17.5 43.5
19 1.212 18.5 43.5
20 1.0 19.5 43.5
21 1.279 20.5 43.5
22 1.339 21.5 43.5
23 1.406 22.5 43.5
24 1.258 23.5 43.5
25 1.0 24.5 43.5
26 1.0 25.5 43.5
27 1.0 26.5 43.5
28 1.0 27.5 43.5
29 1.0 28.5 43.5
30 1.0 29.5 43.5
31 1.0 30.5 43.5
32 1.0 31.5 43.5
33 1.0 32.5 43.5
34 1.0 33.5 43.5
35 1.0 34.5 43.5
36 1.0 35.5 43.5
37 1.0 36.5 43.5
38 1.0 37.5 43.5
39 1.0 38.5 43.5
40 1.0 39.5 43.5
41 1.0 40.5 43.5
42 1.0 41.5 43.5
43 1.0 42.5 43.5
44 1.0 43.5 43.5
45 1.0 0.5 42.5
46 1.0 1.5 42.5
47 1.0 2.5 42.5
48 1.0 3.5 42.5
49 1.0 4.5 42.5
50 1.0 5.5 42.5
51 1.0 6.5 42.5
52 1.0 7.5 42.5
53 1.0 8.5 42.5
54 1.0 9.5 42.5
55 1.0 10.5 42.5
56 1.0 11.5 42.5
57 1.0 12.5 42.5
58 1.0 13.5 42.5
59 1.0 14.5 42.5
60 1.0 15.5 42.5
61 1.0 16.5 42.5
62 1.0 17.5 42.5
63 1.492 18.5 42.5
64 1.488 19.5 42.5
65 1.119 20.5 42.5
66 1.477 21.5 42.5
67 1.44 22.5 42.5
68 1.0 23.5 42.5
69 1.076 24.5 42.5
70 1.139 25.5 42.5
71 1.0 26.5 42.5
72 1.0 27.5 42.5
73 1.0 28.5 42.5
74 1.0 29.5 42.5
75 1.0 30.5 42.5
76 1.0 31.5 42.5
77 1.0 32.5 42.5
78 1.0 33.5 42.5
79 1.0 34.5 42.5
80 1.0 35.5 42.5
81 1.0 36.5 42.5
82 1.0 37.5 42.5
83 1.0 38.5 42.5
84 1.0 39.5 42.5
85 1.0 40.5 42.5
86 1.0 41.5 42.5
87 1.0 42.5 42.5
88 1.0 43.5 42.5
89 1.0 0.5 41.5
90 1.0 1.5 41.5
91 1.0 2.5 41.5
92 1.0 3.5 41.5
93 1.0 4.5 41.5
94 1.0 5.5 41.5
95 1.0 6.5 41.5
96 1.0 7.5 41.5
97 1.0 8.5 41.5
98 1.0 9.5 41.5
99 1.0 10.5 41.5
100 1.0 11.5 41.5
101 1.0 12.5 41.5
102 1.0 13.5 41.5
103 1.0 14.5 41.5
104 1.0 15.5 41.5
105 1.0 16.5 41.5
106 1.0 17.5 41.5
107 1.593 18.5 41.5
108 1.305 19.5 41.5
109 1.845 20.5 41.5
110 1.325 21.5 41.5
111 1.261 22.5 41.5
112 1.425 23.5 41.5
113 1.102 24.5 41.5
114 1.243 25.5 41.5
115 1.0 26.5 41.5
116 1.0 27.5 41.5
117 1.0 28.5 41.5
118 1.0 29.5 41.5
119 1.0 30.5 41.5
120 1.0 31.5 41.5
121 1.0 32.5 41.5
122 1.0 33.5 41.5
123 1.0 34.5 41.5
124 1.0 35.5 41.5
125 1.0 36.5 41.5
126 1.0 37.5 41.5
127 1.0 38.5 41.5
128 1.0 39.5 41.5
129 1.0 40.5 41.5
130 1.0 41.5 41.5
131 1.0 42.5 41.5
132 1.0 43.5 41.5
133 1.0 0.5 40.5
134 1.0 1.5 40.5
135 1.0 2.5 40.5
136 1.0 3.5 40.5
137 1.0 4.5 40.5
138 1.0 5.5 40.5
139 1.0 6.5 40.5
140 1.0 7.5 40.5
141 1.0 8.5 40.5
142 1.0 9.5 40.5
143 1.0 10.5 40.5
144 1.0 11.5 40.5
145 1.0 12.5 40.5
146 1.0 13.5 40.5
147 1.0 14.5 40.5
148 1.0 15.5 40.5
149 1.0 16.5 40.5
150 1.0 17.5 40.5
151 1.0 18.5 40.5
152 1.907 19.5 40.5
153 1.715 20.5 40.5
154 1.53 21.5 40.5
155 1.543 22.5 40.5
156 1.233 23.5 40.5
157 1.931 24.5 40.5
158 1.228 25.5 40.5
159 1.0 26.5 40.5
160 1.0 27.5 40.5
161 1.0 28.5 40.5
162 1.0 29.5 40.5
163 1.0 30.5 40.5
164 1.0 31.5 40.5
165 1.0 32.5 40.5
166 1.0 33.5 40.5
167 1.0 34.5 40.5
168 1.0 35.5 40.5
169 1.0 36.5 40.5
170 1.0 37.5 40.5
171 1.0 38.5 40.5
172 1.0 39.5 40.5
173 1.0 40.5 40.5
174 1.0 41.5 40.5
175 1.0 42.5 40.5
176 1.0 43.5 40.5
177 1.0 0.5 39.5
178 1.0 1.5 39.5
179 1.0 2.5 39.5
180 1.0 3.5 39.5
181 1.0 4.5 39.5
182 1.0 5.5 39.5
183 1.0 6.5 39.5
184 1.0 7.5 39.5
185 1.0 8.5 39.5
186 1.0 9.5 39.5
187 1.0 10.5 39.5
188 1.0 11.5 39.5
189 1.0 12.5 39.5
190 1.0 13.5 39.5
191 1.0 14.5 39.5
192 1.0 15.5 39.5
193 1.0 16.5 39.5
194 1.128 17.5 39.5
195 1.27 18.5 39.5
196 1.031 19.5 39.5
197 1.924 20.5 39.5
198 1.091 21.5 39.5
199 1.866 22.5 39.5
200 2.138 23.5 39.5
201 1.098 24.5 39.5
202 1.358 25.5 39.5
203 1.325 26.5 39.5
