location capacity Xf Yf
1 8.39 9.163 42.638
2 10.49 38.663 23.044
3 6.3 20.72 4.19
4 8.39 13.19 22.424
5 4.2 34.489 3.171
6 10.49 21.475 36.159
7 10.49 40.163 10.814
8 2.1 34.086 7.767
9 2.1 40.095 36.303
10 2.1 34.979 33.704
11 8.39 3.158 10.211
12 10.49 24.86 42.94
13 6.3 5.544 32.026
14 4.2 35.273 3.555
15 8.39 0.253 35.773
16 8.39 34.012 40.052
17 10.49 9.991 25.946
18 10.49 34.992 5.817
19 6.3 42.152 13.639
20 10.49 22.374 3.968
21 4.2 19.036 22.651
22 8.39 21.022 17.548
23 10.49 40.545 37.873
24 10.49 29.501 15.63
25 8.39 27.986 13.901
26 10.49 3.476 16.218
27 4.2 21.703 2.882
28 4.2 40.499 17.811
29 10.49 40.145 15.188
30 8.39 13.755 29.548
31 6.3 15.063 33.505
32 8.39 11.725 25.208
33 8.39 28.787 0.409
34 10.49 36.374 18.265
35 4.2 26.067 6.488
36 2.1 8.857 33.146
37 8.39 20.176 17.648
38 4.2 13.076 29.02
39 4.2 13.722 39.516
40 8.39 10.017 37.183
41 2.1 21.844 34.952
42 8.39 30.444 6.428
43 2.1 5.18 41.533
44 2.1 40.799 23.756
45 4.2 4.964 21.458
46 8.39 20.849 38.694
47 10.49 11.702 25.6
48 10.49 3.647 10.655
49 2.1 33.452 24.932
50 10.49 41.862 10.869
51 10.49 19.334 15.102
52 6.3 16.368 25.344
53 4.2 37.055 2.421
54 4.2 13.281 15.005
55 8.39 26.019 36.769
56 8.39 12.714 13.05
57 10.49 16.222 22.567
58 8.39 17.033 15.824
59 2.1 23.663 2.613
60 6.3 30.032 3.307
61 2.1 5.881 34.379
62 6.3 1.659 2.606
63 4.2 30.345 6.531
64 6.3 13.823 1.921
65 4.2 10.032 19.965
66 8.39 39.3 25.837
67 10.49 4.021 38.93
68 4.2 16.555 8.771
69 4.2 39.859 14.57
70 4.2 24.392 14.762
71 6.3 38.167 8.629
72 2.1 28.257 30.959
73 4.2 43.591 30.249
74 10.49 36.989 4.941
75 10.49 15.322 10.992
76 6.3 19.196 40.401
77 2.1 2.903 31.886
78 2.1 5.021 6.21
79 10.49 13.404 39.168
80 4.2 24.139 22.819
81 6.3 22.187 11.48
82 6.3 43.594 25.849
83 4.2 10.154 22.762
84 10.49 28.542 30.941
85 4.2 19.805 32.753
86 2.1 19.688 22.297
87 4.2 15.785 32.733
88 2.1 12.391 5.411
89 6.3 37.715 32.641
90 6.3 5.671 27.903
91 6.3 2.323 25.217
92 2.1 18.505 19.372
93 4.2 39.045 14.119
94 10.49 40.385 13.43
95 8.39 12.789 33.415
96 2.1 38.219 21.77
97 4.2 11.487 36.929
98 2.1 4.374 25.474
99 8.39 18.074 38.639
100 6.3 2.768 18.34
101 2.1 20.941 37.051
102 8.39 40.038 1.65
103 4.2 1.799 28.02
104 2.1 43.225 7.326
105 4.2 37.301 31.047
106 10.49 42.093 10.002
107 2.1 41.108 34.182
108 6.3 1.937 21.467
109 4.2 19.555 37.144
110 4.2 8.119 40.277
111 2.1 37.743 31.285
112 4.2 0.881 29.669
113 2.1 12.425 37.692
114 6.3 0.264 40.078
115 8.39 26.382 25.668
116 10.49 41.466 8.565
117 8.39 38.748 9.712
118 6.3 32.32 20.294
119 6.3 1.735 7.166
120 2.1 34.729 25.403
121 6.3 30.182 10.833
122 6.3 31.588 22.202
123 2.1 43.316 40.998
124 4.2 24.275 25.169
125 4.2 34.871 17.67
126 8.39 11.643 18.615
127 6.3 18.678 31.137
128 6.3 33.834 34.511
129 2.1 24.472 14.944
130 4.2 32.048 26.244
131 4.2 41.673 42.812
132 4.2 6.276 12.074
133 10.49 33.182 10.917
134 2.1 38.206 15.024
135 10.49 15.654 4.132
136 4.2 33.518 22.096
137 8.39 2.402 26.145
138 8.39 11.301 27.987
139 2.1 1.655 27.125
140 10.49 8.088 20.504
141 2.1 36.223 8.287
142 8.39 0.623 28.251
143 4.2 6.675 40.608
144 4.2 25.077 26.141
145 4.2 39.483 27.736
146 6.3 8.338 12.82
147 4.2 36.858 35.685
148 10.49 8.671 24.772
149 2.1 29.271 36.381
150 8.39 5.65 10.255
151 4.2 33.857 13.243
152 10.49 39.956 34.765
153 2.1 0.408 41.145
154 2.1 43.108 13.927
155 8.39 4.59 22.11
156 10.49 39.887 27.557
157 4.2 12.798 40.366
158 4.2 5.951 29.198
159 4.2 33.87 25.547
160 10.49 26.566 0.344
161 6.3 30.104 27.035
162 4.2 29.676 36.53
163 8.39 36.356 36.594
164 4.2 17.456 3.698
165 2.1 12.753 33.05
166 4.2 32.038 26.466
167 2.1 31.037 4.575
168 2.1 32.755 9.808
169 4.2 10.64 39.398
