customer p1x p1y p2x p2y p3x p3y p4x p4y
1 0.0 20.0 1.0 20.0 0.0 19.0 1.0 19.0
2 1.0 20.0 2.0 20.0 1.0 19.0 2.0 19.0
3 2.0 20.0 3.0 20.0 2.0 19.0 3.0 19.0
4 3.0 20.0 4.0 20.0 3.0 19.0 4.0 19.0
5 4.0 20.0 5.0 20.0 4.0 19.0 5.0 19.0
6 5.0 20.0 6.0 20.0 5.0 19.0 6.0 19.0
7 6.0 20.0 7.0 20.0 6.0 19.0 7.0 19.0
8 7.0 20.0 8.0 20.0 7.0 19.0 8.0 19.0
9 8.0 20.0 9.0 20.0 8.0 19.0 9.0 19.0
10 9.0 20.0 10.0 20.0 9.0 19.0 10.0 19.0
11 10.0 20.0 11.0 20.0 10.0 19.0 11.0 19.0
12 11.0 20.0 12.0 20.0 11.0 19.0 12.0 19.0
13 12.0 20.0 13.0 20.0 12.0 19.0 13.0 19.0
14 13.0 20.0 14.0 20.0 13.0 19.0 14.0 19.0
15 14.0 20.0 15.0 20.0 14.0 19.0 15.0 19.0
16 15.0 20.0 16.0 20.0 15.0 19.0 16.0 19.0
17 16.0 20.0 17.0 20.0 16.0 19.0 17.0 19.0
18 17.0 20.0 18.0 20.0 17.0 19.0 18.0 19.0
19 18.0 20.0 19.0 20.0 18.0 19.0 19.0 19.0
20 19.0 20.0 20.0 20.0 19.0 19.0 20.0 19.0
21 0.0 19.0 1.0 19.0 0.0 18.0 1.0 18.0
22 1.0 19.0 2.0 19.0 1.0 18.0 2.0 18.0
23 2.0 19.0 3.0 19.0 2.0 18.0 3.0 18.0
24 3.0 19.0 4.0 19.0 3.0 18.0 4.0 18.0
25 4.0 19.0 5.0 19.0 4.0 18.0 5.0 18.0
26 5.0 19.0 6.0 19.0 5.0 18.0 6.0 18.0
27 6.0 19.0 7.0 19.0 6.0 18.0 7.0 18.0
28 7.0 19.0 8.0 19.0 7.0 18.0 8.0 18.0
29 8.0 19.0 9.0 19.0 8.0 18.0 9.0 18.0
30 9.0 19.0 10.0 19.0 9.0 18.0 10.0 18.0
31 10.0 19.0 11.0 19.0 10.0 18.0 11.0 18.0
32 11.0 19.0 12.0 19.0 11.0 18.0 12.0 18.0
33 12.0 19.0 13.0 19.0 12.0 18.0 13.0 18.0
34 13.0 19.0 14.0 19.0 13.0 18.0 14.0 18.0
35 14.0 19.0 15.0 19.0 14.0 18.0 15.0 18.0
36 15.0 19.0 16.0 19.0 15.0 18.0 16.0 18.0
37 16.0 19.0 17.0 19.0 16.0 18.0 17.0 18.0
38 17.0 19.0 18.0 19.0 17.0 18.0 18.0 18.0
39 18.0 19.0 19.0 19.0 18.0 18.0 19.0 18.0
40 19.0 19.0 20.0 19.0 19.0 18.0 20.0 18.0
41 0.0 18.0 1.0 18.0 0.0 17.0 1.0 17.0
42 1.0 18.0 2.0 18.0 1.0 17.0 2.0 17.0
43 2.0 18.0 3.0 18.0 2.0 17.0 3.0 17.0
44 3.0 18.0 4.0 18.0 3.0 17.0 4.0 17.0
45 4.0 18.0 5.0 18.0 4.0 17.0 5.0 17.0
46 5.0 18.0 6.0 18.0 5.0 17.0 6.0 17.0
47 6.0 18.0 7.0 18.0 6.0 17.0 7.0 17.0
48 7.0 18.0 8.0 18.0 7.0 17.0 8.0 17.0
49 8.0 18.0 9.0 18.0 8.0 17.0 9.0 17.0
50 9.0 18.0 10.0 18.0 9.0 17.0 10.0 17.0
51 10.0 18.0 11.0 18.0 10.0 17.0 11.0 17.0
52 11.0 18.0 12.0 18.0 11.0 17.0 12.0 17.0
53 12.0 18.0 13.0 18.0 12.0 17.0 13.0 17.0
54 13.0 18.0 14.0 18.0 13.0 17.0 14.0 17.0
55 14.0 18.0 15.0 18.0 14.0 17.0 15.0 17.0
56 15.0 18.0 16.0 18.0 15.0 17.0 16.0 17.0
57 16.0 18.0 17.0 18.0 16.0 17.0 17.0 17.0
58 17.0 18.0 18.0 18.0 17.0 17.0 18.0 17.0
59 18.0 18.0 19.0 18.0 18.0 17.0 19.0 17.0
60 19.0 18.0 20.0 18.0 19.0 17.0 20.0 17.0
61 0.0 17.0 1.0 17.0 0.0 16.0 1.0 16.0
62 1.0 17.0 2.0 17.0 1.0 16.0 2.0 16.0
63 2.0 17.0 3.0 17.0 2.0 16.0 3.0 16.0
64 3.0 17.0 4.0 17.0 3.0 16.0 4.0 16.0
65 4.0 17.0 5.0 17.0 4.0 16.0 5.0 16.0
66 5.0 17.0 6.0 17.0 5.0 16.0 6.0 16.0
67 6.0 17.0 7.0 17.0 6.0 16.0 7.0 16.0
68 7.0 17.0 8.0 17.0 7.0 16.0 8.0 16.0
69 8.0 17.0 9.0 17.0 8.0 16.0 9.0 16.0
70 9.0 17.0 10.0 17.0 9.0 16.0 10.0 16.0
71 10.0 17.0 11.0 17.0 10.0 16.0 11.0 16.0
72 11.0 17.0 12.0 17.0 11.0 16.0 12.0 16.0
73 12.0 17.0 13.0 17.0 12.0 16.0 13.0 16.0
74 13.0 17.0 14.0 17.0 13.0 16.0 14.0 16.0
75 14.0 17.0 15.0 17.0 14.0 16.0 15.0 16.0
76 15.0 17.0 16.0 17.0 15.0 16.0 16.0 16.0
77 16.0 17.0 17.0 17.0 16.0 16.0 17.0 16.0
78 17.0 17.0 18.0 17.0 17.0 16.0 18.0 16.0
79 18.0 17.0 19.0 17.0 18.0 16.0 19.0 16.0
80 19.0 17.0 20.0 17.0 19.0 16.0 20.0 16.0
81 0.0 16.0 1.0 16.0 0.0 15.0 1.0 15.0
82 1.0 16.0 2.0 16.0 1.0 15.0 2.0 15.0
83 2.0 16.0 3.0 16.0 2.0 15.0 3.0 15.0
84 3.0 16.0 4.0 16.0 3.0 15.0 4.0 15.0
85 4.0 16.0 5.0 16.0 4.0 15.0 5.0 15.0
86 5.0 16.0 6.0 16.0 5.0 15.0 6.0 15.0
87 6.0 16.0 7.0 16.0 6.0 15.0 7.0 15.0
88 7.0 16.0 8.0 16.0 7.0 15.0 8.0 15.0
89 8.0 16.0 9.0 16.0 8.0 15.0 9.0 15.0
90 9.0 16.0 10.0 16.0 9.0 15.0 10.0 15.0
91 10.0 16.0 11.0 16.0 10.0 15.0 11.0 15.0
92 11.0 16.0 12.0 16.0 11.0 15.0 12.0 15.0
93 12.0 16.0 13.0 16.0 12.0 15.0 13.0 15.0
94 13.0 16.0 14.0 16.0 13.0 15.0 14.0 15.0
95 14.0 16.0 15.0 16.0 14.0 15.0 15.0 15.0
96 15.0 16.0 16.0 16.0 15.0 15.0 16.0 15.0
97 16.0 16.0 17.0 16.0 16.0 15.0 17.0 15.0
98 17.0 16.0 18.0 16.0 17.0 15.0 18.0 15.0
99 18.0 16.0 19.0 16.0 18.0 15.0 19.0 15.0
100 19.0 16.0 20.0 16.0 19.0 15.0 20.0 15.0
101 0.0 15.0 1.0 15.0 0.0 14.0 1.0 14.0
102 1.0 15.0 2.0 15.0 1.0 14.0 2.0 14.0
103 2.0 15.0 3.0 15.0 2.0 14.0 3.0 14.0
104 3.0 15.0 4.0 15.0 3.0 14.0 4.0 14.0
105 4.0 15.0 5.0 15.0 4.0 14.0 5.0 14.0
106 5.0 15.0 6.0 15.0 5.0 14.0 6.0 14.0
107 6.0 15.0 7.0 15.0 6.0 14.0 7.0 14.0
108 7.0 15.0 8.0 15.0 7.0 14.0 8.0 14.0
109 8.0 15.0 9.0 15.0 8.0 14.0 9.0 14.0
110 9.0 15.0 10.0 15.0 9.0 14.0 10.0 14.0
111 10.0 15.0 11.0 15.0 10.0 14.0 11.0 14.0
112 11.0 15.0 12.0 15.0 11.0 14.0 12.0 14.0
113 12.0 15.0 13.0 15.0 12.0 14.0 13.0 14.0
114 13.0 15.0 14.0 15.0 13.0 14.0 14.0 14.0
115 14.0 15.0 15.0 15.0 14.0 14.0 15.0 14.0
116 15.0 15.0 16.0 15.0 15.0 14.0 16.0 14.0
117 16.0 15.0 17.0 15.0 16.0 14.0 17.0 14.0
118 17.0 15.0 18.0 15.0 17.0 14.0 18.0 14.0
119 18.0 15.0 19.0 15.0 18.0 14.0 19.0 14.0
