subarea p1x p1y p2x p2y p3x p3y p4x p4y
1 0.0 20.0 2.0 20.0 0.0 18.0 2.0 18.0
2 2.0 20.0 4.0 20.0 2.0 18.0 4.0 18.0
3 4.0 20.0 6.0 20.0 4.0 18.0 6.0 18.0
4 6.0 20.0 8.0 20.0 6.0 18.0 8.0 18.0
5 8.0 20.0 10.0 20.0 8.0 18.0 10.0 18.0
6 10.0 20.0 12.0 20.0 10.0 18.0 12.0 18.0
7 12.0 20.0 14.0 20.0 12.0 18.0 14.0 18.0
8 14.0 20.0 16.0 20.0 14.0 18.0 16.0 18.0
9 16.0 20.0 18.0 20.0 16.0 18.0 18.0 18.0
10 18.0 20.0 20.0 20.0 18.0 18.0 20.0 18.0
11 0.0 18.0 2.0 18.0 0.0 16.0 2.0 16.0
12 2.0 18.0 4.0 18.0 2.0 16.0 4.0 16.0
13 4.0 18.0 6.0 18.0 4.0 16.0 6.0 16.0
14 6.0 18.0 8.0 18.0 6.0 16.0 8.0 16.0
15 8.0 18.0 10.0 18.0 8.0 16.0 10.0 16.0
16 10.0 18.0 12.0 18.0 10.0 16.0 12.0 16.0
17 12.0 18.0 14.0 18.0 12.0 16.0 14.0 16.0
18 14.0 18.0 16.0 18.0 14.0 16.0 16.0 16.0
19 16.0 18.0 18.0 18.0 16.0 16.0 18.0 16.0
20 18.0 18.0 20.0 18.0 18.0 16.0 20.0 16.0
21 0.0 16.0 2.0 16.0 0.0 14.0 2.0 14.0
22 2.0 16.0 4.0 16.0 2.0 14.0 4.0 14.0
23 4.0 16.0 6.0 16.0 4.0 14.0 6.0 14.0
24 6.0 16.0 8.0 16.0 6.0 14.0 8.0 14.0
25 8.0 16.0 10.0 16.0 8.0 14.0 10.0 14.0
26 10.0 16.0 12.0 16.0 10.0 14.0 12.0 14.0
27 12.0 16.0 14.0 16.0 12.0 14.0 14.0 14.0
28 14.0 16.0 16.0 16.0 14.0 14.0 16.0 14.0
29 16.0 16.0 18.0 16.0 16.0 14.0 18.0 14.0
30 18.0 16.0 20.0 16.0 18.0 14.0 20.0 14.0
31 0.0 14.0 2.0 14.0 0.0 12.0 2.0 12.0
32 2.0 14.0 4.0 14.0 2.0 12.0 4.0 12.0
33 4.0 14.0 6.0 14.0 4.0 12.0 6.0 12.0
34 6.0 14.0 8.0 14.0 6.0 12.0 8.0 12.0
35 8.0 14.0 10.0 14.0 8.0 12.0 10.0 12.0
36 10.0 14.0 12.0 14.0 10.0 12.0 12.0 12.0
37 12.0 14.0 14.0 14.0 12.0 12.0 14.0 12.0
38 14.0 14.0 16.0 14.0 14.0 12.0 16.0 12.0
39 16.0 14.0 18.0 14.0 16.0 12.0 18.0 12.0
40 18.0 14.0 20.0 14.0 18.0 12.0 20.0 12.0
41 0.0 12.0 2.0 12.0 0.0 10.0 2.0 10.0
42 2.0 12.0 4.0 12.0 2.0 10.0 4.0 10.0
43 4.0 12.0 6.0 12.0 4.0 10.0 6.0 10.0
44 6.0 12.0 8.0 12.0 6.0 10.0 8.0 10.0
45 8.0 12.0 10.0 12.0 8.0 10.0 10.0 10.0
46 10.0 12.0 12.0 12.0 10.0 10.0 12.0 10.0
47 12.0 12.0 14.0 12.0 12.0 10.0 14.0 10.0
48 14.0 12.0 16.0 12.0 14.0 10.0 16.0 10.0
49 16.0 12.0 18.0 12.0 16.0 10.0 18.0 10.0
50 18.0 12.0 20.0 12.0 18.0 10.0 20.0 10.0
51 0.0 10.0 2.0 10.0 0.0 8.0 2.0 8.0
