location capacity Xf Yf
1 119.875 12.9 14.88
2 143.189 2.25 17.98
3 434.108 19.72 1.31
4 363.556 2.4 4.37
5 347.191 16.24 7.42
6 463.955 1.03 11.43
7 450.8 4.52 13.91
8 365.988 2.53 4.07
9 321.4 1.96 4.8
10 394.454 11.55 7.94
11 131.558 1.95 7.7
12 97.157 9.52 0.33
13 277.682 14.75 10.07
14 255.178 0.69 7.77
15 106.148 8.82 1.4
16 172.139 15.03 16.14
17 358.887 1.74 7.57
18 293.664 7.27 10.31
19 302.54 17.4 8.97
20 262.888 2.85 19.57
21 333.318 15.56 2.38
22 461.289 9.34 1.77
23 113.017 8.05 4.75
24 457.304 4.42 16.12
25 145.39 6.74 14.21
26 243.955 19.19 8.32
27 317.94 16.87 6.8
28 154.506 18.15 19.75
29 259.565 4.07 3.37
30 252.653 5.09 0.68
31 455.716 4.33 19.71
32 233.416 6.78 3.32
33 432.277 5.99 14.19
34 167.474 7.21 13.79
35 150.404 12.99 1.09
36 242.977 18.41 14.74
37 312.286 3.66 14.93
38 230.088 4.03 1.84
39 197.84 19.56 9.94
40 326.345 16.46 19.28
41 237.624 17.25 12.33
42 125.383 5.57 16.84
43 401.556 6.38 2.64
44 388.487 6.54 10.9
45 117.59 8.94 3.49
46 441.132 10.77 17.39
47 283.81 6.66 13.7
48 407.66 6.92 10.46
49 282.8 3.74 11.74
50 339.846 7.2 4.72
51 174.424 6.23 2.54
52 450.106 8.5 19.38
53 339.243 16.44 14.39
54 418.75 14.09 5.03
55 127.021 2.77 3.19
56 202.119 1.6 18.67
57 289.838 7.53 18.86
58 394.323 13.46 18.2
59 359.03 1.61 15.94
60 424.696 16.57 14.34
61 273.2 19.05 7.48
62 323.657 1.73 13.31
63 275.669 12.62 3.15
64 195.223 7.69 8.41
65 293.264 18.65 17.83
66 93.499 4.24 19.38
67 405.837 7.11 2.38
68 200.986 13.33 3.39
69 135.709 10.67 9.54
70 274.407 0.77 1.0
71 229.14 17.74 9.73
72 225.793 7.23 17.18
73 390.664 2.5 1.53
74 327.609 10.79 4.22
75 160.706 6.92 11.7
76 168.891 0.58 6.53
77 252.16 7.1 1.53
78 345.085 0.45 15.32
79 176.921 14.77 16.07
80 361.419 19.37 14.59
81 116.785 13.51 1.3
82 414.174 9.51 5.54
83 425.952 14.71 7.46
84 284.714 5.13 12.37
85 155.169 0.35 4.32
86 134.27 10.54 3.42
87 407.426 5.51 16.65
88 110.631 11.51 1.55
89 437.589 14.01 9.65
90 346.25 6.73 6.65
91 462.283 14.19 17.7
92 134.067 5.67 12.46
93 448.346 11.95 6.12
94 413.234 13.85 13.64
95 294.928 5.42 9.42
96 315.87 14.88 11.1
97 345.97 14.29 9.91
98 174.022 2.23 7.57
99 251.875 4.32 2.51
100 285.95 8.19 14.51
101 457.156 18.34 1.44
102 447.523 11.72 16.37
103 201.05 9.3 17.4
104 280.898 11.98 4.02
105 132.22 11.08 10.45
106 234.138 0.56 10.93
