location capacity Xf Yf
1 91.7 11.129 16.421
2 45.85 13.547 3.676
3 91.7 2.11 2.093
4 114.62 18.964 11.167
5 22.92 2.126 16.87
6 22.92 11.222 2.527
7 91.7 3.08 7.039
8 68.77 14.783 14.583
9 68.77 15.044 6.625
10 22.92 11.24 6.859
11 22.92 14.362 4.833
12 68.77 0.706 18.585
13 22.92 16.785 4.582
14 68.77 11.205 9.142
15 45.85 4.205 2.748
16 114.62 2.527 13.561
17 45.85 16.667 15.731
18 45.85 12.385 5.061
19 22.92 5.341 18.866
20 114.62 16.731 13.419
21 22.92 7.452 2.291
22 114.62 17.296 7.742
23 68.77 13.61 5.576
24 114.62 19.748 9.368
25 22.92 17.896 3.22
26 68.77 17.167 3.082
27 68.77 13.747 0.989
28 68.77 14.585 14.824
29 68.77 16.07 9.736
30 68.77 8.397 7.901
31 114.62 10.138 16.383
32 91.7 17.637 12.312
33 45.85 1.471 16.197
34 91.7 13.278 2.864
35 91.7 2.577 14.637
36 68.77 2.339 7.813
37 68.77 16.503 13.713
38 45.85 14.519 10.984
39 45.85 4.945 5.609
40 22.92 4.78 5.536
41 22.92 8.233 9.015
42 45.85 13.451 16.333
43 114.62 12.07 17.378
44 22.92 8.725 12.944
45 68.77 19.721 11.639
46 68.77 6.311 15.113
47 68.77 6.865 5.17
48 22.92 14.605 12.783
49 68.77 0.504 14.295
50 22.92 17.098 1.772
51 91.7 11.29 9.467
52 45.85 15.399 12.931
53 45.85 19.333 16.815
54 68.77 18.175 10.362
55 22.92 18.61 1.796
56 45.85 13.742 14.242
57 114.62 6.159 6.909
58 91.7 11.185 10.829
59 22.92 15.091 13.577
60 68.77 19.697 15.606
61 45.85 17.802 8.871
62 68.77 17.131 1.873
63 45.85 17.485 6.277
64 114.62 1.2 3.508
65 114.62 17.256 14.936
66 68.77 19.466 17.152
67 22.92 8.015 7.354
68 91.7 7.42 5.699
69 22.92 9.59 5.034
70 45.85 10.694 17.764
71 68.77 7.46 7.81
72 45.85 2.192 3.942
73 22.92 4.687 4.041
74 45.85 12.125 3.945
75 68.77 6.087 15.103
76 22.92 10.317 3.8
77 91.7 15.892 6.788
78 91.7 4.397 14.542
79 91.7 14.405 19.039
80 68.77 18.442 15.702
81 91.7 17.625 0.812
82 91.7 13.739 12.914
83 114.62 8.097 10.283
84 22.92 11.098 3.036
85 68.77 4.552 16.859
86 68.77 6.74 11.52
87 68.77 11.995 6.106
88 68.77 8.435 7.163
89 91.7 6.194 16.809
90 114.62 16.229 1.065
91 91.7 16.671 4.261
92 91.7 2.463 7.968
93 114.62 12.877 19.1
94 114.62 18.663 10.586
95 22.92 2.647 2.413
96 91.7 11.188 17.862
97 91.7 0.435 1.642
98 68.77 2.77 1.159
99 45.85 17.131 15.585
100 22.92 1.891 13.611
101 45.85 11.029 2.1
102 45.85 18.014 0.576
103 114.62 16.593 6.157
104 22.92 12.463 8.994
105 22.92 12.039 19.01
106 68.77 19.051 17.233
107 91.7 18.865 11.645
108 114.62 14.816 10.288
109 91.7 10.375 10.308
110 114.62 0.823 13.383
111 45.85 18.922 15.865
112 45.85 8.753 14.089
113 22.92 16.888 16.23
114 91.7 4.061 13.223
115 68.77 4.709 4.753
116 22.92 2.506 11.775
117 22.92 7.196 19.371
118 22.92 4.618 16.215
119 45.85 1.382 13.031
120 68.77 10.537 0.994
121 68.77 8.695 19.26
122 114.62 8.075 15.953
123 45.85 3.535 17.783
124 45.85 9.342 1.551
125 68.77 5.629 14.366
126 68.77 6.35 1.69
127 45.85 4.17 18.388
128 91.7 9.832 15.458
129 114.62 5.963 11.32
130 91.7 3.21 2.351
131 91.7 4.622 9.264
132 91.7 18.842 0.625
133 22.92 3.552 11.458
134 22.92 5.126 16.914
135 45.85 4.175 8.882
136 45.85 10.24 3.119
137 68.77 10.353 1.921
138 91.7 19.624 6.267
139 45.85 18.698 6.945
140 114.62 0.618 4.263
141 68.77 6.948 2.817
142 114.62 2.079 10.931
143 91.7 10.136 5.16
144 68.77 13.09 6.424
145 45.85 19.418 7.38
146 22.92 7.331 16.467
147 22.92 12.842 1.828
148 114.62 16.033 7.718
149 45.85 1.318 9.415
150 22.92 1.102 8.991
151 22.92 0.939 7.804
152 22.92 11.297 2.752
153 68.77 0.998 0.97
154 22.92 10.157 7.354
155 68.77 16.686 17.122
156 114.62 14.23 2.867
157 45.85 6.802 19.666
158 91.7 2.879 2.393
159 45.85 6.958 12.528
160 68.77 4.036 10.969
161 91.7 0.561 15.579
162 45.85 2.771 12.898
163 22.92 19.212 8.647
164 22.92 18.602 1.998
165 68.77 8.627 9.989
166 114.62 19.372 17.999
167 91.7 13.264 8.429
168 68.77 5.521 6.798
169 22.92 7.156 1.271
170 22.92 19.159 13.484
171 22.92 15.392 11.366
172 91.7 13.117 2.331
173 68.77 6.866 14.568
174 68.77 12.981 4.894
175 45.85 7.015 2.675
176 22.92 7.755 9.357
177 68.77 9.719 7.142
178 22.92 8.32 10.197
179 91.7 12.509 19.442
180 114.62 16.439 16.418
181 22.92 2.413 4.801
182 45.85 10.485 1.45
183 114.62 18.399 19.353
184 45.85 4.231 1.833
185 91.7 13.198 18.506
186 68.77 5.716 13.65
187 68.77 7.354 12.868
188 68.77 14.069 1.523
189 45.85 2.949 18.399
190 114.62 15.546 13.91
191 68.77 1.127 17.325
192 91.7 0.718 17.356
193 91.7 16.273 16.209
194 91.7 11.619 8.797
195 45.85 8.072 14.293
196 45.85 11.584 7.61
197 114.62 15.215 18.362
198 68.77 4.491 1.879
199 91.7 13.924 3.061
200 114.62 18.641 12.375
201 114.62 17.796 17.586
202 45.85 8.656 18.051
203 45.85 7.85 13.897
204 45.85 11.421 2.001
205 68.77 4.857 2.356
206 45.85 3.558 13.685
207 68.77 12.547 17.563
208 45.85 7.814 16.993
209 114.62 0.497 17.565
210 68.77 19.705 15.159
211 68.77 8.75 8.897
