customer weight coord_x coord_y id_cust fid
1 2441.6929307805594 478861.72591274 5390061.79565943 1 51
2 2441.6929307805594 483861.72591274 5390061.79565943 3 119
3 2441.6929307805594 483861.72591274 5385061.79565943 4 120
4 2441.6929307805594 488861.72591274 5395061.79565943 5 186
5 2441.6929307805594 488861.72591274 5390061.79565943 6 187
6 2441.6929307805594 488861.72591274 5385061.79565943 7 188
7 2441.6929307805594 493861.72591274 5400061.79565943 8 253
8 2441.6929307805594 493861.72591274 5395061.79565943 9 254
9 2441.6929307805594 493861.72591274 5390061.79565943 10 255
10 2441.6929307805594 493861.72591274 5385061.79565943 11 256
11 2441.6929307805594 498861.72591274 5415061.79565943 12 318
12 2441.6929307805594 498861.72591274 5410061.79565943 13 319
13 2441.6929307805594 498861.72591274 5405061.79565943 14 320
14 2441.6929307805594 498861.72591274 5400061.79565943 15 321
15 2441.6929307805594 498861.72591274 5395061.79565943 16 322
16 2441.6929307805594 503861.72591274 5415061.79565943 19 386
17 2441.6929307805594 503861.72591274 5410061.79565943 20 387
18 2441.6929307805594 503861.72591274 5405061.79565943 21 388
19 2441.6929307805594 503861.72591274 5400061.79565943 22 389
20 2441.6929307805594 508861.72591274 5415061.79565943 26 454
21 2441.6929307805594 508861.72591274 5410061.79565943 27 455
22 2441.6929307805594 508861.72591274 5405061.79565943 28 456
23 2441.6929307805594 508861.72591274 5400061.79565943 29 457
24 2441.6929307805594 508861.72591274 5370061.79565943 34 463
25 2441.6929307805594 513861.72591274 5415061.79565943 35 522
26 2441.6929307805594 513861.72591274 5410061.79565943 36 523
27 2441.6929307805594 513861.72591274 5405061.79565943 37 524
28 2441.6929307805594 513861.72591274 5400061.79565943 38 525
29 2441.6929307805594 513861.72591274 5390061.79565943 40 527
30 2441.6929307805594 513861.72591274 5385061.79565943 41 528
31 2441.6929307805594 518861.72591274 5515061.79565943 45 570
32 2441.6929307805594 518861.72591274 5510061.79565943 46 571
33 2441.6929307805594 518861.72591274 5505061.79565943 47 572
34 2441.6929307805594 518861.72591274 5445061.79565943 48 584
35 2441.6929307805594 518861.72591274 5440061.79565943 49 585
36 2441.6929307805594 518861.72591274 5435061.79565943 50 586
37 2441.6929307805594 518861.72591274 5430061.79565943 51 587
38 2441.6929307805594 518861.72591274 5425061.79565943 52 588
39 2441.6929307805594 518861.72591274 5420061.79565943 53 589
40 2441.6929307805594 518861.72591274 5415061.79565943 54 590
41 2441.6929307805594 518861.72591274 5410061.79565943 55 591
42 2441.6929307805594 518861.72591274 5405061.79565943 56 592
43 2441.6929307805594 518861.72591274 5400061.79565943 57 593
44 2441.6929307805594 518861.72591274 5395061.79565943 58 594
45 2441.6929307805594 518861.72591274 5390061.79565943 59 595
46 2441.6929307805594 518861.72591274 5380061.79565943 61 597
47 2441.6929307805594 518861.72591274 5375061.79565943 62 598
48 2441.6929307805594 523861.72591274 5515061.79565943 64 638
49 2441.6929307805594 523861.72591274 5510061.79565943 65 639
50 2441.6929307805594 523861.72591274 5505061.79565943 66 640
51 2441.6929307805594 523861.72591274 5500061.79565943 67 641
52 2441.6929307805594 523861.72591274 5445061.79565943 68 652
53 2441.6929307805594 523861.72591274 5440061.79565943 69 653
54 2441.6929307805594 523861.72591274 5435061.79565943 70 654
55 2441.6929307805594 523861.72591274 5430061.79565943 71 655
56 2441.6929307805594 523861.72591274 5425061.79565943 72 656
57 2441.6929307805594 523861.72591274 5420061.79565943 73 657
58 2441.6929307805594 523861.72591274 5415061.79565943 74 658
59 2441.6929307805594 523861.72591274 5410061.79565943 75 659
60 2441.6929307805594 523861.72591274 5405061.79565943 76 660
61 2441.6929307805594 523861.72591274 5400061.79565943 77 661
62 2441.6929307805594 523861.72591274 5395061.79565943 78 662
63 2441.6929307805594 523861.72591274 5390061.79565943 79 663
64 2441.6929307805594 523861.72591274 5385061.79565943 80 664
65 2441.6929307805594 523861.72591274 5380061.79565943 81 665
66 2441.6929307805594 523861.72591274 5375061.79565943 82 666
67 2441.6929307805594 528861.72591274 5515061.79565943 84 706
68 2441.6929307805594 528861.72591274 5510061.79565943 85 707
69 2441.6929307805594 528861.72591274 5505061.79565943 86 708
70 2441.6929307805594 528861.72591274 5500061.79565943 87 709
71 2441.6929307805594 528861.72591274 5495061.79565943 88 710
72 2441.6929307805594 528861.72591274 5490061.79565943 89 711
73 2441.6929307805594 528861.72591274 5485061.79565943 90 712
74 2441.6929307805594 528861.72591274 5480061.79565943 91 713
75 2441.6929307805594 528861.72591274 5450061.79565943 92 719
76 2441.6929307805594 528861.72591274 5445061.79565943 93 720
77 2441.6929307805594 528861.72591274 5440061.79565943 94 721
78 2441.6929307805594 528861.72591274 5435061.79565943 95 722
79 2441.6929307805594 528861.72591274 5430061.79565943 96 723
80 2441.6929307805594 528861.72591274 5425061.79565943 97 724
81 2441.6929307805594 528861.72591274 5420061.79565943 98 725
82 2441.6929307805594 528861.72591274 5415061.79565943 99 726
83 2441.6929307805594 528861.72591274 5410061.79565943 100 727
84 2441.6929307805594 528861.72591274 5405061.79565943 101 728
85 2441.6929307805594 528861.72591274 5400061.79565943 102 729
86 2441.6929307805594 528861.72591274 5395061.79565943 103 730
87 2441.6929307805594 528861.72591274 5390061.79565943 104 731
88 2441.6929307805594 528861.72591274 5385061.79565943 105 732
89 2441.6929307805594 528861.72591274 5380061.79565943 106 733
90 2441.6929307805594 528861.72591274 5375061.79565943 107 734
91 2441.6929307805594 533861.72591274 5510061.79565943 109 775
92 2441.6929307805594 533861.72591274 5505061.79565943 110 776
93 2441.6929307805594 533861.72591274 5500061.79565943 111 777
94 2441.6929307805594 533861.72591274 5495061.79565943 112 778
95 2441.6929307805594 533861.72591274 5490061.79565943 113 779
96 2441.6929307805594 533861.72591274 5485061.79565943 114 780
97 2441.6929307805594 533861.72591274 5480061.79565943 115 781
98 2441.6929307805594 533861.72591274 5475061.79565943 116 782
99 2441.6929307805594 533861.72591274 5455061.79565943 117 786
100 2441.6929307805594 533861.72591274 5450061.79565943 118 787
101 2441.6929307805594 533861.72591274 5445061.79565943 119 788
102 2441.6929307805594 533861.72591274 5440061.79565943 120 789
103 2441.6929307805594 533861.72591274 5435061.79565943 121 790
104 2441.6929307805594 533861.72591274 5430061.79565943 122 791
105 2441.6929307805594 533861.72591274 5425061.79565943 123 792
106 2441.6929307805594 533861.72591274 5420061.79565943 124 793
107 2441.6929307805594 533861.72591274 5415061.79565943 125 794
108 2441.6929307805594 533861.72591274 5410061.79565943 126 795
109 2441.6929307805594 533861.72591274 5405061.79565943 127 796
110 2441.6929307805594 533861.72591274 5400061.79565943 128 797
111 2441.6929307805594 533861.72591274 5395061.79565943 129 798
112 2441.6929307805594 533861.72591274 5385061.79565943 131 800
113 2441.6929307805594 533861.72591274 5375061.79565943 133 802
114 2441.6929307805594 533861.72591274 5370061.79565943 134 803
115 2441.6929307805594 538861.72591274 5500061.79565943 136 845
116 2441.6929307805594 538861.72591274 5495061.79565943 137 846
117 2441.6929307805594 538861.72591274 5490061.79565943 138 847
118 2441.6929307805594 538861.72591274 5485061.79565943 139 848
119 2441.6929307805594 538861.72591274 5480061.79565943 140 849
120 2441.6929307805594 538861.72591274 5475061.79565943 141 850
121 2441.6929307805594 538861.72591274 5470061.79565943 142 851
122 2441.6929307805594 538861.72591274 5460061.79565943 143 853
123 2441.6929307805594 538861.72591274 5455061.79565943 144 854
124 2441.6929307805594 538861.72591274 5450061.79565943 145 855
125 2441.6929307805594 538861.72591274 5445061.79565943 146 856
