location capacity Xf Yf
1 79.337 8.39 15.8
2 94.767 7.81 1.21
3 287.304 1.24 9.43
4 240.611 2.92 15.37
5 229.78 7.29 1.19
6 307.058 6.89 12.12
7 298.351 0.85 6.15
8 242.221 1.88 1.29
9 212.712 7.21 0.22
10 261.06 9.8 7.01
11 87.069 1.9 6.59
12 64.302 9.41 6.56
13 183.778 5.74 8.12
14 168.884 12.16 10.08
15 70.252 10.4 1.86
16 113.926 2.14 10.02
17 237.521 8.03 9.88
18 194.355 9.36 4.83
19 200.229 11.64 6.79
20 173.986 3.41 10.7
21 220.599 9.59 5.94
22 305.293 12.0 7.8
23 74.798 3.16 5.06
24 302.656 6.23 15.62
25 96.223 2.73 5.67
26 161.457 12.75 12.94
27 210.422 1.43 4.78
28 102.257 2.23 10.63
29 171.787 10.45 15.56
30 167.213 6.24 11.86
31 301.606 2.01 12.27
32 154.481 6.21 2.1
33 286.093 8.38 3.57
34 110.839 13.99 3.99
35 99.542 9.17 12.03
36 160.809 14.06 14.52
37 206.679 11.75 2.94
38 152.279 4.47 12.06
39 130.936 0.32 12.93
40 215.984 6.74 11.34
41 157.266 3.02 9.68
42 82.982 2.18 5.69
43 265.761 12.62 2.18
44 257.112 3.97 6.21
45 77.825 7.47 4.96
46 291.953 10.76 10.79
47 187.833 6.51 5.73
48 269.8 3.88 8.79
49 187.165 4.39 15.11
50 224.919 8.41 4.29
51 115.439 13.85 4.78
52 297.892 15.13 11.59
53 224.521 9.45 10.67
54 277.14 1.19 10.18
55 84.067 1.8 6.7
56 133.769 10.48 7.31
57 191.823 15.2 10.07
58 260.974 7.46 0.27
59 237.616 0.83 6.28
60 281.076 11.76 3.57
61 180.811 4.83 7.68
62 214.206 15.63 3.44
63 182.446 6.93 10.99
64 129.204 13.49 6.79
65 194.09 9.29 0.59
66 61.881 10.59 6.68
67 268.594 12.94 4.0
68 133.018 14.64 6.63
69 89.817 5.76 5.62
70 181.61 7.17 1.53
71 151.651 0.43 4.63
72 149.436 10.48 13.22
73 258.552 11.77 4.97
74 216.821 1.5 1.82
75 106.36 4.7 3.79
76 111.777 11.46 10.76
77 166.887 14.05 13.07
78 228.387 7.88 5.42
79 117.092 10.41 3.4
80 239.197 11.15 10.46
81 77.292 15.01 5.47
82 274.111 12.25 0.87
83 281.906 14.55 3.6
84 188.432 6.88 6.79
85 102.695 7.96 3.71
86 88.864 7.76 6.58
87 269.645 7.59 9.68
88 73.219 11.94 10.17
89 289.608 0.58 4.15
90 229.158 12.48 3.64
91 305.952 12.13 4.21
92 88.73 1.54 9.77
93 296.727 11.1 4.6
94 273.49 9.09 15.27
95 195.192 9.33 4.05
96 209.052 1.81 6.85
97 228.973 14.92 3.13
98 115.173 14.81 6.53
99 166.698 13.01 12.11
100 189.25 3.34 13.15
101 302.558 2.89 5.02
102 296.183 2.16 9.1
103 133.061 0.88 6.28
104 185.906 11.95 9.56
105 87.508 9.72 11.73
106 154.959 7.24 9.12
107 111.367 0.94 4.06
108 75.295 15.34 9.71
109 277.36 3.47 12.43
110 247.435 9.09 10.4
111 277.248 14.93 12.47
112 261.22 11.59 14.98
113 151.354 15.0 12.25
114 250.018 1.15 12.83
115 188.914 1.71 10.2
116 250.134 14.98 11.81
117 135.487 10.14 15.59
118 140.582 15.59 7.81
119 280.412 12.13 14.33
120 63.6 2.53 15.79
121 184.483 8.39 8.71
122 272.827 2.91 3.73
123 274.463 14.84 2.54
124 160.136 7.81 3.2
125 156.998 9.06 5.1
126 114.937 5.31 7.6
127 122.621 9.12 10.48
128 79.489 13.69 14.62
129 160.959 5.79 12.12
130 108.23 1.29 3.09
131 296.396 1.21 8.96
132 219.604 8.94 11.07
133 195.178 13.35 0.86
134 192.137 2.0 7.35
135 142.893 12.22 13.7
136 216.194 0.94 9.27
137 123.428 10.0 7.74
138 132.437 11.4 12.05
139 183.036 4.17 6.94
140 88.856 10.73 15.3
141 141.618 4.46 6.11
142 302.74 0.49 6.69
143 300.724 10.47 5.35
144 213.895 9.25 5.12
145 303.601 4.95 8.5
146 64.73 3.65 3.42
147 210.794 15.58 14.19
148 240.864 11.44 5.46
149 105.067 14.75 9.48
150 184.511 9.03 10.54
151 117.171 15.65 15.49
152 169.062 15.23 0.8
153 188.925 6.1 2.84
154 100.103 2.75 12.16
155 263.497 4.13 5.2
156 137.893 13.02 13.07
157 271.322 8.07 10.34
158 252.25 10.62 13.72
159 86.528 0.22 14.39
160 92.024 6.66 2.96
161 76.743 13.81 12.29
162 199.576 0.25 1.45
163 82.902 8.36 10.54
164 292.305 9.23 3.63
165 231.091 5.77 0.23
166 209.107 14.77 12.52
167 116.826 6.58 13.93
168 79.82 13.14 10.55
169 227.007 5.56 5.59
170 230.225 8.6 4.72
171 184.763 1.8 9.99
172 218.699 2.05 8.09
173 72.377 2.7 4.13
174 185.869 6.42 12.51
175 104.092 0.55 10.66
176 205.696 1.14 14.4
177 217.49 3.59 3.49
178 163.512 14.02 4.37
179 88.553 0.76 5.36
180 72.749 13.77 12.99
181 148.366 4.4 9.07
182 198.743 4.61 8.65
183 299.524 15.02 0.65
184 156.076 1.98 8.95
185 197.728 12.75 10.05
186 240.863 8.54 7.38
187 210.619 11.02 11.6
188 272.799 3.73 3.03
189 125.795 3.05 6.43
190 164.009 8.61 7.26
191 287.764 2.57 14.04
192 228.948 13.32 2.15
193 215.019 15.25 5.22
194 214.038 6.63 9.19
195 62.818 14.67 0.44
196 159.765 0.84 3.87
197 285.977 2.26 1.23
198 231.519 14.97 12.93
199 261.498 9.44 7.63
200 74.721 11.67 13.06
201 91.83 7.38 8.0
202 304.052 14.86 13.4
203 114.727 14.13 7.12
204 180.215 4.68 2.05
205 187.288 0.7 0.99
206 190.121 11.38 8.83
207 248.795 10.56 7.88
208 112.294 1.65 8.63
209 241.668 14.53 14.06
210 261.951 2.64 9.81
211 97.809 7.39 11.83
212 119.719 1.34 7.45
213 82.026 2.4 8.17
214 67.711 3.42 0.57
215 247.648 9.08 13.3
216 247.91 15.11 2.65
217 183.679 10.32 2.74
218 226.76 12.61 8.6
219 111.332 10.27 13.19
220 277.235 5.08 14.47
221 100.54 14.04 0.25
222 114.416 10.37 7.76
223 155.982 13.9 6.77
224 77.122 14.4 12.27
225 160.571 5.56 3.25
226 107.409 11.68 3.18
227 233.834 12.12 2.24
228 276.798 12.77 10.59
229 120.24 14.74 14.28
230 102.18 1.98 13.66
231 189.594 11.02 9.73
232 65.644 8.19 9.62
233 76.527 4.96 1.61
234 88.329 3.62 12.47
