location capacity Xf Yf
1 71.385 8.388 15.795
2 37.249 7.814 1.208
3 45.912 1.238 9.431
4 31.245 2.919 15.375
5 81.239 7.293 1.187
6 85.54 6.894 12.121
7 23.472 0.846 6.148
8 62.355 1.881 1.285
9 79.393 7.214 0.222
10 67.043 9.804 7.011
11 56.61 1.896 6.595
12 28.77 9.412 6.562
13 17.699 5.743 8.116
14 72.094 12.163 10.076
15 36.192 10.395 1.856
16 48.859 2.14 10.016
17 38.014 8.031 9.876
18 48.485 9.36 4.831
19 43.567 11.639 6.786
20 54.195 3.414 10.698
21 25.152 9.592 5.942
22 50.332 12.0 7.804
23 68.174 3.158 5.056
24 32.685 6.227 15.622
25 71.661 2.734 5.672
26 63.353 12.749 12.937
27 20.097 1.432 4.777
28 40.551 2.225 10.634
29 56.388 10.447 15.559
30 75.798 6.236 11.861
31 71.911 2.009 12.269
32 56.715 6.214 2.104
33 73.24 8.383 3.568
34 81.144 13.985 3.992
35 51.396 9.173 12.035
36 25.274 14.061 14.524
37 64.364 11.753 2.936
38 65.251 4.468 12.06
39 85.04 0.324 12.928
40 68.179 6.744 11.341
41 65.835 3.021 9.682
42 29.349 2.176 5.689
43 66.274 12.623 2.175
44 81.686 3.97 6.214
45 72.416 7.472 4.962
46 43.103 10.764 10.793
47 85.417 6.51 5.729
48 25.4 3.878 8.793
49 43.955 4.388 15.11
50 21.316 8.409 4.291
51 50.07 13.845 4.778
52 20.375 15.133 11.59
53 71.561 9.452 10.67
54 27.767 1.186 10.175
55 74.185 1.8 6.703
56 52.098 10.48 7.313
57 82.366 15.2 10.073
58 43.779 7.461 0.268
59 36.378 0.83 6.28
60 86.575 11.761 3.573
61 20.01 4.827 7.675
62 73.823 15.633 3.438
63 69.491 6.925 10.989
64 38.243 13.489 6.793
65 84.772 9.286 0.592
66 46.838 10.593 6.675
67 25.168 12.936 3.998
68 24.928 14.641 6.628
69 51.585 5.764 5.615
70 82.366 7.165 1.53
71 54.406 0.43 4.63
72 75.651 10.479 13.218
73 64.191 11.772 4.968
74 60.231 1.498 1.825
75 44.624 4.703 3.788
76 54.241 11.46 10.765
77 37.221 14.049 13.069
78 56.155 7.878 5.416
79 63.316 10.411 3.401
80 60.364 11.149 10.458
81 52.368 15.011 5.474
82 48.448 12.247 0.868
83 73.141 14.55 3.603
84 72.923 6.876 6.79
85 26.245 7.962 3.71
86 36.8 7.763 6.578
87 57.875 7.586 9.683
88 52.787 11.939 10.171
89 50.835 0.575 4.147
90 20.055 12.48 3.642
91 34.388 12.132 4.21
92 57.196 1.541 9.769
93 38.327 11.103 4.599
94 46.611 9.093 15.268
95 35.659 9.33 4.046
96 65.951 1.813 6.848
97 39.85 14.916 3.125
98 31.034 14.807 6.526
99 20.96 13.014 12.106
100 50.085 3.335 13.146
101 69.409 2.891 5.02
102 60.575 2.165 9.105
103 29.077 0.88 6.279
104 78.454 11.951 9.558
105 77.812 9.722 11.728
106 29.095 7.237 9.122
107 32.408 0.943 4.061
108 54.018 15.337 9.706
109 70.469 3.471 12.431
110 32.16 9.089 10.398
111 45.284 14.928 12.471
112 85.062 11.594 14.983
113 27.38 15.003 12.246
114 36.189 1.149 12.83
115 26.4 1.711 10.202
116 72.729 14.984 11.814
117 41.102 10.142 15.589
118 77.304 15.595 7.805
119 18.458 12.126 14.332
120 58.927 2.527 15.792
121 46.023 8.392 8.709
122 39.242 2.908 3.731
123 22.535 14.839 2.544
124 34.262 7.806 3.197
125 76.146 9.064 5.098
126 20.767 5.309 7.604
127 83.756 9.123 10.483
128 73.322 13.685 14.616
129 85.368 5.785 12.119
130 19.462 1.293 3.092
131 21.479 1.206 8.957
132 46.544 8.936 11.069
133 27.937 13.346 0.856
134 55.12 1.999 7.355
135 65.117 12.215 13.697
136 53.369 0.939 9.269
137 56.052 9.998 7.742
138 36.291 11.399 12.049
139 30.008 4.17 6.945
140 68.646 10.73 15.301
141 81.689 4.455 6.109
142 82.43 0.488 6.693
143 71.631 10.468 5.345
144 50.846 9.246 5.12
145 61.367 4.954 8.501
146 77.363 3.651 3.418
147 65.696 15.576 14.188
148 56.449 11.444 5.462
149 55.249 14.754 9.475
150 20.538 9.031 10.54
151 72.204 15.65 15.49
152 73.451 15.231 0.804
153 62.768 6.096 2.844
154 60.652 2.755 12.16
155 51.846 4.131 5.198
156 51.622 13.025 13.066
157 20.427 8.067 10.336
158 43.478 10.619 13.722
159 35.145 0.221 14.389
160 28.648 6.663 2.962
161 39.423 13.806 12.287
162 53.1 0.251 1.455
163 71.867 8.358 10.544
164 69.452 9.232 3.629
165 17.603 5.775 0.228
166 45.874 14.766 12.516
167 85.481 6.581 13.932
168 36.823 13.143 10.551
169 66.419 5.564 5.59
170 60.249 8.604 4.721
171 76.477 1.797 9.991
172 77.654 2.053 8.093
173 73.887 2.703 4.131
174 67.116 6.416 12.512
175 43.98 0.552 10.657
176 78.835 1.141 14.402
177 52.866 3.588 3.492
178 70.972 14.024 4.373
179 44.772 0.763 5.364
180 42.261 13.767 12.989
181 58.789 4.404 9.067
182 47.998 4.605 8.654
183 44.27 15.019 0.652
184 62.834 1.976 8.954
185 35.965 12.748 10.049
186 67.619 8.538 7.384
187 78.469 11.019 11.602
188 46.225 3.732 3.035
189 57.467 3.052 6.435
190 60.319 8.608 7.261
191 38.705 2.567 14.04
192 46.198 13.325 2.15
193 44.288 15.247 5.22
194 63.512 6.628 9.188
195 38.679 14.67 0.443
196 69.431 0.838 3.866
197 63.114 2.261 1.234
