location capacity Xf Yf
1 21.68 8.388 15.795
2 4.34 7.814 1.208
3 21.68 1.238 9.431
4 13.01 2.919 15.375
5 17.34 7.293 1.187
6 8.67 6.894 12.121
7 13.01 0.846 6.148
8 13.01 1.881 1.285
9 17.34 7.214 0.222
10 21.68 9.804 7.011
11 13.01 1.896 6.595
12 8.67 9.412 6.562
13 13.01 5.743 8.116
14 13.01 12.163 10.076
15 13.01 10.395 1.856
16 4.34 2.14 10.016
17 17.34 8.031 9.876
18 13.01 9.36 4.831
19 4.34 11.639 6.786
20 21.68 3.414 10.698
21 8.67 9.592 5.942
22 17.34 12.0 7.804
23 13.01 3.158 5.056
24 21.68 6.227 15.622
25 13.01 2.734 5.672
26 4.34 12.749 12.937
27 17.34 1.432 4.777
28 8.67 2.225 10.634
29 4.34 10.447 15.559
30 13.01 6.236 11.861
31 21.68 2.009 12.269
32 13.01 6.214 2.104
33 17.34 8.383 3.568
34 13.01 13.985 3.992
35 21.68 9.173 12.035
36 8.67 14.061 14.524
37 21.68 11.753 2.936
38 4.34 4.468 12.06
39 13.01 0.324 12.928
40 8.67 6.744 11.341
41 8.67 3.021 9.682
42 4.34 2.176 5.689
43 21.68 12.623 2.175
44 8.67 3.97 6.214
45 8.67 7.472 4.962
46 21.68 10.764 10.793
47 21.68 6.51 5.729
48 8.67 3.878 8.793
49 17.34 4.388 15.11
50 8.67 8.409 4.291
51 21.68 13.845 4.778
52 17.34 15.133 11.59
53 13.01 9.452 10.67
54 17.34 1.186 10.175
55 4.34 1.8 6.703
56 21.68 10.48 7.313
57 4.34 15.2 10.073
58 8.67 7.461 0.268
59 13.01 0.83 6.28
60 8.67 11.761 3.573
61 8.67 4.827 7.675
62 17.34 15.633 3.438
63 4.34 6.925 10.989
64 4.34 13.489 6.793
65 17.34 9.286 0.592
66 8.67 10.593 6.675
67 17.34 12.936 3.998
68 4.34 14.641 6.628
69 8.67 5.764 5.615
70 13.01 7.165 1.53
71 21.68 0.43 4.63
72 8.67 10.479 13.218
73 21.68 11.772 4.968
74 4.34 1.498 1.825
75 8.67 4.703 3.788
76 13.01 11.46 10.765
77 17.34 14.049 13.069
78 4.34 7.878 5.416
79 4.34 10.411 3.401
80 13.01 11.149 10.458
81 17.34 15.011 5.474
82 4.34 12.247 0.868
83 21.68 14.55 3.603
84 21.68 6.876 6.79
85 17.34 7.962 3.71
86 17.34 7.763 6.578
87 4.34 7.586 9.683
88 8.67 11.939 10.171
89 8.67 0.575 4.147
90 21.68 12.48 3.642
91 4.34 12.132 4.21
92 21.68 1.541 9.769
93 21.68 11.103 4.599
