location capacity Xf Yf
1 245.91 8.39 15.8
2 122.95 7.81 1.21
3 245.91 1.24 9.43
4 307.38 2.92 15.37
5 61.48 7.29 1.19
6 61.48 6.89 12.12
7 245.91 0.85 6.15
8 184.43 1.88 1.29
9 184.43 7.21 0.22
10 61.48 9.8 7.01
11 61.48 1.9 6.59
12 184.43 9.41 6.56
13 61.48 5.74 8.12
14 184.43 12.16 10.08
15 122.95 10.4 1.86
16 307.38 2.14 10.02
17 122.95 8.03 9.88
18 122.95 9.36 4.83
19 61.48 11.64 6.79
20 307.38 3.41 10.7
21 61.48 9.59 5.94
22 307.38 12.0 7.8
23 184.43 3.16 5.06
24 307.38 6.23 15.62
25 61.48 2.73 5.67
26 184.43 12.75 12.94
27 184.43 1.43 4.78
28 184.43 2.23 10.63
29 184.43 10.45 15.56
30 184.43 6.24 11.86
31 307.38 2.01 12.27
32 245.91 6.21 2.1
33 122.95 8.38 3.57
34 245.91 13.99 3.99
35 245.91 9.17 12.03
36 184.43 14.06 14.52
37 184.43 11.75 2.94
38 122.95 4.47 12.06
39 122.95 0.32 12.93
40 61.48 6.74 11.34
41 61.48 3.02 9.68
42 122.95 2.18 5.69
43 307.38 12.62 2.18
44 61.48 3.97 6.21
45 184.43 7.47 4.96
46 184.43 10.76 10.79
47 184.43 6.51 5.73
48 61.48 3.88 8.79
49 184.43 4.39 15.11
50 61.48 8.41 4.29
51 245.91 13.85 4.78
52 122.95 15.13 11.59
53 122.95 9.45 10.67
54 184.43 1.19 10.18
55 61.48 1.8 6.7
56 122.95 10.48 7.31
57 307.38 15.2 10.07
58 245.91 7.46 0.27
59 61.48 0.83 6.28
60 184.43 11.76 3.57
61 122.95 4.83 7.68
62 184.43 15.63 3.44
63 122.95 6.93 10.99
64 307.38 13.49 6.79
65 307.38 9.29 0.59
66 184.43 10.59 6.68
67 61.48 12.94 4.0
68 245.91 14.64 6.63
69 61.48 5.76 5.62
70 122.95 7.17 1.53
71 184.43 0.43 4.63
72 122.95 10.48 13.22
73 61.48 11.77 4.97
74 122.95 1.5 1.82
75 184.43 4.7 3.79
76 61.48 11.46 10.76
77 245.91 14.05 13.07
78 245.91 7.88 5.42
79 245.91 10.41 3.4
80 184.43 11.15 10.46
81 245.91 15.01 5.47
82 245.91 12.25 0.87
83 307.38 14.55 3.6
84 61.48 6.88 6.79
85 184.43 7.96 3.71
86 184.43 7.76 6.58
87 184.43 7.59 9.68
88 184.43 11.94 10.17
89 245.91 0.58 4.15
90 307.38 12.48 3.64
91 245.91 12.13 4.21
92 245.91 1.54 9.77
93 307.38 11.1 4.6
94 307.38 9.09 15.27
95 61.48 9.33 4.05
96 245.91 1.81 6.85
97 245.91 14.92 3.13
98 184.43 14.81 6.53
99 122.95 13.01 12.11
100 61.48 3.34 13.15
101 122.95 2.89 5.02
102 122.95 2.16 9.1
103 307.38 0.88 6.28
104 61.48 11.95 9.56
105 61.48 9.72 11.73
106 184.43 7.24 9.12
107 245.91 0.94 4.06
108 307.38 15.34 9.71
109 245.91 3.47 12.43
110 307.38 9.09 10.4
111 122.95 14.93 12.47
112 122.95 11.59 14.98
113 61.48 15.0 12.25
114 245.91 1.15 12.83
115 184.43 1.71 10.2
116 61.48 14.98 11.81
117 61.48 10.14 15.59
118 61.48 15.59 7.81
119 122.95 12.13 14.33
120 184.43 2.53 15.79
121 184.43 8.39 8.71
122 307.38 2.91 3.73
123 122.95 14.84 2.54
124 122.95 7.81 3.2
125 184.43 9.06 5.1
126 184.43 5.31 7.6
127 122.95 9.12 10.48
128 245.91 13.69 14.62
129 307.38 5.79 12.12
130 245.91 1.29 3.09
131 245.91 1.21 8.96
132 245.91 8.94 11.07
133 61.48 13.35 0.86
134 61.48 2.0 7.35
135 122.95 12.22 13.7
136 122.95 0.94 9.27
137 184.43 10.0 7.74
138 245.91 11.4 12.05
