subarea p1x p1y p2x p2y p3x p3y p4x p4y
0 0.0 16.0 4.0 16.0 0.0 12.0 4.0 12.0
1 4.0 16.0 8.0 16.0 4.0 12.0 8.0 12.0
2 8.0 16.0 12.0 16.0 8.0 12.0 12.0 12.0
3 12.0 16.0 16.0 16.0 12.0 12.0 16.0 12.0
4 0.0 12.0 4.0 12.0 0.0 8.0 4.0 8.0
5 4.0 12.0 8.0 12.0 4.0 8.0 8.0 8.0
6 8.0 12.0 12.0 12.0 8.0 8.0 12.0 8.0
7 12.0 12.0 16.0 12.0 12.0 8.0 16.0 8.0
8 0.0 8.0 4.0 8.0 0.0 4.0 4.0 4.0
9 4.0 8.0 8.0 8.0 4.0 4.0 8.0 4.0
10 8.0 8.0 12.0 8.0 8.0 4.0 12.0 4.0
11 12.0 8.0 16.0 8.0 12.0 4.0 16.0 4.0
12 0.0 4.0 4.0 4.0 0.0 0.0 4.0 0.0
13 4.0 4.0 8.0 4.0 4.0 0.0 8.0 0.0
14 8.0 4.0 12.0 4.0 8.0 0.0 12.0 0.0
15 12.0 4.0 16.0 4.0 12.0 0.0 16.0 0.0
