location capacity Xf Yf
1 17.34 0.0 0.0
2 17.34 0.0 0.0
3 34.69 0.0 0.0
4 17.34 0.0 0.0
5 52.03 0.0 0.0
6 34.69 0.0 0.0
7 17.34 0.0 0.0
8 17.34 0.0 0.0
9 34.69 0.0 0.0
10 17.34 0.0 0.0
11 34.69 0.0 0.0
12 17.34 0.0 0.0
13 17.34 0.0 0.0
14 52.03 0.0 0.0
15 17.34 0.0 0.0
16 17.34 0.0 0.0
17 52.03 0.0 0.0
18 34.69 0.0 0.0
19 17.34 0.0 0.0
20 34.69 0.0 0.0
21 52.03 0.0 0.0
22 17.34 0.0 0.0
23 52.03 0.0 0.0
24 52.03 0.0 0.0
25 17.34 0.0 0.0
26 52.03 0.0 0.0
27 52.03 0.0 0.0
28 34.69 0.0 0.0
29 52.03 0.0 0.0
30 52.03 0.0 0.0
31 34.69 0.0 0.0
32 17.34 0.0 0.0
33 52.03 0.0 0.0
34 34.69 0.0 0.0
35 52.03 0.0 0.0
36 52.03 0.0 0.0
37 34.69 0.0 0.0
38 34.69 0.0 0.0
39 52.03 0.0 0.0
40 34.69 0.0 0.0
41 17.34 0.0 0.0
42 34.69 0.0 0.0
43 34.69 0.0 0.0
44 17.34 0.0 0.0
45 34.69 0.0 0.0
46 17.34 0.0 0.0
47 34.69 0.0 0.0
48 34.69 0.0 0.0
49 52.03 0.0 0.0
50 34.69 0.0 0.0
51 34.69 0.0 0.0
52 17.34 0.0 0.0
53 17.34 0.0 0.0
54 34.69 0.0 0.0
55 52.03 0.0 0.0
56 34.69 0.0 0.0
57 52.03 0.0 0.0
58 17.34 0.0 0.0
59 34.69 0.0 0.0
60 52.03 0.0 0.0
61 52.03 0.0 0.0
62 34.69 0.0 0.0
63 34.69 0.0 0.0
64 17.34 0.0 0.0
65 34.69 0.0 0.0
66 52.03 0.0 0.0
67 34.69 0.0 0.0
68 17.34 0.0 0.0
69 52.03 0.0 0.0
70 52.03 0.0 0.0
71 34.69 0.0 0.0
72 17.34 0.0 0.0
73 17.34 0.0 0.0
74 17.34 0.0 0.0
75 52.03 0.0 0.0
76 17.34 0.0 0.0
77 17.34 0.0 0.0
78 52.03 0.0 0.0
79 17.34 0.0 0.0
80 34.69 0.0 0.0
81 34.69 0.0 0.0
82 17.34 0.0 0.0
83 52.03 0.0 0.0
84 52.03 0.0 0.0
85 34.69 0.0 0.0
86 52.03 0.0 0.0
87 52.03 0.0 0.0
88 52.03 0.0 0.0
89 52.03 0.0 0.0
90 17.34 0.0 0.0
91 52.03 0.0 0.0
92 17.34 0.0 0.0
