location capacity Xf Yf
1 13.01 0.0 0.0
2 4.34 0.0 0.0
3 13.01 0.0 0.0
4 13.01 0.0 0.0
5 4.34 0.0 0.0
6 4.34 0.0 0.0
7 13.01 0.0 0.0
8 8.67 0.0 0.0
9 8.67 0.0 0.0
10 4.34 0.0 0.0
11 4.34 0.0 0.0
12 8.67 0.0 0.0
13 4.34 0.0 0.0
14 8.67 0.0 0.0
15 8.67 0.0 0.0
16 13.01 0.0 0.0
17 4.34 0.0 0.0
18 8.67 0.0 0.0
19 4.34 0.0 0.0
20 13.01 0.0 0.0
21 4.34 0.0 0.0
22 13.01 0.0 0.0
23 8.67 0.0 0.0
24 13.01 0.0 0.0
25 4.34 0.0 0.0
26 8.67 0.0 0.0
27 8.67 0.0 0.0
28 8.67 0.0 0.0
29 8.67 0.0 0.0
30 8.67 0.0 0.0
31 13.01 0.0 0.0
32 13.01 0.0 0.0
33 8.67 0.0 0.0
34 13.01 0.0 0.0
35 13.01 0.0 0.0
36 8.67 0.0 0.0
37 8.67 0.0 0.0
38 4.34 0.0 0.0
39 4.34 0.0 0.0
40 4.34 0.0 0.0
41 4.34 0.0 0.0
42 4.34 0.0 0.0
43 13.01 0.0 0.0
44 4.34 0.0 0.0
45 8.67 0.0 0.0
46 8.67 0.0 0.0
47 8.67 0.0 0.0
48 4.34 0.0 0.0
49 8.67 0.0 0.0
50 4.34 0.0 0.0
51 13.01 0.0 0.0
52 4.34 0.0 0.0
53 8.67 0.0 0.0
54 8.67 0.0 0.0
55 4.34 0.0 0.0
56 8.67 0.0 0.0
57 13.01 0.0 0.0
58 13.01 0.0 0.0
59 4.34 0.0 0.0
60 8.67 0.0 0.0
61 8.67 0.0 0.0
62 8.67 0.0 0.0
63 4.34 0.0 0.0
64 13.01 0.0 0.0
65 13.01 0.0 0.0
66 8.67 0.0 0.0
67 4.34 0.0 0.0
68 13.01 0.0 0.0
69 4.34 0.0 0.0
70 8.67 0.0 0.0
71 8.67 0.0 0.0
72 8.67 0.0 0.0
73 4.34 0.0 0.0
74 4.34 0.0 0.0
75 8.67 0.0 0.0
76 4.34 0.0 0.0
77 8.67 0.0 0.0
78 13.01 0.0 0.0
79 13.01 0.0 0.0
80 8.67 0.0 0.0
81 13.01 0.0 0.0
82 13.01 0.0 0.0
83 13.01 0.0 0.0
84 4.34 0.0 0.0
85 8.67 0.0 0.0
86 8.67 0.0 0.0
87 8.67 0.0 0.0
