location capacity Xf Yf
1 34.69 8.388 15.795
2 69.37 7.814 1.208
3 34.69 1.238 9.431
4 17.34 2.919 15.375
5 52.03 7.293 1.187
6 34.69 6.894 12.121
7 52.03 0.846 6.148
8 86.71 1.881 1.285
9 52.03 7.214 0.222
10 69.37 9.804 7.011
11 69.37 1.896 6.595
12 17.34 9.412 6.562
13 52.03 5.743 8.116
14 52.03 12.163 10.076
15 86.71 10.395 1.856
16 69.37 2.14 10.016
17 34.69 8.031 9.876
18 17.34 9.36 4.831
19 69.37 11.639 6.786
20 69.37 3.414 10.698
21 34.69 9.592 5.942
22 17.34 12.0 7.804
23 34.69 3.158 5.056
24 86.71 6.227 15.622
25 69.37 2.734 5.672
26 34.69 12.749 12.937
27 52.03 1.432 4.777
28 86.71 2.225 10.634
29 52.03 10.447 15.559
30 34.69 6.236 11.861
31 69.37 2.009 12.269
32 17.34 6.214 2.104
33 17.34 8.383 3.568
34 17.34 13.985 3.992
35 86.71 9.173 12.035
36 34.69 14.061 14.524
37 86.71 11.753 2.936
38 69.37 4.468 12.06
39 34.69 0.324 12.928
40 52.03 6.744 11.341
41 17.34 3.021 9.682
42 52.03 2.176 5.689
43 52.03 12.623 2.175
44 69.37 3.97 6.214
45 52.03 7.472 4.962
46 86.71 10.764 10.793
47 34.69 6.51 5.729
48 86.71 3.878 8.793
49 52.03 4.388 15.11
50 69.37 8.409 4.291
51 69.37 13.845 4.778
52 86.71 15.133 11.59
53 52.03 9.452 10.67
54 34.69 1.186 10.175
55 86.71 1.8 6.703
56 34.69 10.48 7.313
57 69.37 15.2 10.073
58 69.37 7.461 0.268
59 69.37 0.83 6.28
60 86.71 11.761 3.573
61 69.37 4.827 7.675
62 34.69 15.633 3.438
63 34.69 6.925 10.989
64 34.69 13.489 6.793
65 34.69 9.286 0.592
66 17.34 10.593 6.675
67 17.34 12.936 3.998
68 69.37 14.641 6.628
69 69.37 5.764 5.615
70 17.34 7.165 1.53
71 34.69 0.43 4.63
72 52.03 10.479 13.218
73 86.71 11.772 4.968
74 17.34 1.498 1.825
75 34.69 4.703 3.788
76 17.34 11.46 10.765
77 34.69 14.049 13.069
78 17.34 7.878 5.416
79 52.03 10.411 3.401
80 17.34 11.149 10.458
81 34.69 15.011 5.474
82 17.34 12.247 0.868
83 69.37 14.55 3.603
84 69.37 6.876 6.79
85 34.69 7.962 3.71
86 17.34 7.763 6.578
87 34.69 7.586 9.683
88 34.69 11.939 10.171
89 69.37 0.575 4.147
90 34.69 12.48 3.642
91 69.37 12.132 4.21
92 69.37 1.541 9.769
93 69.37 11.103 4.599
94 34.69 9.093 15.268
95 86.71 9.33 4.046
96 52.03 1.813 6.848
97 52.03 14.916 3.125
98 52.03 14.807 6.526
99 52.03 13.014 12.106
100 34.69 3.335 13.146
101 17.34 2.891 5.02
102 69.37 2.165 9.105
103 17.34 0.88 6.279
104 17.34 11.951 9.558
105 86.71 9.722 11.728
106 69.37 7.237 9.122
107 17.34 0.943 4.061
108 34.69 15.337 9.706
109 34.69 3.471 12.431
110 86.71 9.089 10.398
111 17.34 14.928 12.471
112 86.71 11.594 14.983
113 17.34 15.003 12.246
114 69.37 1.149 12.83
115 69.37 1.711 10.202
116 52.03 14.984 11.814
