customer p1x p1y p2x p2y p3x p3y p4x p4y
1 0.0 28.0 1.0 28.0 0.0 27.0 1.0 27.0
2 1.0 28.0 2.0 28.0 1.0 27.0 2.0 27.0
3 2.0 28.0 3.0 28.0 2.0 27.0 3.0 27.0
4 3.0 28.0 4.0 28.0 3.0 27.0 4.0 27.0
5 4.0 28.0 5.0 28.0 4.0 27.0 5.0 27.0
6 5.0 28.0 6.0 28.0 5.0 27.0 6.0 27.0
7 6.0 28.0 7.0 28.0 6.0 27.0 7.0 27.0
8 7.0 28.0 8.0 28.0 7.0 27.0 8.0 27.0
9 8.0 28.0 9.0 28.0 8.0 27.0 9.0 27.0
10 9.0 28.0 10.0 28.0 9.0 27.0 10.0 27.0
11 10.0 28.0 11.0 28.0 10.0 27.0 11.0 27.0
12 11.0 28.0 12.0 28.0 11.0 27.0 12.0 27.0
13 12.0 28.0 13.0 28.0 12.0 27.0 13.0 27.0
14 13.0 28.0 14.0 28.0 13.0 27.0 14.0 27.0
15 14.0 28.0 15.0 28.0 14.0 27.0 15.0 27.0
16 15.0 28.0 16.0 28.0 15.0 27.0 16.0 27.0
17 16.0 28.0 17.0 28.0 16.0 27.0 17.0 27.0
18 17.0 28.0 18.0 28.0 17.0 27.0 18.0 27.0
19 18.0 28.0 19.0 28.0 18.0 27.0 19.0 27.0
20 19.0 28.0 20.0 28.0 19.0 27.0 20.0 27.0
21 20.0 28.0 21.0 28.0 20.0 27.0 21.0 27.0
22 21.0 28.0 22.0 28.0 21.0 27.0 22.0 27.0
23 22.0 28.0 23.0 28.0 22.0 27.0 23.0 27.0
24 23.0 28.0 24.0 28.0 23.0 27.0 24.0 27.0
25 24.0 28.0 25.0 28.0 24.0 27.0 25.0 27.0
26 25.0 28.0 26.0 28.0 25.0 27.0 26.0 27.0
27 26.0 28.0 27.0 28.0 26.0 27.0 27.0 27.0
28 27.0 28.0 28.0 28.0 27.0 27.0 28.0 27.0
29 0.0 27.0 1.0 27.0 0.0 26.0 1.0 26.0
30 1.0 27.0 2.0 27.0 1.0 26.0 2.0 26.0
31 2.0 27.0 3.0 27.0 2.0 26.0 3.0 26.0
32 3.0 27.0 4.0 27.0 3.0 26.0 4.0 26.0
33 4.0 27.0 5.0 27.0 4.0 26.0 5.0 26.0
34 5.0 27.0 6.0 27.0 5.0 26.0 6.0 26.0
35 6.0 27.0 7.0 27.0 6.0 26.0 7.0 26.0
36 7.0 27.0 8.0 27.0 7.0 26.0 8.0 26.0
37 8.0 27.0 9.0 27.0 8.0 26.0 9.0 26.0
38 9.0 27.0 10.0 27.0 9.0 26.0 10.0 26.0
39 10.0 27.0 11.0 27.0 10.0 26.0 11.0 26.0
40 11.0 27.0 12.0 27.0 11.0 26.0 12.0 26.0
41 12.0 27.0 13.0 27.0 12.0 26.0 13.0 26.0
42 13.0 27.0 14.0 27.0 13.0 26.0 14.0 26.0
43 14.0 27.0 15.0 27.0 14.0 26.0 15.0 26.0
44 15.0 27.0 16.0 27.0 15.0 26.0 16.0 26.0
45 16.0 27.0 17.0 27.0 16.0 26.0 17.0 26.0
46 17.0 27.0 18.0 27.0 17.0 26.0 18.0 26.0
47 18.0 27.0 19.0 27.0 18.0 26.0 19.0 26.0
48 19.0 27.0 20.0 27.0 19.0 26.0 20.0 26.0
49 20.0 27.0 21.0 27.0 20.0 26.0 21.0 26.0
50 21.0 27.0 22.0 27.0 21.0 26.0 22.0 26.0
51 22.0 27.0 23.0 27.0 22.0 26.0 23.0 26.0
52 23.0 27.0 24.0 27.0 23.0 26.0 24.0 26.0
53 24.0 27.0 25.0 27.0 24.0 26.0 25.0 26.0
54 25.0 27.0 26.0 27.0 25.0 26.0 26.0 26.0
55 26.0 27.0 27.0 27.0 26.0 26.0 27.0 26.0
56 27.0 27.0 28.0 27.0 27.0 26.0 28.0 26.0
57 0.0 26.0 1.0 26.0 0.0 25.0 1.0 25.0
58 1.0 26.0 2.0 26.0 1.0 25.0 2.0 25.0
59 2.0 26.0 3.0 26.0 2.0 25.0 3.0 25.0
60 3.0 26.0 4.0 26.0 3.0 25.0 4.0 25.0
61 4.0 26.0 5.0 26.0 4.0 25.0 5.0 25.0
62 5.0 26.0 6.0 26.0 5.0 25.0 6.0 25.0
63 6.0 26.0 7.0 26.0 6.0 25.0 7.0 25.0
64 7.0 26.0 8.0 26.0 7.0 25.0 8.0 25.0
65 8.0 26.0 9.0 26.0 8.0 25.0 9.0 25.0
66 9.0 26.0 10.0 26.0 9.0 25.0 10.0 25.0
67 10.0 26.0 11.0 26.0 10.0 25.0 11.0 25.0
68 11.0 26.0 12.0 26.0 11.0 25.0 12.0 25.0
69 12.0 26.0 13.0 26.0 12.0 25.0 13.0 25.0
70 13.0 26.0 14.0 26.0 13.0 25.0 14.0 25.0
71 14.0 26.0 15.0 26.0 14.0 25.0 15.0 25.0
72 15.0 26.0 16.0 26.0 15.0 25.0 16.0 25.0
73 16.0 26.0 17.0 26.0 16.0 25.0 17.0 25.0
74 17.0 26.0 18.0 26.0 17.0 25.0 18.0 25.0
75 18.0 26.0 19.0 26.0 18.0 25.0 19.0 25.0
76 19.0 26.0 20.0 26.0 19.0 25.0 20.0 25.0
77 20.0 26.0 21.0 26.0 20.0 25.0 21.0 25.0
78 21.0 26.0 22.0 26.0 21.0 25.0 22.0 25.0
79 22.0 26.0 23.0 26.0 22.0 25.0 23.0 25.0
80 23.0 26.0 24.0 26.0 23.0 25.0 24.0 25.0
81 24.0 26.0 25.0 26.0 24.0 25.0 25.0 25.0
82 25.0 26.0 26.0 26.0 25.0 25.0 26.0 25.0
83 26.0 26.0 27.0 26.0 26.0 25.0 27.0 25.0
84 27.0 26.0 28.0 26.0 27.0 25.0 28.0 25.0
85 0.0 25.0 1.0 25.0 0.0 24.0 1.0 24.0
86 1.0 25.0 2.0 25.0 1.0 24.0 2.0 24.0
87 2.0 25.0 3.0 25.0 2.0 24.0 3.0 24.0
88 3.0 25.0 4.0 25.0 3.0 24.0 4.0 24.0
89 4.0 25.0 5.0 25.0 4.0 24.0 5.0 24.0
90 5.0 25.0 6.0 25.0 5.0 24.0 6.0 24.0
91 6.0 25.0 7.0 25.0 6.0 24.0 7.0 24.0
92 7.0 25.0 8.0 25.0 7.0 24.0 8.0 24.0
93 8.0 25.0 9.0 25.0 8.0 24.0 9.0 24.0
94 9.0 25.0 10.0 25.0 9.0 24.0 10.0 24.0
95 10.0 25.0 11.0 25.0 10.0 24.0 11.0 24.0
96 11.0 25.0 12.0 25.0 11.0 24.0 12.0 24.0
97 12.0 25.0 13.0 25.0 12.0 24.0 13.0 24.0
98 13.0 25.0 14.0 25.0 13.0 24.0 14.0 24.0
99 14.0 25.0 15.0 25.0 14.0 24.0 15.0 24.0
100 15.0 25.0 16.0 25.0 15.0 24.0 16.0 24.0
101 16.0 25.0 17.0 25.0 16.0 24.0 17.0 24.0
102 17.0 25.0 18.0 25.0 17.0 24.0 18.0 24.0
103 18.0 25.0 19.0 25.0 18.0 24.0 19.0 24.0
104 19.0 25.0 20.0 25.0 19.0 24.0 20.0 24.0
105 20.0 25.0 21.0 25.0 20.0 24.0 21.0 24.0
106 21.0 25.0 22.0 25.0 21.0 24.0 22.0 24.0
107 22.0 25.0 23.0 25.0 22.0 24.0 23.0 24.0
108 23.0 25.0 24.0 25.0 23.0 24.0 24.0 24.0
109 24.0 25.0 25.0 25.0 24.0 24.0 25.0 24.0
110 25.0 25.0 26.0 25.0 25.0 24.0 26.0 24.0
111 26.0 25.0 27.0 25.0 26.0 24.0 27.0 24.0
112 27.0 25.0 28.0 25.0 27.0 24.0 28.0 24.0
113 0.0 24.0 1.0 24.0 0.0 23.0 1.0 23.0
114 1.0 24.0 2.0 24.0 1.0 23.0 2.0 23.0
115 2.0 24.0 3.0 24.0 2.0 23.0 3.0 23.0
116 3.0 24.0 4.0 24.0 3.0 23.0 4.0 23.0
117 4.0 24.0 5.0 24.0 4.0 23.0 5.0 23.0
118 5.0 24.0 6.0 24.0 5.0 23.0 6.0 23.0
119 6.0 24.0 7.0 24.0 6.0 23.0 7.0 23.0
120 7.0 24.0 8.0 24.0 7.0 23.0 8.0 23.0
121 8.0 24.0 9.0 24.0 8.0 23.0 9.0 23.0
122 9.0 24.0 10.0 24.0 9.0 23.0 10.0 23.0
123 10.0 24.0 11.0 24.0 10.0 23.0 11.0 23.0
124 11.0 24.0 12.0 24.0 11.0 23.0 12.0 23.0
125 12.0 24.0 13.0 24.0 12.0 23.0 13.0 23.0
126 13.0 24.0 14.0 24.0 13.0 23.0 14.0 23.0
127 14.0 24.0 15.0 24.0 14.0 23.0 15.0 23.0
128 15.0 24.0 16.0 24.0 15.0 23.0 16.0 23.0
129 16.0 24.0 17.0 24.0 16.0 23.0 17.0 23.0
130 17.0 24.0 18.0 24.0 17.0 23.0 18.0 23.0
131 18.0 24.0 19.0 24.0 18.0 23.0 19.0 23.0
132 19.0 24.0 20.0 24.0 19.0 23.0 20.0 23.0
133 20.0 24.0 21.0 24.0 20.0 23.0 21.0 23.0
134 21.0 24.0 22.0 24.0 21.0 23.0 22.0 23.0
135 22.0 24.0 23.0 24.0 22.0 23.0 23.0 23.0
136 23.0 24.0 24.0 24.0 23.0 23.0 24.0 23.0
137 24.0 24.0 25.0 24.0 24.0 23.0 25.0 23.0
138 25.0 24.0 26.0 24.0 25.0 23.0 26.0 23.0
139 26.0 24.0 27.0 24.0 26.0 23.0 27.0 23.0
140 27.0 24.0 28.0 24.0 27.0 23.0 28.0 23.0
141 0.0 23.0 1.0 23.0 0.0 22.0 1.0 22.0
142 1.0 23.0 2.0 23.0 1.0 22.0 2.0 22.0
143 2.0 23.0 3.0 23.0 2.0 22.0 3.0 22.0
144 3.0 23.0 4.0 23.0 3.0 22.0 4.0 22.0
145 4.0 23.0 5.0 23.0 4.0 22.0 5.0 22.0
146 5.0 23.0 6.0 23.0 5.0 22.0 6.0 22.0
147 6.0 23.0 7.0 23.0 6.0 22.0 7.0 22.0
148 7.0 23.0 8.0 23.0 7.0 22.0 8.0 22.0
149 8.0 23.0 9.0 23.0 8.0 22.0 9.0 22.0
150 9.0 23.0 10.0 23.0 9.0 22.0 10.0 22.0
151 10.0 23.0 11.0 23.0 10.0 22.0 11.0 22.0
152 11.0 23.0 12.0 23.0 11.0 22.0 12.0 22.0
153 12.0 23.0 13.0 23.0 12.0 22.0 13.0 22.0
154 13.0 23.0 14.0 23.0 13.0 22.0 14.0 22.0
155 14.0 23.0 15.0 23.0 14.0 22.0 15.0 22.0
156 15.0 23.0 16.0 23.0 15.0 22.0 16.0 22.0
157 16.0 23.0 17.0 23.0 16.0 22.0 17.0 22.0
158 17.0 23.0 18.0 23.0 17.0 22.0 18.0 22.0
159 18.0 23.0 19.0 23.0 18.0 22.0 19.0 22.0
160 19.0 23.0 20.0 23.0 19.0 22.0 20.0 22.0
161 20.0 23.0 21.0 23.0 20.0 22.0 21.0 22.0
162 21.0 23.0 22.0 23.0 21.0 22.0 22.0 22.0
163 22.0 23.0 23.0 23.0 22.0 22.0 23.0 22.0
164 23.0 23.0 24.0 23.0 23.0 22.0 24.0 22.0
165 24.0 23.0 25.0 23.0 24.0 22.0 25.0 22.0
166 25.0 23.0 26.0 23.0 25.0 22.0 26.0 22.0
167 26.0 23.0 27.0 23.0 26.0 22.0 27.0 22.0
168 27.0 23.0 28.0 23.0 27.0 22.0 28.0 22.0
169 0.0 22.0 1.0 22.0 0.0 21.0 1.0 21.0
170 1.0 22.0 2.0 22.0 1.0 21.0 2.0 21.0
171 2.0 22.0 3.0 22.0 2.0 21.0 3.0 21.0
172 3.0 22.0 4.0 22.0 3.0 21.0 4.0 21.0
173 4.0 22.0 5.0 22.0 4.0 21.0 5.0 21.0
174 5.0 22.0 6.0 22.0 5.0 21.0 6.0 21.0
175 6.0 22.0 7.0 22.0 6.0 21.0 7.0 21.0
176 7.0 22.0 8.0 22.0 7.0 21.0 8.0 21.0
177 8.0 22.0 9.0 22.0 8.0 21.0 9.0 21.0
178 9.0 22.0 10.0 22.0 9.0 21.0 10.0 21.0
179 10.0 22.0 11.0 22.0 10.0 21.0 11.0 21.0
180 11.0 22.0 12.0 22.0 11.0 21.0 12.0 21.0
181 12.0 22.0 13.0 22.0 12.0 21.0 13.0 21.0
182 13.0 22.0 14.0 22.0 13.0 21.0 14.0 21.0
183 14.0 22.0 15.0 22.0 14.0 21.0 15.0 21.0
184 15.0 22.0 16.0 22.0 15.0 21.0 16.0 21.0
185 16.0 22.0 17.0 22.0 16.0 21.0 17.0 21.0
186 17.0 22.0 18.0 22.0 17.0 21.0 18.0 21.0
187 18.0 22.0 19.0 22.0 18.0 21.0 19.0 21.0
188 19.0 22.0 20.0 22.0 19.0 21.0 20.0 21.0
189 20.0 22.0 21.0 22.0 20.0 21.0 21.0 21.0
190 21.0 22.0 22.0 22.0 21.0 21.0 22.0 21.0
191 22.0 22.0 23.0 22.0 22.0 21.0 23.0 21.0
192 23.0 22.0 24.0 22.0 23.0 21.0 24.0 21.0
193 24.0 22.0 25.0 22.0 24.0 21.0 25.0 21.0
194 25.0 22.0 26.0 22.0 25.0 21.0 26.0 21.0
195 26.0 22.0 27.0 22.0 26.0 21.0 27.0 21.0
196 27.0 22.0 28.0 22.0 27.0 21.0 28.0 21.0
197 0.0 21.0 1.0 21.0 0.0 20.0 1.0 20.0
198 1.0 21.0 2.0 21.0 1.0 20.0 2.0 20.0
199 2.0 21.0 3.0 21.0 2.0 20.0 3.0 20.0
200 3.0 21.0 4.0 21.0 3.0 20.0 4.0 20.0
201 4.0 21.0 5.0 21.0 4.0 20.0 5.0 20.0
202 5.0 21.0 6.0 21.0 5.0 20.0 6.0 20.0
203 6.0 21.0 7.0 21.0 6.0 20.0 7.0 20.0
204 7.0 21.0 8.0 21.0 7.0 20.0 8.0 20.0
205 8.0 21.0 9.0 21.0 8.0 20.0 9.0 20.0
206 9.0 21.0 10.0 21.0 9.0 20.0 10.0 20.0
207 10.0 21.0 11.0 21.0 10.0 20.0 11.0 20.0
208 11.0 21.0 12.0 21.0 11.0 20.0 12.0 20.0
209 12.0 21.0 13.0 21.0 12.0 20.0 13.0 20.0
210 13.0 21.0 14.0 21.0 13.0 20.0 14.0 20.0
211 14.0 21.0 15.0 21.0 14.0 20.0 15.0 20.0
212 15.0 21.0 16.0 21.0 15.0 20.0 16.0 20.0
213 16.0 21.0 17.0 21.0 16.0 20.0 17.0 20.0
214 17.0 21.0 18.0 21.0 17.0 20.0 18.0 20.0
215 18.0 21.0 19.0 21.0 18.0 20.0 19.0 20.0
216 19.0 21.0 20.0 21.0 19.0 20.0 20.0 20.0
217 20.0 21.0 21.0 21.0 20.0 20.0 21.0 20.0
218 21.0 21.0 22.0 21.0 21.0 20.0 22.0 20.0
219 22.0 21.0 23.0 21.0 22.0 20.0 23.0 20.0
220 23.0 21.0 24.0 21.0 23.0 20.0 24.0 20.0
221 24.0 21.0 25.0 21.0 24.0 20.0 25.0 20.0
222 25.0 21.0 26.0 21.0 25.0 20.0 26.0 20.0
223 26.0 21.0 27.0 21.0 26.0 20.0 27.0 20.0
224 27.0 21.0 28.0 21.0 27.0 20.0 28.0 20.0
225 0.0 20.0 1.0 20.0 0.0 19.0 1.0 19.0
226 1.0 20.0 2.0 20.0 1.0 19.0 2.0 19.0
227 2.0 20.0 3.0 20.0 2.0 19.0 3.0 19.0
228 3.0 20.0 4.0 20.0 3.0 19.0 4.0 19.0
229 4.0 20.0 5.0 20.0 4.0 19.0 5.0 19.0
230 5.0 20.0 6.0 20.0 5.0 19.0 6.0 19.0
231 6.0 20.0 7.0 20.0 6.0 19.0 7.0 19.0
232 7.0 20.0 8.0 20.0 7.0 19.0 8.0 19.0
233 8.0 20.0 9.0 20.0 8.0 19.0 9.0 19.0
234 9.0 20.0 10.0 20.0 9.0 19.0 10.0 19.0
235 10.0 20.0 11.0 20.0 10.0 19.0 11.0 19.0
236 11.0 20.0 12.0 20.0 11.0 19.0 12.0 19.0
237 12.0 20.0 13.0 20.0 12.0 19.0 13.0 19.0
238 13.0 20.0 14.0 20.0 13.0 19.0 14.0 19.0
239 14.0 20.0 15.0 20.0 14.0 19.0 15.0 19.0
240 15.0 20.0 16.0 20.0 15.0 19.0 16.0 19.0
