location capacity Xf Yf
1 12.803 15.788 24.059
2 15.765 16.419 0.307
3 33.861 3.044 13.429
4 14.042 5.926 1.22
5 41.223 26.13 26.595
6 15.191 23.565 22.968
7 16.644 22.537 16.4
8 18.779 8.667 23.204
9 16.529 24.446 2.979
10 55.257 19.258 7.929
11 47.809 19.462 18.244
12 27.601 8.566 24.812
13 44.688 25.002 11.383
14 31.662 18.031 20.595
15 48.392 0.85 12.152
16 14.077 10.125 18.924
17 41.655 23.525 27.592
18 12.476 24.249 0.307
19 12.046 8.46 6.445
20 50.954 1.726 7.356
21 35.775 2.129 2.766
22 55.831 20.237 27.334
23 49.823 10.143 13.748
24 30.414 14.881 6.911
25 40.995 23.314 0.635
26 27.972 2.097 12.434
27 23.468 8.978 24.709
28 14.476 19.206 16.946
29 12.07 5.294 21.78
30 21.588 13.179 8.734
31 12.401 15.201 17.633
32 30.826 1.865 10.014
33 22.716 12.91 25.86
34 30.219 18.952 23.592
35 21.198 15.738 6.311
36 38.381 22.523 4.825
37 21.391 12.356 2.083
38 28.742 1.433 23.539
39 42.304 24.188 2.284
40 23.461 21.016 1.381
41 17.542 24.338 19.089
42 52.928 14.376 15.193
43 15.274 4.349 25.474
44 16.502 17.781 23.443
45 33.548 18.561 20.797
46 29.126 21.119 26.389
47 35.672 17.481 17.923
48 28.889 27.704 20.536
49 45.832 1.596 10.295
50 48.597 8.886 1.575
51 58.897 15.723 4.99
52 52.447 15.312 5.512
53 13.594 3.174 13.841
54 39.346 12.037 6.304
55 30.441 25.859 13.903
56 24.027 19.631 14.909
57 52.353 14.097 16.605
58 30.697 9.923 24.826
59 58.119 18.567 13.287
60 44.19 5.846 19.018
61 51.99 4.983 9.669
62 38.826 8.582 8.279
63 24.965 5.638 7.32
64 58.867 23.092 18.932
65 31.167 25.753 7.518
66 15.676 20.929 11.169
67 34.534 10.243 21.764
68 37.76 20.869 8.903
69 50.012 10.345 14.266
70 16.17 11.268 1.207
71 39.247 19.985 16.407
72 44.804 23.74 4.422
73 35.122 1.394 3.159
74 40.18 22.752 5.968
75 55.931 8.167 15.821
76 39.782 11.178 23.049
77 50.548 8.519 15.531
78 13.595 9.581 27.49
79 50.256 21.987 3.734
80 27.228 2.008 5.956
81 46.365 24.84 24.437
82 52.822 7.158 6.964
83 57.539 25.778 11.818
84 49.802 23.305 10.325
85 50.806 26.633 12.967
86 41.334 10.818 18.028
87 18.816 26.57 18.283
88 19.139 0.343 23.746
89 49.966 4.875 11.052
90 33.109 4.405 6.742
91 39.196 21.039 2.423
92 51.945 9.845 24.426
93 32.498 2.04 15.126
94 14.353 20.235 21.071
95 12.698 19.592 5.031
96 20.737 5.717 4.991
97 37.479 10.652 15.978
98 56.967 25.991 18.537
99 36.101 22.258 21.436
100 25.288 13.791 8.973
101 23.916 4.528 19.9
102 20.689 19.404 25.705
103 42.297 22.946 9.219
104 49.668 9.082 13.217
105 13.503 17.396 15.452
106 49.359 22.553 0.855
107 52.397 6.66 26.42
108 27.205 13.967 21.952
109 23.22 1.499 2.035
110 21.328 13.991 8.66
111 33.092 24.887 13.164
112 59.083 13.638 22.253
113 37.998 11.572 27.033
114 15.228 7.73 19.527
115 13.699 10.832 12.38
116 57.051 15.417 14.321
117 34.778 21.229 0.989
118 49.54 26.419 3.792
119 27.992 19.504 15.565
120 45.257 20.832 10.396
121 35.466 24.911 1.972
122 25.378 2.729 16.153
123 47.738 22.254 3.975
124 55.8 10.444 10.759
125 18.108 12.713 2.203
126 55.315 7.117 5.618
127 18.057 1.988 14.958
128 42.586 8.941 25.936
129 56.171 24.554 4.952
130 59.215 21.795 17.866
131 39.306 24.843 25.35
132 13.762 4.344 26.382
133 18.118 18.69 27.487
134 15.588 15.179 3.786
135 12.848 13.284 22.493
136 39.449 25.796 13.041
137 12.118 10.752 15.895
138 24.214 27.781 0.987
139 34.294 9.192 9.005
140 37.854 22.617 10.018
141 38.968 8.823 22.949
142 37.99 4.325 23.499
143 29.888 3.243 21.554
144 43.155 17.034 9.489
145 16.079 2.858 12.603
146 48.023 25.788 4.978
147 29.563 17.915 21.799
148 46.532 18.76 14.284
149 19.379 10.161 13.627
150 37.021 5.63 3.08
151 35.962 25.294 27.64
152 41.169 4.38 27.227
153 41.2 1.217 2.236
154 18.587 12.847 5.859
155 18.711 3.364 9.97
156 32.945 7.794 9.358
157 18.666 15.231 4.703
158 45.273 7.467 24.883
159 18.399 7.221 14.488
160 55.947 5.871 14.654
161 41.944 6.343 18.979
162 27.529 19.606 13.532
163 34.137 7.769 0.891
164 56.915 27.288 4.275
165 49.155 9.637 24.146
166 35.424 22.857 7.548
167 38.362 17.919 17.54
168 33.616 19.278 21.781
169 36.726 19.286 15.852
170 53.266 23.401 26.153
171 20.08 12.465 17.519
172 14.1 16.751 5.417
173 41.299 13.751 19.737
174 19.883 25.041 24.672
175 39.836 10.379 5.706
176 22.64 15.889 1.348
177 47.711 12.515 14.112
178 23.125 19.293 1.195
179 16.919 16.707 19.316
180 58.931 21.15 14.106
181 37.867 14.257 10.632
182 29.568 6.306 11.712
183 38.852 24.119 0.772
184 22.821 10.073 21.364
185 20.458 27.304 23.23
186 49.202 24.759 22.585
187 24.637 22.683 19.907
188 27.095 0.598 26.376
189 14.286 2.693 26.722
190 51.705 10.041 15.734
191 52.422 19.85 4.055
192 37.831 23.549 14.302
193 48.157 3.343 11.751
194 49.753 10.756 6.09
195 15.8 17.408 7.316
196 20.124 10.858 2.121
197 12.206 23.697 2.751
198 51.754 1.682 9.918
199 46.532 5.782 2.631
200 45.057 25.985 15.091
201 54.942 0.882 18.088
202 43.944 3.876 4.455
203 26.961 16.975 10.419
204 13.126 24.629 14.046
205 15.355 1.402 22.357
