location capacity Xf Yf
1 5.95 15.788 24.059
2 2.98 16.419 0.307
3 2.98 3.044 13.429
4 14.88 5.926 1.22
5 14.88 26.13 26.595
6 2.98 23.565 22.968
7 5.95 22.537 16.4
8 11.91 8.667 23.204
9 8.93 24.446 2.979
10 2.98 19.258 7.929
11 5.95 19.462 18.244
12 2.98 8.566 24.812
13 2.98 25.002 11.383
14 11.91 18.031 20.595
15 8.93 0.85 12.152
16 2.98 10.125 18.924
17 8.93 23.525 27.592
18 11.91 24.249 0.307
19 2.98 8.46 6.445
20 2.98 1.726 7.356
21 11.91 2.129 2.766
22 8.93 20.237 27.334
23 2.98 10.143 13.748
24 11.91 14.881 6.911
25 11.91 23.314 0.635
26 5.95 2.097 12.434
27 11.91 8.978 24.709
28 5.95 19.206 16.946
29 11.91 5.294 21.78
30 5.95 13.179 8.734
31 14.88 15.201 17.633
32 8.93 1.865 10.014
33 8.93 12.91 25.86
34 5.95 18.952 23.592
35 8.93 15.738 6.311
36 14.88 22.523 4.825
37 8.93 12.356 2.083
38 8.93 1.433 23.539
39 11.91 24.188 2.284
40 5.95 21.016 1.381
41 8.93 24.338 19.089
42 11.91 14.376 15.193
43 11.91 4.349 25.474
44 2.98 17.781 23.443
45 8.93 18.561 20.797
46 14.88 21.119 26.389
47 5.95 17.481 17.923
48 2.98 27.704 20.536
49 11.91 1.596 10.295
50 5.95 8.886 1.575
51 11.91 15.723 4.99
52 8.93 15.312 5.512
53 2.98 3.174 13.841
54 2.98 12.037 6.304
55 11.91 25.859 13.903
56 5.95 19.631 14.909
57 2.98 14.097 16.605
58 8.93 9.923 24.826
59 5.95 18.567 13.287
60 14.88 5.846 19.018
61 8.93 4.983 9.669
62 14.88 8.582 8.279
63 11.91 5.638 7.32
64 11.91 23.092 18.932
65 5.95 25.753 7.518
66 8.93 20.929 11.169
67 11.91 10.243 21.764
68 2.98 20.869 8.903
69 5.95 10.345 14.266
70 14.88 11.268 1.207
71 2.98 19.985 16.407
72 8.93 23.74 4.422
73 11.91 1.394 3.159
74 8.93 22.752 5.968
75 2.98 8.167 15.821
76 8.93 11.178 23.049
77 11.91 8.519 15.531
78 14.88 9.581 27.49
79 14.88 21.987 3.734
80 14.88 2.008 5.956
81 11.91 24.84 24.437
82 5.95 7.158 6.964
83 5.95 25.778 11.818
84 5.95 23.305 10.325
85 11.91 26.633 12.967
86 8.93 10.818 18.028
87 14.88 26.57 18.283
88 8.93 0.343 23.746
89 5.95 4.875 11.052
90 8.93 4.405 6.742
91 8.93 21.039 2.423
92 8.93 9.845 24.426
93 8.93 2.04 15.126
94 8.93 20.235 21.071
95 8.93 19.592 5.031
96 8.93 5.717 4.991
97 5.95 10.652 15.978
98 8.93 25.991 18.537
99 5.95 22.258 21.436
100 5.95 13.791 8.973
101 11.91 4.528 19.9
102 14.88 19.404 25.705
103 11.91 22.946 9.219
104 8.93 9.082 13.217
105 14.88 17.396 15.452
106 5.95 22.553 0.855
107 14.88 6.66 26.42
108 11.91 13.967 21.952
109 14.88 1.499 2.035
110 14.88 13.991 8.66
111 2.98 24.887 13.164
112 14.88 13.638 22.253
113 11.91 11.572 27.033
114 14.88 7.73 19.527
115 8.93 10.832 12.38
116 2.98 15.417 14.321
117 2.98 21.229 0.989
118 8.93 26.419 3.792
119 14.88 19.504 15.565
120 8.93 20.832 10.396
121 14.88 24.911 1.972
122 11.91 2.729 16.153
123 14.88 22.254 3.975
124 2.98 10.444 10.759
125 2.98 12.713 2.203
126 14.88 7.117 5.618
127 5.95 1.988 14.958
128 11.91 8.941 25.936
129 11.91 24.554 4.952
130 11.91 21.795 17.866
131 2.98 24.843 25.35
132 5.95 4.344 26.382
133 2.98 18.69 27.487
134 5.95 15.179 3.786
135 5.95 13.284 22.493
136 11.91 25.796 13.041
137 5.95 10.752 15.895
138 8.93 27.781 0.987
139 14.88 9.192 9.005
140 5.95 22.617 10.018
141 14.88 8.823 22.949
142 5.95 4.325 23.499
143 2.98 3.243 21.554
144 5.95 17.034 9.489
145 2.98 2.858 12.603
146 8.93 25.788 4.978
147 8.93 17.915 21.799
148 2.98 18.76 14.284
149 5.95 10.161 13.627
150 14.88 5.63 3.08
151 2.98 25.294 27.64
152 8.93 4.38 27.227
153 2.98 1.217 2.236
154 2.98 12.847 5.859
155 5.95 3.364 9.97
156 11.91 7.794 9.358
157 11.91 15.231 4.703
158 14.88 7.467 24.883
159 11.91 7.221 14.488
160 5.95 5.871 14.654
161 8.93 6.343 18.979
162 2.98 19.606 13.532
163 11.91 7.769 0.891
164 5.95 27.288 4.275
165 11.91 9.637 24.146
166 5.95 22.857 7.548
167 11.91 17.919 17.54
168 5.95 19.278 21.781
169 2.98 19.286 15.852
170 5.95 23.401 26.153
171 5.95 12.465 17.519
172 14.88 16.751 5.417
173 8.93 13.751 19.737
174 2.98 25.041 24.672
175 5.95 10.379 5.706
176 5.95 15.889 1.348
177 8.93 12.515 14.112
178 2.98 19.293 1.195
179 2.98 16.707 19.316
180 11.91 21.15 14.106
181 2.98 14.257 10.632
182 8.93 6.306 11.712
183 14.88 24.119 0.772
184 11.91 10.073 21.364
185 8.93 27.304 23.23
186 14.88 24.759 22.585
