subarea p1x p1y p2x p2y p3x p3y p4x p4y
0 0.0 28.0 4.0 28.0 0.0 24.0 4.0 24.0
1 4.0 28.0 8.0 28.0 4.0 24.0 8.0 24.0
2 8.0 28.0 12.0 28.0 8.0 24.0 12.0 24.0
3 12.0 28.0 16.0 28.0 12.0 24.0 16.0 24.0
4 16.0 28.0 20.0 28.0 16.0 24.0 20.0 24.0
5 20.0 28.0 24.0 28.0 20.0 24.0 24.0 24.0
6 24.0 28.0 28.0 28.0 24.0 24.0 28.0 24.0
7 0.0 24.0 4.0 24.0 0.0 20.0 4.0 20.0
8 4.0 24.0 8.0 24.0 4.0 20.0 8.0 20.0
9 8.0 24.0 12.0 24.0 8.0 20.0 12.0 20.0
10 12.0 24.0 16.0 24.0 12.0 20.0 16.0 20.0
11 16.0 24.0 20.0 24.0 16.0 20.0 20.0 20.0
12 20.0 24.0 24.0 24.0 20.0 20.0 24.0 20.0
13 24.0 24.0 28.0 24.0 24.0 20.0 28.0 20.0
14 0.0 20.0 4.0 20.0 0.0 16.0 4.0 16.0
15 4.0 20.0 8.0 20.0 4.0 16.0 8.0 16.0
16 8.0 20.0 12.0 20.0 8.0 16.0 12.0 16.0
17 12.0 20.0 16.0 20.0 12.0 16.0 16.0 16.0
18 16.0 20.0 20.0 20.0 16.0 16.0 20.0 16.0
19 20.0 20.0 24.0 20.0 20.0 16.0 24.0 16.0
20 24.0 20.0 28.0 20.0 24.0 16.0 28.0 16.0
21 0.0 16.0 4.0 16.0 0.0 12.0 4.0 12.0
22 4.0 16.0 8.0 16.0 4.0 12.0 8.0 12.0
23 8.0 16.0 12.0 16.0 8.0 12.0 12.0 12.0
24 12.0 16.0 16.0 16.0 12.0 12.0 16.0 12.0
25 16.0 16.0 20.0 16.0 16.0 12.0 20.0 12.0
26 20.0 16.0 24.0 16.0 20.0 12.0 24.0 12.0
27 24.0 16.0 28.0 16.0 24.0 12.0 28.0 12.0
28 0.0 12.0 4.0 12.0 0.0 8.0 4.0 8.0
29 4.0 12.0 8.0 12.0 4.0 8.0 8.0 8.0
30 8.0 12.0 12.0 12.0 8.0 8.0 12.0 8.0
31 12.0 12.0 16.0 12.0 12.0 8.0 16.0 8.0
32 16.0 12.0 20.0 12.0 16.0 8.0 20.0 8.0
33 20.0 12.0 24.0 12.0 20.0 8.0 24.0 8.0
34 24.0 12.0 28.0 12.0 24.0 8.0 28.0 8.0
35 0.0 8.0 4.0 8.0 0.0 4.0 4.0 4.0
36 4.0 8.0 8.0 8.0 4.0 4.0 8.0 4.0
37 8.0 8.0 12.0 8.0 8.0 4.0 12.0 4.0
38 12.0 8.0 16.0 8.0 12.0 4.0 16.0 4.0
39 16.0 8.0 20.0 8.0 16.0 4.0 20.0 4.0
40 20.0 8.0 24.0 8.0 20.0 4.0 24.0 4.0
41 24.0 8.0 28.0 8.0 24.0 4.0 28.0 4.0
42 0.0 4.0 4.0 4.0 0.0 0.0 4.0 0.0
43 4.0 4.0 8.0 4.0 4.0 0.0 8.0 0.0
44 8.0 4.0 12.0 4.0 8.0 0.0 12.0 0.0
45 12.0 4.0 16.0 4.0 12.0 0.0 16.0 0.0
46 16.0 4.0 20.0 4.0 16.0 0.0 20.0 0.0
47 20.0 4.0 24.0 4.0 20.0 0.0 24.0 0.0
48 24.0 4.0 28.0 4.0 24.0 0.0 28.0 0.0
